leads_id,stage_id,funnel_id,stage_date,stage_time
91,101,316,2020-12-23,16:25:55
92,101,318,2020-12-24,09:45:36
93,101,320,2020-12-24,11:43:06
94,101,321,2020-12-24,11:56:10
95,101,325,2020-12-24,14:26:15
96,101,327,2020-12-24,17:21:10
97,101,349,2020-12-28,09:54:13
98,101,350,2020-12-28,10:25:08
99,101,352,2020-12-28,10:29:02
100,101,359,2020-12-28,13:00:01
101,101,362,2020-12-28,15:42:37
102,101,377,2020-12-29,10:48:50
103,101,385,2020-12-29,13:54:39
104,101,387,2020-12-29,14:47:52
105,101,390,2020-12-29,15:20:10
106,101,392,2020-12-29,16:04:04
107,101,393,2020-12-29,16:56:39
108,101,394,2020-12-29,17:26:23
109,101,396,2020-12-30,09:10:00
110,101,397,2020-12-30,10:02:19
111,101,399,2020-12-30,10:31:48
112,101,400,2020-12-30,10:49:02
113,101,401,2020-12-30,11:10:08
114,101,406,2020-12-30,14:55:11
115,101,408,2020-12-30,15:17:41
116,101,409,2020-12-30,15:31:20
117,101,415,2020-12-31,10:42:29
118,101,416,2020-12-31,11:02:10
119,101,425,2020-12-31,15:51:38
120,101,426,2020-12-31,16:03:13
121,101,430,2020-12-31,17:35:16
122,101,432,2021-01-01,09:26:58
123,101,437,2021-01-01,10:31:07
124,101,438,2021-01-01,10:36:32
125,101,439,2021-01-01,10:38:28
126,101,441,2021-01-01,11:00:01
127,101,446,2021-01-01,12:59:10
128,101,449,2021-01-01,14:26:03
129,101,450,2021-01-01,14:36:35
130,101,452,2021-01-01,15:29:05
131,101,457,2021-01-01,16:34:26
132,101,460,2021-01-01,17:50:03
133,101,470,2021-01-04,10:59:09
134,101,472,2021-01-04,11:41:23
135,101,474,2021-01-04,11:59:44
136,101,482,2021-01-04,13:48:33
137,101,484,2021-01-04,14:05:37
138,101,486,2021-01-04,14:25:42
139,101,489,2021-01-04,14:48:14
140,101,492,2021-01-04,15:20:07
141,101,493,2021-01-04,15:23:00
142,101,495,2021-01-04,15:40:53
143,101,496,2021-01-04,15:41:27
144,101,499,2021-01-04,16:57:24
145,101,507,2021-01-05,10:10:36
146,101,512,2021-01-05,10:43:37
147,101,522,2021-01-05,15:38:47
148,101,525,2021-01-05,16:37:16
149,101,527,2021-01-05,16:46:44
150,101,529,2021-01-05,17:20:31
151,101,531,2021-01-05,17:35:07
152,101,532,2021-01-05,17:45:33
153,101,533,2021-01-05,17:46:56
154,101,534,2021-01-06,09:02:54
155,101,537,2021-01-06,11:03:10
156,101,541,2021-01-06,12:19:31
157,101,542,2021-01-06,12:27:42
158,101,546,2021-01-06,13:29:57
159,101,547,2021-01-06,13:58:45
160,101,549,2021-01-06,14:26:11
161,101,554,2021-01-06,15:37:54
162,101,559,2021-01-06,17:42:46
163,101,561,2021-01-07,09:39:45
164,101,565,2021-01-07,10:39:02
165,101,566,2021-01-07,10:46:00
166,101,570,2021-01-07,11:17:59
167,101,571,2021-01-07,11:19:29
168,101,576,2021-01-07,14:32:24
169,101,577,2021-01-07,15:20:45
170,101,582,2021-01-07,17:11:04
171,101,583,2021-01-07,17:18:18
172,101,587,2021-01-08,09:10:33
173,101,591,2021-01-08,09:54:41
174,101,600,2021-01-08,11:29:19
175,101,604,2021-01-08,12:35:43
176,101,607,2021-01-08,13:21:20
177,101,614,2021-01-08,16:28:59
178,101,615,2021-01-08,16:30:09
179,101,619,2021-01-08,17:02:34
180,101,638,2021-01-11,10:49:51
181,101,668,2021-01-12,11:07:32
182,101,678,2021-01-12,14:55:34
183,101,699,2021-01-13,14:48:24
184,101,700,2021-01-13,15:58:58
185,101,704,2021-01-13,16:35:03
186,101,706,2021-01-13,16:46:07
187,101,717,2021-01-14,12:31:53
188,101,722,2021-01-14,14:21:06
189,101,731,2021-01-15,09:33:05
190,101,738,2021-01-15,12:31:59
191,101,743,2021-01-15,14:11:46
192,101,760,2021-01-18,10:29:42
193,101,774,2021-01-18,16:17:34
194,101,779,2021-01-19,09:05:10
195,101,796,2021-01-19,17:42:05
196,101,807,2021-01-20,12:42:08
197,101,831,2021-01-22,09:03:36
198,101,833,2021-01-22,09:49:37
199,101,837,2021-01-22,11:19:32
200,101,843,2021-01-22,16:51:32
201,101,844,2021-01-22,16:54:53
202,101,848,2021-01-25,09:10:36
203,101,850,2021-01-25,09:34:59
204,101,854,2021-01-25,10:48:00
205,101,856,2021-01-25,12:41:39
206,101,862,2021-01-25,17:12:32
207,101,863,2021-01-25,17:28:47
208,101,864,2021-01-25,17:33:34
209,101,865,2021-01-25,17:37:45
210,101,866,2021-01-26,09:05:52
211,101,867,2021-01-26,09:35:17
212,101,869,2021-01-26,10:25:47
213,101,870,2021-01-26,10:28:53
214,101,882,2021-01-27,10:07:01
215,101,885,2021-01-27,10:58:14
216,101,894,2021-01-28,12:22:16
217,101,896,2021-01-28,13:13:08
218,101,898,2021-01-28,16:41:04
219,101,902,2021-01-28,17:55:07
220,101,903,2021-01-29,09:00:36
221,101,904,2021-01-29,09:18:23
222,101,905,2021-01-29,10:25:04
223,101,908,2021-01-29,10:40:23
224,101,913,2021-01-29,12:54:10
225,101,914,2021-01-29,13:04:10
226,101,916,2021-01-29,13:31:28
227,101,918,2021-01-29,13:43:25
228,101,919,2021-01-29,14:29:23
229,101,925,2021-01-29,16:39:59
230,101,938,2021-02-01,10:44:05
231,101,940,2021-02-01,11:49:37
232,101,941,2021-02-01,11:50:23
233,101,950,2021-02-01,16:03:20
234,101,956,2021-02-01,17:01:34
235,101,958,2021-02-01,17:50:44
236,101,964,2021-02-02,09:55:01
237,101,966,2021-02-02,10:40:46
238,101,971,2021-02-02,13:52:41
239,101,972,2021-02-02,15:33:02
240,101,975,2021-02-02,16:50:29
241,101,976,2021-02-02,17:36:19
242,101,978,2021-02-03,11:30:58
243,101,980,2021-02-03,11:47:15
244,101,983,2021-02-03,14:36:48
245,101,987,2021-02-03,16:18:24
246,101,989,2021-02-03,16:37:05
247,101,990,2021-02-03,16:59:26
248,101,992,2021-02-04,09:08:19
249,101,994,2021-02-04,09:26:09
250,101,998,2021-02-04,12:45:15
251,101,999,2021-02-04,12:49:06
252,101,1002,2021-02-04,16:10:24
253,101,1003,2021-02-04,16:21:47
254,101,1004,2021-02-04,16:46:48
255,101,1011,2021-02-05,10:27:52
256,101,1013,2021-02-05,10:40:32
257,101,1016,2021-02-05,11:12:36
258,101,1018,2021-02-05,11:42:34
259,101,1033,2021-02-05,16:28:07
260,101,1035,2021-02-05,17:01:12
261,101,1042,2021-02-08,09:39:03
262,101,1056,2021-02-08,14:25:53
263,101,1073,2021-02-09,09:04:20
264,101,1079,2021-02-09,10:33:15
265,101,1085,2021-02-09,15:02:34
266,101,1086,2021-02-09,15:14:14
267,101,1103,2021-02-10,15:38:37
268,101,1114,2021-02-11,09:10:27
269,101,1115,2021-02-11,09:25:28
270,101,1129,2021-02-12,09:30:30
271,101,1130,2021-02-12,10:16:58
272,101,1170,2021-02-15,17:22:38
273,101,1175,2021-02-16,09:58:19
274,101,1177,2021-02-16,10:11:24
275,101,1181,2021-02-16,14:50:33
276,101,1196,2021-02-17,12:51:59
277,101,1209,2021-02-18,11:23:06
278,101,1213,2021-02-18,16:54:22
279,101,1216,2021-02-19,09:04:34
280,101,1217,2021-02-19,09:20:52
281,101,1224,2021-02-19,12:43:51
282,101,1232,2021-02-19,17:44:06
283,101,1237,2021-02-22,09:24:43
284,101,1243,2021-02-22,12:51:34
285,101,1245,2021-02-22,16:00:20
286,101,1247,2021-02-22,16:51:18
287,101,1251,2021-02-23,09:23:03
288,101,1252,2021-02-23,09:54:39
289,101,1254,2021-02-23,10:02:45
290,101,1258,2021-02-23,14:27:36
291,101,1261,2021-02-23,16:37:29
292,101,1268,2021-02-23,17:55:09
293,101,1274,2021-02-24,17:53:42
294,101,1275,2021-02-25,10:00:48
295,101,1278,2021-02-25,10:16:30
296,101,1283,2021-02-25,14:22:50
297,101,1284,2021-02-25,15:01:21
298,101,1290,2021-02-26,09:11:11
299,101,1291,2021-02-26,09:17:05
300,101,1293,2021-02-26,09:34:14
301,101,1295,2021-02-26,09:58:07
302,101,1297,2021-02-26,10:17:21
303,101,1299,2021-02-26,10:45:45
304,101,1301,2021-02-26,10:53:02
305,101,1305,2021-02-26,12:50:37
306,101,1311,2021-02-26,16:10:52
307,101,1312,2021-02-26,16:11:33
308,101,1314,2021-02-26,16:25:28
309,101,1317,2021-03-01,09:58:00
310,101,1322,2021-03-01,11:15:07
311,101,1328,2021-03-01,14:31:25
312,101,1329,2021-03-01,15:05:15
313,101,1330,2021-03-01,15:10:30
314,101,1331,2021-03-01,15:34:36
315,101,1333,2021-03-01,16:12:25
316,101,1339,2021-03-01,17:00:45
317,101,1341,2021-03-01,17:48:47
318,101,1342,2021-03-02,09:21:16
319,101,1344,2021-03-02,09:29:01
320,101,1345,2021-03-02,09:44:47
321,101,1351,2021-03-02,13:18:53
322,101,1352,2021-03-02,13:29:50
323,101,1360,2021-03-02,16:07:29
324,101,1366,2021-03-02,17:29:29
325,101,1369,2021-03-03,09:23:05
326,101,1370,2021-03-03,09:34:13
327,101,1374,2021-03-03,13:41:14
328,101,1375,2021-03-03,14:50:06
329,101,1377,2021-03-03,16:06:55
330,101,1378,2021-03-03,16:32:57
331,101,1383,2021-03-03,17:20:36
332,101,1384,2021-03-03,17:37:18
333,101,1388,2021-03-04,09:42:48
334,101,1389,2021-03-04,10:39:55
335,101,1390,2021-03-04,10:48:53
336,101,1391,2021-03-04,11:22:19
337,101,1393,2021-03-04,14:39:00
338,101,1394,2021-03-04,14:57:01
339,101,1395,2021-03-04,17:50:31
340,101,1399,2021-03-05,09:18:25
341,101,1400,2021-03-05,09:27:29
342,101,1405,2021-03-05,10:18:56
343,101,1408,2021-03-05,10:27:32
344,101,1409,2021-03-05,10:29:16
345,101,1411,2021-03-05,10:59:16
346,101,1412,2021-03-05,10:59:23
347,101,1416,2021-03-05,12:30:54
348,101,1426,2021-03-05,17:23:53
349,101,1429,2021-03-08,09:11:34
350,101,1436,2021-03-08,10:39:52
351,101,1439,2021-03-08,10:59:34
352,101,1442,2021-03-08,11:10:15
353,101,1449,2021-03-08,13:01:51
354,101,1454,2021-03-08,13:50:06
355,101,1459,2021-03-08,15:33:28
356,101,1460,2021-03-08,16:05:59
357,101,1465,2021-03-08,16:45:07
358,101,1469,2021-03-08,17:17:20
359,101,1473,2021-03-08,17:44:31
360,101,1486,2021-03-09,12:27:35
361,101,1491,2021-03-09,13:27:53
362,101,1501,2021-03-09,17:01:18
363,101,1506,2021-03-09,17:34:53
364,101,1507,2021-03-09,17:40:38
365,101,1508,2021-03-09,17:46:56
366,101,1514,2021-03-10,09:40:29
367,101,1518,2021-03-10,10:14:46
368,101,1519,2021-03-10,10:27:26
369,101,1525,2021-03-10,16:36:54
370,101,1532,2021-03-11,09:45:55
371,101,1535,2021-03-11,10:19:11
372,101,1546,2021-03-11,13:17:13
373,101,1548,2021-03-11,13:59:08
374,101,1551,2021-03-11,15:47:38
375,101,1556,2021-03-12,09:00:00
376,101,1579,2021-03-12,16:20:13
377,101,1588,2021-03-12,17:47:17
378,101,1612,2021-03-15,14:24:23
379,101,1626,2021-03-16,10:33:37
380,101,1665,2021-03-18,10:18:23
381,101,1666,2021-03-18,10:29:23
382,101,1673,2021-03-18,16:32:18
383,101,1678,2021-03-19,09:08:29
384,101,1682,2021-03-19,10:41:39
385,101,1683,2021-03-19,10:45:52
386,101,1686,2021-03-19,11:29:30
387,101,1687,2021-03-19,11:34:13
388,101,1693,2021-03-19,14:06:34
389,101,1703,2021-03-19,16:17:53
390,101,1705,2021-03-19,17:10:29
391,101,1710,2021-03-22,09:49:35
392,101,1718,2021-03-22,12:39:14
393,101,1727,2021-03-23,09:19:08
394,101,1736,2021-03-23,12:20:11
395,101,1741,2021-03-23,14:37:39
396,101,1756,2021-03-24,12:18:46
397,101,1764,2021-03-24,17:02:39
398,101,1765,2021-03-24,17:40:11
399,101,1770,2021-03-25,09:22:46
400,101,1771,2021-03-25,09:58:33
401,101,1774,2021-03-25,10:24:53
402,101,1775,2021-03-25,12:55:16
403,101,1776,2021-03-25,13:02:51
404,101,1777,2021-03-25,13:25:46
405,101,1783,2021-03-25,16:25:44
406,101,1784,2021-03-25,16:32:34
407,101,1789,2021-03-26,09:21:27
408,101,1796,2021-03-26,11:09:28
409,101,1798,2021-03-26,12:19:22
410,101,1799,2021-03-26,12:27:30
411,101,1805,2021-03-26,16:04:42
412,101,1809,2021-03-26,17:21:32
413,101,1810,2021-03-26,17:38:50
414,101,1812,2021-03-26,17:51:37
415,101,1817,2021-03-29,09:58:20
416,101,1834,2021-03-29,16:56:00
417,101,1835,2021-03-29,17:20:47
418,101,1837,2021-03-29,17:36:51
419,101,1839,2021-03-29,17:45:14
420,101,1840,2021-03-30,09:29:16
421,101,1841,2021-03-30,09:34:41
422,101,1845,2021-03-30,10:11:21
423,101,1849,2021-03-30,14:51:51
424,101,1850,2021-03-30,14:54:00
425,101,1851,2021-03-30,15:10:12
426,101,1853,2021-03-30,15:43:42
427,101,1854,2021-03-30,16:08:30
428,101,1861,2021-03-31,09:21:36
429,101,1869,2021-03-31,16:05:30
430,101,1870,2021-03-31,17:10:59
431,101,1871,2021-04-01,09:02:49
432,101,1875,2021-04-01,10:12:41
433,101,1877,2021-04-01,11:13:41
434,101,1881,2021-04-01,12:09:10
435,101,1887,2021-04-01,14:39:23
436,101,1888,2021-04-01,15:38:48
437,101,1889,2021-04-01,15:39:02
438,101,1890,2021-04-01,16:07:59
439,101,1891,2021-04-01,16:11:55
440,101,1892,2021-04-01,16:34:05
442,101,1893,2021-04-01,17:23:09
441,101,1894,2021-04-01,17:23:09
443,101,1896,2021-04-02,09:17:28
444,101,1903,2021-04-02,10:03:20
445,101,1904,2021-04-02,10:10:18
446,101,1906,2021-04-02,10:30:34
447,101,1911,2021-04-02,12:42:47
448,101,1918,2021-04-02,13:47:32
449,101,1919,2021-04-02,14:07:06
450,101,1921,2021-04-02,14:46:08
451,101,1924,2021-04-02,16:02:45
452,101,1930,2021-04-02,17:51:28
453,101,1942,2021-04-05,10:59:29
454,101,1943,2021-04-05,11:06:10
455,101,1946,2021-04-05,11:29:17
456,101,1948,2021-04-05,11:37:46
457,101,1955,2021-04-05,14:04:58
458,101,1958,2021-04-05,14:54:04
459,101,1963,2021-04-05,17:27:21
460,101,1965,2021-04-05,17:32:09
461,101,1972,2021-04-06,09:42:54
462,101,1976,2021-04-06,10:44:11
463,101,1982,2021-04-06,12:45:33
464,101,1992,2021-04-06,17:16:04
465,101,1996,2021-04-07,09:08:34
466,101,2000,2021-04-07,10:10:34
467,101,2012,2021-04-07,16:08:21
468,101,2015,2021-04-07,16:42:42
469,101,2016,2021-04-07,17:22:26
470,101,2017,2021-04-07,17:25:40
471,101,2018,2021-04-08,09:02:17
472,101,2020,2021-04-08,09:50:13
473,101,2023,2021-04-08,10:43:05
474,101,2024,2021-04-08,11:03:05
475,101,2025,2021-04-08,11:27:59
476,101,2027,2021-04-08,12:01:56
477,101,2033,2021-04-08,15:33:44
478,101,2034,2021-04-08,15:43:13
479,101,2043,2021-04-08,17:53:41
480,101,2044,2021-04-09,09:00:51
481,101,2047,2021-04-09,09:22:47
482,101,2049,2021-04-09,09:41:17
483,101,2053,2021-04-09,10:55:18
484,101,2055,2021-04-09,11:46:54
485,101,2063,2021-04-09,15:01:04
486,101,2067,2021-04-09,15:40:23
487,101,2071,2021-04-09,16:09:02
488,101,2082,2021-04-12,09:30:08
489,101,2112,2021-04-12,16:51:25
490,101,2116,2021-04-13,09:14:59
491,101,2117,2021-04-13,09:16:11
492,101,2164,2021-04-15,09:57:58
493,101,2175,2021-04-15,13:33:21
494,101,2183,2021-04-15,16:05:42
495,101,2186,2021-04-15,16:29:31
496,101,2204,2021-04-19,09:09:48
497,101,2212,2021-04-19,10:36:34
498,101,2213,2021-04-19,10:39:00
499,101,2226,2021-04-19,16:56:16
500,101,2234,2021-04-20,10:19:49
501,101,2235,2021-04-20,11:00:39
502,101,2253,2021-04-21,12:15:11
503,101,2257,2021-04-21,16:21:34
504,101,2265,2021-04-22,10:54:02
505,101,2269,2021-04-22,11:56:13
506,101,2272,2021-04-22,14:40:01
507,101,2276,2021-04-22,16:24:29
508,101,2289,2021-04-23,16:13:27
509,101,2293,2021-04-26,09:30:57
510,101,2295,2021-04-26,10:23:53
511,101,2298,2021-04-26,10:29:27
512,101,2307,2021-04-26,16:32:19
513,101,2312,2021-04-26,17:09:44
514,101,2319,2021-04-27,11:21:57
515,101,2322,2021-04-27,13:54:53
516,101,2324,2021-04-27,15:46:39
517,101,2328,2021-04-27,16:38:18
518,101,2333,2021-04-27,17:43:52
519,101,2335,2021-04-28,10:18:36
520,101,2337,2021-04-28,10:57:35
521,101,2339,2021-04-28,11:54:19
522,101,2340,2021-04-28,12:54:01
523,101,2341,2021-04-28,13:05:49
524,101,2342,2021-04-28,13:23:59
525,101,2343,2021-04-28,13:47:26
526,101,2345,2021-04-28,15:11:21
527,101,2348,2021-04-28,16:05:15
528,101,2355,2021-04-29,09:27:57
529,101,2356,2021-04-29,10:32:05
530,101,2357,2021-04-29,10:50:42
531,101,2358,2021-04-29,12:23:30
532,101,2359,2021-04-29,13:18:17
533,101,2364,2021-04-29,16:50:00
534,101,2368,2021-04-30,09:08:20
535,101,2370,2021-04-30,09:39:43
536,101,2371,2021-04-30,10:04:28
537,101,2375,2021-04-30,10:40:54
538,101,2377,2021-04-30,11:03:39
539,101,2379,2021-04-30,11:28:15
540,101,2380,2021-04-30,11:44:51
541,101,2381,2021-04-30,11:48:39
542,101,2383,2021-04-30,12:48:56
543,101,2387,2021-04-30,14:45:01
544,101,2388,2021-04-30,15:35:13
545,101,2389,2021-04-30,15:40:20
546,101,2390,2021-04-30,16:09:54
547,101,2392,2021-04-30,16:57:06
548,101,2394,2021-04-30,17:13:11
549,101,2395,2021-04-30,17:26:54
550,101,2396,2021-04-30,17:49:32
551,101,2401,2021-05-03,09:34:05
552,101,2410,2021-05-03,14:25:09
553,101,2414,2021-05-03,15:00:35
554,101,2415,2021-05-03,15:19:26
555,101,2418,2021-05-03,16:13:33
556,101,2419,2021-05-03,16:18:39
557,101,2424,2021-05-03,16:56:24
558,101,2427,2021-05-03,17:13:04
559,101,2433,2021-05-03,17:52:28
560,101,2434,2021-05-03,17:53:08
561,101,2442,2021-05-04,10:51:14
562,101,2444,2021-05-04,11:35:33
563,101,2448,2021-05-04,12:44:57
564,101,2449,2021-05-04,13:25:04
565,101,2451,2021-05-04,13:37:44
566,101,2452,2021-05-04,14:09:35
567,101,2459,2021-05-04,16:18:37
568,101,2461,2021-05-04,16:35:59
569,101,2462,2021-05-04,16:43:12
570,101,2463,2021-05-04,16:44:25
571,101,2465,2021-05-04,17:05:12
572,101,2466,2021-05-04,17:28:24
573,101,2467,2021-05-04,17:34:14
574,101,2475,2021-05-05,11:04:54
575,101,2479,2021-05-05,14:31:14
576,101,2485,2021-05-05,17:43:29
577,101,2488,2021-05-06,09:32:55
578,101,2494,2021-05-06,12:14:32
579,101,2499,2021-05-06,13:36:42
580,101,2503,2021-05-06,15:36:28
581,101,2506,2021-05-06,16:57:17
582,101,2511,2021-05-07,09:42:46
583,101,2518,2021-05-07,10:57:43
584,101,2522,2021-05-07,11:54:20
585,101,2523,2021-05-07,12:00:15
586,101,2524,2021-05-07,12:15:07
587,101,2530,2021-05-07,13:16:42
588,101,2542,2021-05-07,15:26:02
589,101,2559,2021-05-10,09:17:33
590,101,2580,2021-05-10,13:28:07
591,101,2595,2021-05-10,16:45:36
592,101,2598,2021-05-10,17:03:00
593,101,2601,2021-05-10,17:21:45
594,101,2612,2021-05-11,10:48:24
595,101,2622,2021-05-11,13:37:14
596,101,2634,2021-05-11,17:57:28
597,101,2645,2021-05-12,14:32:52
598,101,2666,2021-05-13,16:02:53
599,101,2668,2021-05-13,17:15:06
600,101,2678,2021-05-14,12:02:37
601,101,2691,2021-05-14,16:09:14
602,101,2692,2021-05-14,16:12:19
603,101,2717,2021-05-17,16:48:57
604,101,2723,2021-05-17,17:52:09
605,101,2748,2021-05-19,10:40:46
606,101,2760,2021-05-19,16:46:01
607,101,2762,2021-05-20,09:15:01
608,101,2767,2021-05-20,11:23:30
609,101,2773,2021-05-20,15:23:04
610,101,2774,2021-05-20,16:01:50
611,101,2785,2021-05-21,11:17:45
612,101,2789,2021-05-21,16:33:17
613,101,2790,2021-05-21,16:51:46
614,101,2794,2021-05-21,17:51:10
615,101,2795,2021-05-21,17:53:29
616,101,2799,2021-05-24,09:58:50
617,101,2801,2021-05-24,10:44:08
618,101,2805,2021-05-24,11:40:01
619,101,2806,2021-05-24,11:44:34
620,101,2809,2021-05-24,14:35:24
621,101,2813,2021-05-25,09:03:36
622,101,2824,2021-05-26,10:13:59
623,101,2832,2021-05-26,15:55:04
624,101,2839,2021-05-27,11:57:12
625,101,2841,2021-05-27,13:20:03
626,101,2842,2021-05-27,14:03:15
627,101,2846,2021-05-28,09:09:55
628,101,2847,2021-05-28,09:20:23
629,101,2850,2021-05-28,10:23:27
630,101,2854,2021-05-28,12:11:52
631,101,2856,2021-05-28,13:15:32
632,101,2864,2021-05-28,16:37:30
633,101,2867,2021-05-28,17:37:23
634,101,2868,2021-05-28,17:52:09
635,101,2874,2021-05-31,09:37:22
636,101,2875,2021-05-31,09:48:38
637,101,2876,2021-05-31,09:52:56
638,101,2878,2021-05-31,10:20:01
639,101,2879,2021-05-31,10:26:51
640,101,2880,2021-05-31,10:54:24
641,101,2888,2021-05-31,15:26:09
642,101,2889,2021-05-31,16:06:18
643,101,2891,2021-05-31,16:36:50
644,101,2893,2021-05-31,17:14:31
645,101,2896,2021-05-31,17:43:09
646,101,2897,2021-06-01,09:20:01
647,101,2898,2021-06-01,10:09:27
648,101,2903,2021-06-01,12:10:58
649,101,2906,2021-06-01,14:22:05
650,101,2909,2021-06-01,15:04:00
651,101,2910,2021-06-01,15:51:34
652,101,2911,2021-06-01,16:05:38
653,101,2913,2021-06-01,16:11:59
654,101,2916,2021-06-01,17:11:11
655,101,2917,2021-06-01,17:18:03
656,101,2918,2021-06-02,09:18:38
657,101,2920,2021-06-02,09:55:55
658,101,2925,2021-06-02,14:32:56
659,101,2928,2021-06-02,16:01:52
660,101,2933,2021-06-03,09:58:01
661,101,2935,2021-06-03,12:03:16
662,101,2936,2021-06-03,12:21:38
663,101,2938,2021-06-03,13:11:53
664,101,2939,2021-06-03,13:53:26
665,101,2940,2021-06-03,15:59:30
666,101,2942,2021-06-03,16:33:15
667,101,2943,2021-06-04,09:01:59
668,101,2944,2021-06-04,09:12:32
669,101,2947,2021-06-04,09:17:52
670,101,2951,2021-06-04,09:52:03
671,101,2952,2021-06-04,09:56:14
672,101,2954,2021-06-04,10:23:12
673,101,2956,2021-06-04,11:01:04
674,101,2957,2021-06-04,11:35:38
675,101,2959,2021-06-04,11:58:23
676,101,2962,2021-06-04,12:17:13
677,101,2966,2021-06-04,13:13:04
678,101,2974,2021-06-04,14:58:16
679,101,2977,2021-06-04,15:45:50
680,101,2980,2021-06-04,16:03:29
681,101,2982,2021-06-04,16:57:21
682,101,2992,2021-06-07,10:24:11
683,101,2995,2021-06-07,10:34:21
684,101,3004,2021-06-07,12:33:24
685,101,3009,2021-06-07,14:31:31
686,101,3012,2021-06-07,14:58:52
687,101,3015,2021-06-07,15:24:10
688,101,3016,2021-06-07,15:52:52
689,101,3020,2021-06-07,16:16:05
690,101,3021,2021-06-07,16:17:19
691,101,3029,2021-06-07,17:31:52
692,101,3030,2021-06-07,17:36:20
693,101,3033,2021-06-08,09:23:25
694,101,3035,2021-06-08,10:13:16
695,101,3053,2021-06-08,15:32:05
696,101,3054,2021-06-08,15:36:39
697,101,3058,2021-06-08,16:30:56
698,101,3076,2021-06-09,15:49:07
699,101,3077,2021-06-09,16:00:15
700,101,3083,2021-06-09,17:51:47
701,101,3090,2021-06-10,15:13:51
702,101,3100,2021-06-11,09:18:50
703,101,3109,2021-06-11,11:31:37
704,101,3112,2021-06-11,12:29:03
705,101,3124,2021-06-11,17:07:23
706,101,3131,2021-06-14,10:15:51
707,101,3138,2021-06-14,10:54:07
708,101,3145,2021-06-14,12:02:56
709,101,3163,2021-06-14,17:04:02
