24,2021-03-01,7,2021-01-04,2022-01-04,58
27,2021-03-01,19,2021-01-07,2022-01-07,58
28,2021-03-01,4,2021-01-01,2022-01-01,58
31,2021-03-01,11,2021-01-04,2022-01-04,58
36,2021-03-01,2,2021-01-01,2022-01-01,58
45,2021-03-01,14,2021-01-05,2022-01-05,58
46,2021-03-01,24,2021-01-11,2022-01-11,58
48,2021-03-01,13,2021-01-05,2022-01-05,58
53,2021-03-01,16,2021-01-06,2022-01-06,58
54,2021-03-01,3,2021-01-01,2022-01-01,58
63,2021-03-01,21,2021-01-07,2022-01-07,58
73,2021-03-01,23,2021-01-08,2022-01-08,58
74,2021-03-01,26,2021-01-15,2022-01-15,58
75,2021-03-01,25,2021-01-14,2022-01-14,58
79,2021-03-01,28,2021-01-21,2022-01-21,58
86,2021-03-01,29,2021-01-22,2022-01-22,58
92,2021-03-01,40,2021-02-03,2022-02-03,58
96,2021-03-01,30,2021-01-27,2022-01-27,58
98,2021-03-01,45,2021-02-04,2022-02-04,58
102,2021-03-01,31,2021-01-27,2022-01-27,58
110,2021-03-01,37,2021-02-02,2022-02-02,58
111,2021-03-01,33,2021-01-28,2022-01-28,58
123,2021-03-01,38,2021-02-03,2022-02-03,58
126,2021-03-01,43,2021-02-04,2022-02-04,58
128,2021-03-01,27,2021-01-20,2022-01-20,58
134,2021-03-01,35,2021-02-01,2022-02-01,58
139,2021-03-01,39,2021-02-03,2022-02-03,58
140,2021-03-01,36,2021-02-01,2022-02-01,58
144,2021-03-01,47,2021-02-05,2022-02-05,58
146,2021-03-01,41,2021-02-04,2022-02-04,58
159,2021-03-01,48,2021-02-05,2022-02-05,58
165,2021-03-01,44,2021-02-04,2022-02-04,58
166,2021-03-01,32,2021-01-28,2022-01-28,58
169,2021-03-01,42,2021-02-04,2022-02-04,58
170,2021-03-01,34,2021-02-01,2022-02-01,58
184,2021-03-01,49,2021-02-08,2022-02-08,58
185,2021-03-01,51,2021-02-10,2022-02-10,58
186,2021-03-01,50,2021-02-08,2022-02-08,58
188,2021-03-01,46,2021-02-05,2022-02-05,58
199,2021-03-01,55,2021-02-25,2022-02-25,58
201,2021-03-01,53,2021-02-23,2022-02-23,58
209,2021-03-01,54,2021-02-24,2022-02-24,58
212,2021-03-01,57,2021-02-26,2022-02-26,58
218,2021-03-01,52,2021-02-22,2022-02-22,58
228,2021-03-01,56,2021-02-25,2022-02-25,58
250,2021-03-01,58,2021-03-01,2022-03-01,58
2,2021-04-01,6,2021-01-01,2022-01-01,82
6,2021-04-01,12,2021-01-05,2022-01-05,82
8,2021-04-01,5,2021-01-01,2022-01-01,82
9,2021-04-01,8,2021-01-04,2022-01-04,82
10,2021-04-01,20,2021-01-07,2022-01-07,82
12,2021-04-01,9,2021-01-04,2022-01-04,82
15,2021-04-01,18,2021-01-07,2022-01-07,82
17,2021-04-01,17,2021-01-07,2022-01-07,82
18,2021-04-01,15,2021-01-05,2022-01-05,82
19,2021-04-01,10,2021-01-04,2022-01-04,82
21,2021-04-01,1,2021-01-01,2022-01-01,82
22,2021-04-01,22,2021-01-08,2022-01-08,82
24,2021-04-01,7,2021-01-04,2022-01-04,82
27,2021-04-01,19,2021-01-07,2022-01-07,82
28,2021-04-01,4,2021-01-01,2022-01-01,82
31,2021-04-01,11,2021-01-04,2022-01-04,82
36,2021-04-01,2,2021-01-01,2022-01-01,82
45,2021-04-01,14,2021-01-05,2022-01-05,82
46,2021-04-01,24,2021-01-11,2022-01-11,82
48,2021-04-01,13,2021-01-05,2022-01-05,82
53,2021-04-01,16,2021-01-06,2022-01-06,82
54,2021-04-01,3,2021-01-01,2022-01-01,82
63,2021-04-01,21,2021-01-07,2022-01-07,82
73,2021-04-01,23,2021-01-08,2022-01-08,82
74,2021-04-01,26,2021-01-15,2022-01-15,82
75,2021-04-01,25,2021-01-14,2022-01-14,82
79,2021-04-01,28,2021-01-21,2022-01-21,82
86,2021-04-01,29,2021-01-22,2022-01-22,82
92,2021-04-01,40,2021-02-03,2022-02-03,82
96,2021-04-01,30,2021-01-27,2022-01-27,82
98,2021-04-01,45,2021-02-04,2022-02-04,82
102,2021-04-01,31,2021-01-27,2022-01-27,82
110,2021-04-01,37,2021-02-02,2022-02-02,82
111,2021-04-01,33,2021-01-28,2022-01-28,82
123,2021-04-01,38,2021-02-03,2022-02-03,82
126,2021-04-01,43,2021-02-04,2022-02-04,82
128,2021-04-01,27,2021-01-20,2022-01-20,82
134,2021-04-01,35,2021-02-01,2022-02-01,82
139,2021-04-01,39,2021-02-03,2022-02-03,82
140,2021-04-01,36,2021-02-01,2022-02-01,82
144,2021-04-01,47,2021-02-05,2022-02-05,82
146,2021-04-01,41,2021-02-04,2022-02-04,82
159,2021-04-01,48,2021-02-05,2022-02-05,82
165,2021-04-01,44,2021-02-04,2022-02-04,82
166,2021-04-01,32,2021-01-28,2022-01-28,82
169,2021-04-01,42,2021-02-04,2022-02-04,82
170,2021-04-01,34,2021-02-01,2022-02-01,82
184,2021-04-01,49,2021-02-08,2022-02-08,82
185,2021-04-01,51,2021-02-10,2022-02-10,82
186,2021-04-01,50,2021-02-08,2022-02-08,82
188,2021-04-01,46,2021-02-05,2022-02-05,82
199,2021-04-01,55,2021-02-25,2022-02-25,82
201,2021-04-01,53,2021-02-23,2022-02-23,82
204,2021-04-01,61,2021-03-03,2022-03-03,82
205,2021-04-01,60,2021-03-02,2022-03-02,82
209,2021-04-01,54,2021-02-24,2022-02-24,82
212,2021-04-01,57,2021-02-26,2022-02-26,82
218,2021-04-01,52,2021-02-22,2022-02-22,82
228,2021-04-01,56,2021-02-25,2022-02-25,82
231,2021-04-01,59,2021-03-02,2022-03-02,82
243,2021-04-01,66,2021-03-08,2022-03-08,82
245,2021-04-01,62,2021-03-03,2022-03-03,82
247,2021-04-01,65,2021-03-05,2022-03-05,82
250,2021-04-01,58,2021-03-01,2022-03-01,82
251,2021-04-01,69,2021-03-12,2022-03-12,82
256,2021-04-01,70,2021-03-12,2022-03-12,82
259,2021-04-01,63,2021-03-04,2022-03-04,82
269,2021-04-01,64,2021-03-05,2022-03-05,82
270,2021-04-01,67,2021-03-08,2022-03-08,82
272,2021-04-01,68,2021-03-11,2022-03-11,82
273,2021-04-01,73,2021-03-24,2022-03-24,82
281,2021-04-01,71,2021-03-22,2022-03-22,82
288,2021-04-01,76,2021-03-25,2022-03-25,82
289,2021-04-01,72,2021-03-23,2022-03-23,82
295,2021-04-01,74,2021-03-24,2022-03-24,82
301,2021-04-01,77,2021-03-26,2022-03-26,82
308,2021-04-01,75,2021-03-24,2022-03-24,82
314,2021-04-01,78,2021-03-29,2022-03-29,82
323,2021-04-01,79,2021-03-31,2022-03-31,82
337,2021-04-01,81,2021-04-01,2022-04-01,82
339,2021-04-01,80,2021-04-01,2022-04-01,82
360,2021-04-01,82,2021-04-01,2022-04-01,82
2,2021-05-01,6,2021-01-01,2022-01-01,115
6,2021-05-01,12,2021-01-05,2022-01-05,115
8,2021-05-01,5,2021-01-01,2022-01-01,115
9,2021-05-01,8,2021-01-04,2022-01-04,115
10,2021-05-01,20,2021-01-07,2022-01-07,115
12,2021-05-01,9,2021-01-04,2022-01-04,115
15,2021-05-01,18,2021-01-07,2022-01-07,115
17,2021-05-01,17,2021-01-07,2022-01-07,115
18,2021-05-01,15,2021-01-05,2022-01-05,115
19,2021-05-01,10,2021-01-04,2022-01-04,115
21,2021-05-01,1,2021-01-01,2022-01-01,115
22,2021-05-01,22,2021-01-08,2022-01-08,115
24,2021-05-01,7,2021-01-04,2022-01-04,115
27,2021-05-01,19,2021-01-07,2022-01-07,115
28,2021-05-01,4,2021-01-01,2022-01-01,115
31,2021-05-01,11,2021-01-04,2022-01-04,115
36,2021-05-01,2,2021-01-01,2022-01-01,115
45,2021-05-01,14,2021-01-05,2022-01-05,115
46,2021-05-01,24,2021-01-11,2022-01-11,115
48,2021-05-01,13,2021-01-05,2022-01-05,115
53,2021-05-01,16,2021-01-06,2022-01-06,115
54,2021-05-01,3,2021-01-01,2022-01-01,115
63,2021-05-01,21,2021-01-07,2022-01-07,115
73,2021-05-01,23,2021-01-08,2022-01-08,115
74,2021-05-01,26,2021-01-15,2022-01-15,115
75,2021-05-01,25,2021-01-14,2022-01-14,115
79,2021-05-01,28,2021-01-21,2022-01-21,115
86,2021-05-01,29,2021-01-22,2022-01-22,115
92,2021-05-01,40,2021-02-03,2022-02-03,115
96,2021-05-01,30,2021-01-27,2022-01-27,115
98,2021-05-01,45,2021-02-04,2022-02-04,115
102,2021-05-01,31,2021-01-27,2022-01-27,115
110,2021-05-01,37,2021-02-02,2022-02-02,115
111,2021-05-01,33,2021-01-28,2022-01-28,115
123,2021-05-01,38,2021-02-03,2022-02-03,115
126,2021-05-01,43,2021-02-04,2022-02-04,115
128,2021-05-01,27,2021-01-20,2022-01-20,115
134,2021-05-01,35,2021-02-01,2022-02-01,115
139,2021-05-01,39,2021-02-03,2022-02-03,115
140,2021-05-01,36,2021-02-01,2022-02-01,115
144,2021-05-01,47,2021-02-05,2022-02-05,115
146,2021-05-01,41,2021-02-04,2022-02-04,115
159,2021-05-01,48,2021-02-05,2022-02-05,115
165,2021-05-01,44,2021-02-04,2022-02-04,115
166,2021-05-01,32,2021-01-28,2022-01-28,115
169,2021-05-01,42,2021-02-04,2022-02-04,115
170,2021-05-01,34,2021-02-01,2022-02-01,115
184,2021-05-01,49,2021-02-08,2022-02-08,115
185,2021-05-01,51,2021-02-10,2022-02-10,115
186,2021-05-01,50,2021-02-08,2022-02-08,115
188,2021-05-01,46,2021-02-05,2022-02-05,115
199,2021-05-01,55,2021-02-25,2022-02-25,115
201,2021-05-01,53,2021-02-23,2022-02-23,115
204,2021-05-01,61,2021-03-03,2022-03-03,115
205,2021-05-01,60,2021-03-02,2022-03-02,115
209,2021-05-01,54,2021-02-24,2022-02-24,115
212,2021-05-01,57,2021-02-26,2022-02-26,115
218,2021-05-01,52,2021-02-22,2022-02-22,115
228,2021-05-01,56,2021-02-25,2022-02-25,115
231,2021-05-01,59,2021-03-02,2022-03-02,115
243,2021-05-01,66,2021-03-08,2022-03-08,115
245,2021-05-01,62,2021-03-03,2022-03-03,115
247,2021-05-01,65,2021-03-05,2022-03-05,115
250,2021-05-01,58,2021-03-01,2022-03-01,115
251,2021-05-01,69,2021-03-12,2022-03-12,115
256,2021-05-01,70,2021-03-12,2022-03-12,115
259,2021-05-01,63,2021-03-04,2022-03-04,115
269,2021-05-01,64,2021-03-05,2022-03-05,115
270,2021-05-01,67,2021-03-08,2022-03-08,115
272,2021-05-01,68,2021-03-11,2022-03-11,115
273,2021-05-01,73,2021-03-24,2022-03-24,115
281,2021-05-01,71,2021-03-22,2022-03-22,115
286,2021-05-01,83,2021-04-02,2022-04-02,115
288,2021-05-01,76,2021-03-25,2022-03-25,115
289,2021-05-01,72,2021-03-23,2022-03-23,115
295,2021-05-01,74,2021-03-24,2022-03-24,115
297,2021-05-01,89,2021-04-05,2022-04-05,115
301,2021-05-01,77,2021-03-26,2022-03-26,115
308,2021-05-01,75,2021-03-24,2022-03-24,115
314,2021-05-01,78,2021-03-29,2022-03-29,115
318,2021-05-01,93,2021-04-06,2022-04-06,115
323,2021-05-01,79,2021-03-31,2022-03-31,115
329,2021-05-01,86,2021-04-02,2022-04-02,115
333,2021-05-01,90,2021-04-05,2022-04-05,115
337,2021-05-01,81,2021-04-01,2022-04-01,115
338,2021-05-01,84,2021-04-02,2022-04-02,115
339,2021-05-01,80,2021-04-01,2022-04-01,115
340,2021-05-01,94,2021-04-07,2022-04-07,115
345,2021-05-01,95,2021-04-07,2022-04-07,115
350,2021-05-01,85,2021-04-02,2022-04-02,115
351,2021-05-01,97,2021-04-08,2022-04-08,115
355,2021-05-01,91,2021-04-06,2022-04-06,115
359,2021-05-01,92,2021-04-06,2022-04-06,115
360,2021-05-01,82,2021-04-01,2022-04-01,115
361,2021-05-01,96,2021-04-08,2022-04-08,115
369,2021-05-01,87,2021-04-05,2022-04-05,115
372,2021-05-01,98,2021-04-08,2022-04-08,115
375,2021-05-01,100,2021-04-15,2022-04-15,115
377,2021-05-01,88,2021-04-05,2022-04-05,115
378,2021-05-01,99,2021-04-09,2022-04-09,115
379,2021-05-01,103,2021-04-21,2022-04-21,115
380,2021-05-01,105,2021-04-23,2022-04-23,115
395,2021-05-01,101,2021-04-19,2022-04-19,115
401,2021-05-01,102,2021-04-19,2022-04-19,115
409,2021-05-01,110,2021-04-28,2022-04-28,115
410,2021-05-01,113,2021-04-29,2022-04-29,115
416,2021-05-01,115,2021-04-30,2022-04-30,115
417,2021-05-01,112,2021-04-28,2022-04-28,115
424,2021-05-01,104,2021-04-23,2022-04-23,115
426,2021-05-01,107,2021-04-27,2022-04-27,115
430,2021-05-01,108,2021-04-27,2022-04-27,115
433,2021-05-01,109,2021-04-28,2022-04-28,115
438,2021-05-01,114,2021-04-30,2022-04-30,115
440,2021-05-01,106,2021-04-27,2022-04-27,115
451,2021-05-01,111,2021-04-28,2022-04-28,115
2,2021-06-01,6,2021-01-01,2022-01-01,144
6,2021-06-01,12,2021-01-05,2022-01-05,144
8,2021-06-01,5,2021-01-01,2022-01-01,144
9,2021-06-01,8,2021-01-04,2022-01-04,144
10,2021-06-01,20,2021-01-07,2022-01-07,144
12,2021-06-01,9,2021-01-04,2022-01-04,144
15,2021-06-01,18,2021-01-07,2022-01-07,144
17,2021-06-01,17,2021-01-07,2022-01-07,144
18,2021-06-01,15,2021-01-05,2022-01-05,144
19,2021-06-01,10,2021-01-04,2022-01-04,144
21,2021-06-01,1,2021-01-01,2022-01-01,144
22,2021-06-01,22,2021-01-08,2022-01-08,144
24,2021-06-01,7,2021-01-04,2022-01-04,144
27,2021-06-01,19,2021-01-07,2022-01-07,144
28,2021-06-01,4,2021-01-01,2022-01-01,144
31,2021-06-01,11,2021-01-04,2022-01-04,144
36,2021-06-01,2,2021-01-01,2022-01-01,144
45,2021-06-01,14,2021-01-05,2022-01-05,144
46,2021-06-01,24,2021-01-11,2022-01-11,144
48,2021-06-01,13,2021-01-05,2022-01-05,144
53,2021-06-01,16,2021-01-06,2022-01-06,144
54,2021-06-01,3,2021-01-01,2022-01-01,144
63,2021-06-01,21,2021-01-07,2022-01-07,144
73,2021-06-01,23,2021-01-08,2022-01-08,144
74,2021-06-01,26,2021-01-15,2022-01-15,144
75,2021-06-01,25,2021-01-14,2022-01-14,144
79,2021-06-01,28,2021-01-21,2022-01-21,144
86,2021-06-01,29,2021-01-22,2022-01-22,144
92,2021-06-01,40,2021-02-03,2022-02-03,144
96,2021-06-01,30,2021-01-27,2022-01-27,144
98,2021-06-01,45,2021-02-04,2022-02-04,144
102,2021-06-01,31,2021-01-27,2022-01-27,144
110,2021-06-01,37,2021-02-02,2022-02-02,144
111,2021-06-01,33,2021-01-28,2022-01-28,144
123,2021-06-01,38,2021-02-03,2022-02-03,144
126,2021-06-01,43,2021-02-04,2022-02-04,144
128,2021-06-01,27,2021-01-20,2022-01-20,144
134,2021-06-01,35,2021-02-01,2022-02-01,144
139,2021-06-01,39,2021-02-03,2022-02-03,144
140,2021-06-01,36,2021-02-01,2022-02-01,144
144,2021-06-01,47,2021-02-05,2022-02-05,144
146,2021-06-01,41,2021-02-04,2022-02-04,144
159,2021-06-01,48,2021-02-05,2022-02-05,144
165,2021-06-01,44,2021-02-04,2022-02-04,144
166,2021-06-01,32,2021-01-28,2022-01-28,144
169,2021-06-01,42,2021-02-04,2022-02-04,144
170,2021-06-01,34,2021-02-01,2022-02-01,144
184,2021-06-01,49,2021-02-08,2022-02-08,144
185,2021-06-01,51,2021-02-10,2022-02-10,144
186,2021-06-01,50,2021-02-08,2022-02-08,144
188,2021-06-01,46,2021-02-05,2022-02-05,144
199,2021-06-01,55,2021-02-25,2022-02-25,144
201,2021-06-01,53,2021-02-23,2022-02-23,144
204,2021-06-01,61,2021-03-03,2022-03-03,144
205,2021-06-01,60,2021-03-02,2022-03-02,144
209,2021-06-01,54,2021-02-24,2022-02-24,144
212,2021-06-01,57,2021-02-26,2022-02-26,144
218,2021-06-01,52,2021-02-22,2022-02-22,144
228,2021-06-01,56,2021-02-25,2022-02-25,144
231,2021-06-01,59,2021-03-02,2022-03-02,144
243,2021-06-01,66,2021-03-08,2022-03-08,144
245,2021-06-01,62,2021-03-03,2022-03-03,144
247,2021-06-01,65,2021-03-05,2022-03-05,144
250,2021-06-01,58,2021-03-01,2022-03-01,144
251,2021-06-01,69,2021-03-12,2022-03-12,144
256,2021-06-01,70,2021-03-12,2022-03-12,144
259,2021-06-01,63,2021-03-04,2022-03-04,144
269,2021-06-01,64,2021-03-05,2022-03-05,144
270,2021-06-01,67,2021-03-08,2022-03-08,144
272,2021-06-01,68,2021-03-11,2022-03-11,144
273,2021-06-01,73,2021-03-24,2022-03-24,144
281,2021-06-01,71,2021-03-22,2022-03-22,144
286,2021-06-01,83,2021-04-02,2022-04-02,144
288,2021-06-01,76,2021-03-25,2022-03-25,144
289,2021-06-01,72,2021-03-23,2022-03-23,144
295,2021-06-01,74,2021-03-24,2022-03-24,144
297,2021-06-01,89,2021-04-05,2022-04-05,144
301,2021-06-01,77,2021-03-26,2022-03-26,144
308,2021-06-01,75,2021-03-24,2022-03-24,144
314,2021-06-01,78,2021-03-29,2022-03-29,144
318,2021-06-01,93,2021-04-06,2022-04-06,144
323,2021-06-01,79,2021-03-31,2022-03-31,144
329,2021-06-01,86,2021-04-02,2022-04-02,144
333,2021-06-01,90,2021-04-05,2022-04-05,144
337,2021-06-01,81,2021-04-01,2022-04-01,144
338,2021-06-01,84,2021-04-02,2022-04-02,144
339,2021-06-01,80,2021-04-01,2022-04-01,144
340,2021-06-01,94,2021-04-07,2022-04-07,144
345,2021-06-01,95,2021-04-07,2022-04-07,144
350,2021-06-01,85,2021-04-02,2022-04-02,144
351,2021-06-01,97,2021-04-08,2022-04-08,144
355,2021-06-01,91,2021-04-06,2022-04-06,144
359,2021-06-01,92,2021-04-06,2022-04-06,144
360,2021-06-01,82,2021-04-01,2022-04-01,144
361,2021-06-01,96,2021-04-08,2022-04-08,144
369,2021-06-01,87,2021-04-05,2022-04-05,144
372,2021-06-01,98,2021-04-08,2022-04-08,144
375,2021-06-01,100,2021-04-15,2022-04-15,144
377,2021-06-01,88,2021-04-05,2022-04-05,144
378,2021-06-01,99,2021-04-09,2022-04-09,144
379,2021-06-01,103,2021-04-21,2022-04-21,144
380,2021-06-01,105,2021-04-23,2022-04-23,144
395,2021-06-01,101,2021-04-19,2022-04-19,144
401,2021-06-01,102,2021-04-19,2022-04-19,144
409,2021-06-01,110,2021-04-28,2022-04-28,144
410,2021-06-01,113,2021-04-29,2022-04-29,144
416,2021-06-01,115,2021-04-30,2022-04-30,144
417,2021-06-01,112,2021-04-28,2022-04-28,144
424,2021-06-01,104,2021-04-23,2022-04-23,144
426,2021-06-01,107,2021-04-27,2022-04-27,144
430,2021-06-01,108,2021-04-27,2022-04-27,144
431,2021-06-01,120,2021-05-04,2022-05-04,144
432,2021-06-01,121,2021-05-06,2022-05-06,144
433,2021-06-01,109,2021-04-28,2022-04-28,144
437,2021-06-01,119,2021-05-03,2022-05-03,144
438,2021-06-01,114,2021-04-30,2022-04-30,144
440,2021-06-01,106,2021-04-27,2022-04-27,144
444,2021-06-01,117,2021-05-03,2022-05-03,144
446,2021-06-01,118,2021-05-03,2022-05-03,144
451,2021-06-01,111,2021-04-28,2022-04-28,144
458,2021-06-01,116,2021-05-03,2022-05-03,144
459,2021-06-01,122,2021-05-06,2022-05-06,144
465,2021-06-01,123,2021-05-06,2022-05-06,144
472,2021-06-01,125,2021-05-10,2022-05-10,144
482,2021-06-01,129,2021-05-13,2022-05-13,144
486,2021-06-01,126,2021-05-10,2022-05-10,144
488,2021-06-01,128,2021-05-12,2022-05-12,144
490,2021-06-01,127,2021-05-11,2022-05-11,144
492,2021-06-01,130,2021-05-14,2022-05-14,144
494,2021-06-01,124,2021-05-07,2022-05-07,144
498,2021-06-01,132,2021-05-21,2022-05-21,144
501,2021-06-01,134,2021-05-24,2022-05-24,144
505,2021-06-01,131,2021-05-20,2022-05-20,144
512,2021-06-01,143,2021-06-01,2022-06-01,144
513,2021-06-01,138,2021-05-28,2022-05-28,144
516,2021-06-01,135,2021-05-25,2022-05-25,144
523,2021-06-01,133,2021-05-24,2022-05-24,144
524,2021-06-01,140,2021-05-31,2022-05-31,144
526,2021-06-01,141,2021-05-31,2022-05-31,144
531,2021-06-01,136,2021-05-26,2022-05-26,144
533,2021-06-01,139,2021-05-31,2022-05-31,144
536,2021-06-01,142,2021-06-01,2022-06-01,144
550,2021-06-01,144,2021-06-01,2022-06-01,144
564,2021-06-01,137,2021-05-28,2022-05-28,144
2,2021-07-01,6,2021-01-01,2022-01-01,170
6,2021-07-01,12,2021-01-05,2022-01-05,170
8,2021-07-01,5,2021-01-01,2022-01-01,170
9,2021-07-01,8,2021-01-04,2022-01-04,170
10,2021-07-01,20,2021-01-07,2022-01-07,170
12,2021-07-01,9,2021-01-04,2022-01-04,170
15,2021-07-01,18,2021-01-07,2022-01-07,170
17,2021-07-01,17,2021-01-07,2022-01-07,170
18,2021-07-01,15,2021-01-05,2022-01-05,170
19,2021-07-01,10,2021-01-04,2022-01-04,170
21,2021-07-01,1,2021-01-01,2022-01-01,170
22,2021-07-01,22,2021-01-08,2022-01-08,170
24,2021-07-01,7,2021-01-04,2022-01-04,170
27,2021-07-01,19,2021-01-07,2022-01-07,170
28,2021-07-01,4,2021-01-01,2022-01-01,170
31,2021-07-01,11,2021-01-04,2022-01-04,170
36,2021-07-01,2,2021-01-01,2022-01-01,170
45,2021-07-01,14,2021-01-05,2022-01-05,170
46,2021-07-01,24,2021-01-11,2022-01-11,170
48,2021-07-01,13,2021-01-05,2022-01-05,170
53,2021-07-01,16,2021-01-06,2022-01-06,170
54,2021-07-01,3,2021-01-01,2022-01-01,170
63,2021-07-01,21,2021-01-07,2022-01-07,170
73,2021-07-01,23,2021-01-08,2022-01-08,170
74,2021-07-01,26,2021-01-15,2022-01-15,170
75,2021-07-01,25,2021-01-14,2022-01-14,170
79,2021-07-01,28,2021-01-21,2022-01-21,170
86,2021-07-01,29,2021-01-22,2022-01-22,170
92,2021-07-01,40,2021-02-03,2022-02-03,170
96,2021-07-01,30,2021-01-27,2022-01-27,170
98,2021-07-01,45,2021-02-04,2022-02-04,170
102,2021-07-01,31,2021-01-27,2022-01-27,170
110,2021-07-01,37,2021-02-02,2022-02-02,170
111,2021-07-01,33,2021-01-28,2022-01-28,170
123,2021-07-01,38,2021-02-03,2022-02-03,170
126,2021-07-01,43,2021-02-04,2022-02-04,170
128,2021-07-01,27,2021-01-20,2022-01-20,170
134,2021-07-01,35,2021-02-01,2022-02-01,170
139,2021-07-01,39,2021-02-03,2022-02-03,170
140,2021-07-01,36,2021-02-01,2022-02-01,170
144,2021-07-01,47,2021-02-05,2022-02-05,170
146,2021-07-01,41,2021-02-04,2022-02-04,170
159,2021-07-01,48,2021-02-05,2022-02-05,170
165,2021-07-01,44,2021-02-04,2022-02-04,170
166,2021-07-01,32,2021-01-28,2022-01-28,170
169,2021-07-01,42,2021-02-04,2022-02-04,170
170,2021-07-01,34,2021-02-01,2022-02-01,170
184,2021-07-01,49,2021-02-08,2022-02-08,170
185,2021-07-01,51,2021-02-10,2022-02-10,170
186,2021-07-01,50,2021-02-08,2022-02-08,170
188,2021-07-01,46,2021-02-05,2022-02-05,170
199,2021-07-01,55,2021-02-25,2022-02-25,170
201,2021-07-01,53,2021-02-23,2022-02-23,170
204,2021-07-01,61,2021-03-03,2022-03-03,170
205,2021-07-01,60,2021-03-02,2022-03-02,170
209,2021-07-01,54,2021-02-24,2022-02-24,170
212,2021-07-01,57,2021-02-26,2022-02-26,170
218,2021-07-01,52,2021-02-22,2022-02-22,170
228,2021-07-01,56,2021-02-25,2022-02-25,170
231,2021-07-01,59,2021-03-02,2022-03-02,170
243,2021-07-01,66,2021-03-08,2022-03-08,170
245,2021-07-01,62,2021-03-03,2022-03-03,170
247,2021-07-01,65,2021-03-05,2022-03-05,170
250,2021-07-01,58,2021-03-01,2022-03-01,170
251,2021-07-01,69,2021-03-12,2022-03-12,170
256,2021-07-01,70,2021-03-12,2022-03-12,170
259,2021-07-01,63,2021-03-04,2022-03-04,170
269,2021-07-01,64,2021-03-05,2022-03-05,170
270,2021-07-01,67,2021-03-08,2022-03-08,170
272,2021-07-01,68,2021-03-11,2022-03-11,170
273,2021-07-01,73,2021-03-24,2022-03-24,170
281,2021-07-01,71,2021-03-22,2022-03-22,170
286,2021-07-01,83,2021-04-02,2022-04-02,170
288,2021-07-01,76,2021-03-25,2022-03-25,170
289,2021-07-01,72,2021-03-23,2022-03-23,170
295,2021-07-01,74,2021-03-24,2022-03-24,170
297,2021-07-01,89,2021-04-05,2022-04-05,170
