quarter_date,leads_id,funnel_id,start_quarter,stage_quarter,stage_id,last_stage_id,first_stage_flag,final_stage_flag,stage_drop
2020-10-01,93,448,2020-10-01,2021-01-01,103,106,0,0,0
2020-10-01,21,71,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,21,121,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,21,160,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,21,257,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,21,319,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,21,411,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,21,433,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,25,97,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,87,361,2020-10-01,2020-10-01,102,107,0,0,0
2020-10-01,87,427,2020-10-01,2020-10-01,103,107,0,0,0
2020-10-01,87,458,2020-10-01,2021-01-01,104,107,0,0,0
2020-10-01,99,463,2020-10-01,2021-01-01,102,105,0,0,0
2020-10-01,100,503,2020-10-01,2021-01-01,102,106,0,0,0
2020-10-01,4,14,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,4,23,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,23,88,2020-10-01,2020-10-01,102,107,0,0,0
2020-10-01,23,144,2020-10-01,2020-10-01,103,107,0,0,0
2020-10-01,23,148,2020-10-01,2020-10-01,104,107,0,0,0
2020-10-01,23,246,2020-10-01,2020-10-01,105,107,0,0,0
2020-10-01,23,292,2020-10-01,2020-10-01,106,107,0,0,0
2020-10-01,23,428,2020-10-01,2020-10-01,107,107,0,0,1
2020-10-01,24,90,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,24,117,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,24,176,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,24,233,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,24,279,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,24,395,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,24,465,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,43,143,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,45,137,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,45,177,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,45,192,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,45,273,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,45,298,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,45,354,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,45,515,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,51,155,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,51,191,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,56,194,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,56,217,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,56,243,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,56,260,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,72,284,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,72,332,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,72,360,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,72,420,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,111,475,2020-10-01,2021-01-01,102,108,0,0,0
2020-10-01,120,567,2020-10-01,2021-01-01,102,104,0,0,0
2020-10-01,5,35,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,5,69,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,5,78,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,5,157,2020-10-01,2020-10-01,105,106,0,0,0
2020-10-01,5,190,2020-10-01,2020-10-01,106,106,0,0,1
2020-10-01,9,68,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,9,86,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,9,138,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,9,232,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,9,274,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,9,389,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,9,476,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,17,70,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,17,118,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,17,162,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,17,286,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,17,315,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,17,414,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,17,564,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,30,79,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,30,122,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,65,207,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,65,239,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,65,268,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,65,307,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,75,305,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,75,331,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,75,353,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,75,456,2020-10-01,2021-01-01,105,108,0,0,0
2020-10-01,79,334,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,79,366,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,79,378,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,79,509,2020-10-01,2021-01-01,105,108,0,0,0
2020-10-01,114,550,2020-10-01,2021-01-01,102,102,0,0,1
2020-10-01,115,466,2020-10-01,2021-01-01,102,102,0,0,1
2020-10-01,2,25,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,2,29,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,2,60,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,2,154,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,2,189,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,2,324,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,2,459,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,28,94,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,28,105,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,28,128,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,28,224,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,28,236,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,28,329,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,28,440,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,39,116,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,39,159,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,60,163,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,60,204,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,60,229,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,63,238,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,63,277,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,63,288,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,63,357,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,63,418,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,63,468,2020-10-01,2021-01-01,107,108,0,0,0
2020-10-01,71,258,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,71,281,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,71,309,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,71,351,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,101,469,2020-10-01,2021-01-01,102,104,0,0,0
2020-10-01,103,464,2020-10-01,2021-01-01,102,105,0,0,0
2020-10-01,117,477,2020-10-01,2021-01-01,102,103,0,0,0
2020-10-01,1,16,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,1,36,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,1,61,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,78,342,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,106,494,2020-10-01,2021-01-01,102,104,0,0,0
2020-10-01,121,521,2020-10-01,2021-01-01,102,107,0,0,0
2020-10-01,53,171,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,53,181,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,53,221,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,53,283,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,53,343,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,53,444,2020-10-01,2021-01-01,107,108,0,0,0
2020-10-01,113,487,2020-10-01,2021-01-01,102,103,0,0,0
2020-10-01,35,139,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,35,168,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,35,200,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,35,304,2020-10-01,2020-10-01,105,106,0,0,0
2020-10-01,35,348,2020-10-01,2020-10-01,106,106,0,0,1
2020-10-01,37,165,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,37,198,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,37,227,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,54,186,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,54,212,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,54,223,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,54,300,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,54,328,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,54,380,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,54,436,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,62,210,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,62,235,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,64,184,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,64,249,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,64,262,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,64,339,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,85,355,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,85,381,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,85,410,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,85,581,2020-10-01,2021-01-01,105,106,0,0,0
2020-10-01,96,413,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,96,447,2020-10-01,2021-01-01,103,108,0,0,0
2020-10-01,50,156,2020-10-01,2020-10-01,102,107,0,0,0
2020-10-01,50,188,2020-10-01,2020-10-01,103,107,0,0,0
2020-10-01,50,215,2020-10-01,2020-10-01,104,107,0,0,0
2020-10-01,50,254,2020-10-01,2020-10-01,105,107,0,0,0
2020-10-01,50,280,2020-10-01,2020-10-01,106,107,0,0,0
2020-10-01,50,429,2020-10-01,2020-10-01,107,107,0,0,1
2020-10-01,74,270,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,74,326,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,74,337,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,74,443,2020-10-01,2021-01-01,105,108,0,0,0
2020-10-01,107,451,2020-10-01,2021-01-01,102,102,0,0,1
2020-10-01,7,28,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,7,63,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,7,102,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,7,151,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,27,145,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,27,153,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,27,193,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,27,278,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,27,299,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,27,402,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,27,572,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,48,173,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,48,195,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,48,206,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,48,301,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,48,333,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,48,431,2020-10-01,2021-01-01,107,108,0,0,0
2020-10-01,57,247,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,77,336,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,77,370,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,77,421,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,77,602,2020-10-01,2021-01-01,105,105,0,0,1
2020-10-01,80,346,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,80,358,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,84,365,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,84,388,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,86,375,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,86,445,2020-10-01,2021-01-01,103,108,0,0,0
2020-10-01,90,356,2020-10-01,2020-10-01,102,107,0,0,0
2020-10-01,90,391,2020-10-01,2020-10-01,103,107,0,0,0
2020-10-01,90,403,2020-10-01,2020-10-01,104,107,0,0,0
2020-10-01,90,505,2020-10-01,2021-01-01,105,107,0,0,0
2020-10-01,112,497,2020-10-01,2021-01-01,102,105,0,0,0
2020-10-01,3,27,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,3,30,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,3,53,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,6,34,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,6,67,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,6,107,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,6,240,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,6,296,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,6,417,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,6,510,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,38,126,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,38,178,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,38,208,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,41,135,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,73,276,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,73,287,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,73,308,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,73,372,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,73,424,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,73,462,2020-10-01,2021-01-01,107,108,0,0,0
2020-10-01,76,255,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,76,322,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,82,335,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,82,371,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,82,419,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,94,364,2020-10-01,2020-10-01,102,102,0,0,1
2020-10-01,15,57,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,15,80,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,15,93,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,15,220,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,15,263,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,15,373,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,15,569,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,22,99,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,22,134,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,22,161,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,22,261,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,22,317,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,22,405,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,22,595,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,31,64,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,31,109,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,31,132,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,31,234,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,31,253,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,31,383,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,31,502,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,32,142,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,32,169,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,52,180,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,52,197,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,52,218,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,52,323,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,81,347,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,81,369,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,81,404,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,81,491,2020-10-01,2021-01-01,105,106,0,0,0
2020-10-01,92,422,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,92,434,2020-10-01,2021-01-01,103,108,0,0,0
2020-10-01,97,455,2020-10-01,2021-01-01,102,106,0,0,0
2020-10-01,42,175,2020-10-01,2020-10-01,102,107,0,0,0
2020-10-01,42,209,2020-10-01,2020-10-01,103,107,0,0,0
2020-10-01,42,230,2020-10-01,2020-10-01,104,107,0,0,0
2020-10-01,42,291,2020-10-01,2020-10-01,105,107,0,0,0
2020-10-01,42,311,2020-10-01,2020-10-01,106,107,0,0,0
2020-10-01,42,423,2020-10-01,2020-10-01,107,107,0,0,1
2020-10-01,108,520,2020-10-01,2021-01-01,102,104,0,0,0
2020-10-01,8,42,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,8,52,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,8,75,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,8,166,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,8,179,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,8,330,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,8,442,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,13,48,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,13,73,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,13,103,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,13,219,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,19,56,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,19,96,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,19,131,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,19,214,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,19,272,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,19,376,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,19,490,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,46,158,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,46,213,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,46,244,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,46,340,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,46,384,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,46,611,2020-10-01,2021-01-01,107,108,0,0,0
2020-10-01,59,201,2020-10-01,2020-10-01,102,103,0,0,0
2020-10-01,59,225,2020-10-01,2020-10-01,103,103,0,0,1
2020-10-01,66,187,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,66,199,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,66,222,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,66,314,2020-10-01,2020-10-01,105,106,0,0,0
2020-10-01,66,345,2020-10-01,2020-10-01,106,106,0,0,1
2020-10-01,102,453,2020-10-01,2021-01-01,102,108,0,0,0
2020-10-01,119,556,2020-10-01,2021-01-01,102,102,0,0,1
2020-10-01,12,32,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,12,54,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,12,92,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,12,242,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,12,289,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,12,374,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,12,488,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,20,100,2020-10-01,2020-10-01,102,106,0,0,0
2020-10-01,20,120,2020-10-01,2020-10-01,103,106,0,0,0
2020-10-01,20,164,2020-10-01,2020-10-01,104,106,0,0,0
2020-10-01,20,275,2020-10-01,2020-10-01,105,106,0,0,0
2020-10-01,20,338,2020-10-01,2020-10-01,106,106,0,0,1
2020-10-01,36,136,2020-10-01,2020-10-01,102,108,0,0,0
2020-10-01,36,174,2020-10-01,2020-10-01,103,108,0,0,0
2020-10-01,36,203,2020-10-01,2020-10-01,104,108,0,0,0
2020-10-01,36,302,2020-10-01,2020-10-01,105,108,0,0,0
2020-10-01,36,344,2020-10-01,2020-10-01,106,108,0,0,0
2020-10-01,36,379,2020-10-01,2020-10-01,107,108,0,0,0
2020-10-01,36,435,2020-10-01,2021-01-01,108,108,0,1,0
2020-10-01,68,252,2020-10-01,2020-10-01,102,105,0,0,0
2020-10-01,68,267,2020-10-01,2020-10-01,103,105,0,0,0
2020-10-01,68,303,2020-10-01,2020-10-01,104,105,0,0,0
2020-10-01,68,363,2020-10-01,2020-10-01,105,105,0,0,1
2020-10-01,69,250,2020-10-01,2020-10-01,102,104,0,0,0
2020-10-01,69,271,2020-10-01,2020-10-01,103,104,0,0,0
2020-10-01,69,295,2020-10-01,2020-10-01,104,104,0,0,1
2020-10-01,98,483,2020-10-01,2021-01-01,102,108,0,0,0
2020-10-01,116,471,2020-10-01,2021-01-01,102,102,0,0,1
2021-01-01,67,461,2020-10-01,2021-01-01,106,107,0,0,0
2021-01-01,67,641,2021-01-01,2021-01-01,107,107,0,0,1
2021-01-01,83,480,2020-10-01,2021-01-01,105,106,0,0,0
2021-01-01,83,545,2021-01-01,2021-01-01,106,106,0,0,1
2021-01-01,91,454,2020-10-01,2021-01-01,103,104,0,0,0
2021-01-01,91,478,2021-01-01,2021-01-01,104,104,0,0,1
2021-01-01,110,501,2020-10-01,2021-01-01,102,108,0,0,0
2021-01-01,110,548,2021-01-01,2021-01-01,103,108,0,0,0
2021-01-01,110,610,2021-01-01,2021-01-01,104,108,0,0,0
2021-01-01,110,739,2021-01-01,2021-01-01,105,108,0,0,0
2021-01-01,110,783,2021-01-01,2021-01-01,106,108,0,0,0
2021-01-01,110,872,2021-01-01,2021-01-01,107,108,0,0,0
2021-01-01,110,965,2021-01-01,2021-01-01,108,108,0,1,0
2021-01-01,118,467,2020-10-01,2021-01-01,102,103,0,0,0
2021-01-01,118,563,2021-01-01,2021-01-01,103,103,0,0,1
2021-01-01,122,596,2021-01-01,2021-01-01,102,104,0,0,0
2021-01-01,122,653,2021-01-01,2021-01-01,103,104,0,0,0
2021-01-01,122,724,2021-01-01,2021-01-01,104,104,0,0,1
2021-01-01,134,593,2021-01-01,2021-01-01,102,108,0,0,0
2021-01-01,134,656,2021-01-01,2021-01-01,103,108,0,0,0
2021-01-01,134,693,2021-01-01,2021-01-01,104,108,0,0,0
2021-01-01,134,756,2021-01-01,2021-01-01,105,108,0,0,0
2021-01-01,134,825,2021-01-01,2021-01-01,106,108,0,0,0
2021-01-01,134,888,2021-01-01,2021-01-01,107,108,0,0,0
2021-01-01,134,945,2021-01-01,2021-01-01,108,108,0,1,0
2021-01-01,155,671,2021-01-01,2021-01-01,102,104,0,0,0
