month_date,leads_id,funnel_id,start_month,stage_month,stage_id,last_stage_id,first_stage_flag,final_stage_flag,stage_drop,deal_won
2020-12-01,9,68,2020-11-01,2020-12-01,102,108,0,0,0,0
2020-12-01,10,37,2020-11-01,2020-12-01,102,108,0,0,0,0
2020-12-01,10,46,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,10,37,2020-11-01,2020-12-01,102,108,0,0,0,0
2020-12-01,10,46,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,10,37,2020-11-01,2020-12-01,102,108,0,0,0,0
2020-12-01,10,46,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,10,37,2020-11-01,2020-12-01,102,108,0,0,0,0
2020-12-01,10,46,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,11,84,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,11,84,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,11,84,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,11,84,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,12,32,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,12,54,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,12,32,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,12,54,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,12,32,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,12,54,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,12,32,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,12,54,2020-12-01,2020-12-01,103,108,0,0,0,0
2020-12-01,13,48,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,13,48,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,13,48,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,13,48,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,15,57,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,15,57,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,15,57,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,15,57,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,16,59,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,16,59,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,16,59,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,16,59,2020-12-01,2020-12-01,102,105,0,0,0,0
2020-12-01,17,70,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,17,70,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,17,70,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,17,70,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,18,87,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,18,87,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,18,87,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,18,87,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,19,56,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,19,56,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,19,56,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,19,56,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,20,100,2020-12-01,2020-12-01,102,106,0,0,0,0
2020-12-01,20,100,2020-12-01,2020-12-01,102,106,0,0,0,0
2020-12-01,20,100,2020-12-01,2020-12-01,102,106,0,0,0,0
2020-12-01,20,100,2020-12-01,2020-12-01,102,106,0,0,0,0
2020-12-01,21,71,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,21,71,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,21,71,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,21,71,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,22,99,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,22,99,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,22,99,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,22,99,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,23,88,2020-12-01,2020-12-01,102,107,0,0,0,0
2020-12-01,23,88,2020-12-01,2020-12-01,102,107,0,0,0,0
2020-12-01,23,88,2020-12-01,2020-12-01,102,107,0,0,0,0
2020-12-01,23,88,2020-12-01,2020-12-01,102,107,0,0,0,0
2020-12-01,24,90,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,24,90,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,24,90,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,24,90,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,25,97,2020-12-01,2020-12-01,102,102,0,0,1,0
2020-12-01,25,97,2020-12-01,2020-12-01,102,102,0,0,1,0
2020-12-01,25,97,2020-12-01,2020-12-01,102,102,0,0,1,0
2020-12-01,25,97,2020-12-01,2020-12-01,102,102,0,0,1,0
2020-12-01,26,133,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,26,133,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,26,133,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,26,133,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,27,145,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,27,145,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,27,145,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,27,145,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,28,94,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,28,94,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,28,94,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,28,94,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,29,146,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,29,146,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,29,146,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,29,146,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,30,79,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,30,79,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,30,79,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,30,79,2020-12-01,2020-12-01,102,103,0,0,0,0
2020-12-01,31,64,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,31,64,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,31,64,2020-12-01,2020-12-01,102,108,0,0,0,0
2020-12-01,31,64,2020-12-01,2020-12-01,102,108,0,0,0,0
2021-01-01,2,459,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,2,459,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,2,459,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,2,459,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,6,510,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,6,510,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,6,510,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,6,510,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,8,442,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,8,442,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,8,442,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,8,442,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,9,476,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,9,476,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,9,476,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,9,476,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,10,575,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,10,575,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,10,575,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,10,575,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,12,488,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,12,488,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,12,488,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,12,488,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,15,569,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,15,569,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,15,569,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,15,569,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,17,564,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,17,564,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,17,564,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,17,564,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,18,518,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,18,518,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,18,518,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,18,518,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,19,490,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,19,490,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,19,490,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,19,490,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,21,433,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,21,433,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,21,433,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,21,433,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,22,595,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,22,595,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,22,595,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,22,595,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,24,465,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,24,465,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,24,465,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,24,465,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,27,572,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,27,572,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,27,572,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,27,572,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,28,440,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,28,440,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,28,440,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,28,440,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,31,502,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,31,502,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,31,502,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,31,502,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,36,435,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,36,435,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,36,435,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,36,435,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,45,515,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,45,515,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,45,515,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,45,515,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,46,611,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,46,611,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,46,611,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,46,611,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,48,431,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,48,511,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,48,431,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,48,511,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,48,431,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,48,511,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,48,431,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,48,511,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,53,444,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,53,538,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,53,444,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,53,538,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,53,444,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,53,538,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,53,444,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,53,538,2021-01-01,2021-01-01,108,108,0,1,0,1
2021-01-01,54,436,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,54,436,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,54,436,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,54,436,2020-12-01,2021-01-01,108,108,0,1,0,1
2021-01-01,63,468,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,63,468,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,63,468,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,63,468,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,67,461,2020-12-01,2021-01-01,106,107,0,0,0,0
2021-01-01,67,641,2021-01-01,2021-01-01,107,107,0,0,1,0
2021-01-01,67,461,2020-12-01,2021-01-01,106,107,0,0,0,0
2021-01-01,67,641,2021-01-01,2021-01-01,107,107,0,0,1,0
2021-01-01,67,461,2020-12-01,2021-01-01,106,107,0,0,0,0
2021-01-01,67,641,2021-01-01,2021-01-01,107,107,0,0,1,0
2021-01-01,67,461,2020-12-01,2021-01-01,106,107,0,0,0,0
2021-01-01,67,641,2021-01-01,2021-01-01,107,107,0,0,1,0
2021-01-01,73,462,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,73,462,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,73,462,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,73,462,2020-12-01,2021-01-01,107,108,0,0,0,0
2021-01-01,74,443,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,74,514,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,74,443,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,74,514,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,74,443,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,74,514,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,74,443,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,74,514,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,75,456,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,75,530,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,75,456,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,75,530,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,75,456,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,75,530,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,75,456,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,75,530,2021-01-01,2021-01-01,106,108,0,0,0,0
2021-01-01,77,602,2020-12-01,2021-01-01,105,105,0,0,1,0
2021-01-01,77,602,2020-12-01,2021-01-01,105,105,0,0,1,0
2021-01-01,77,602,2020-12-01,2021-01-01,105,105,0,0,1,0
2021-01-01,77,602,2020-12-01,2021-01-01,105,105,0,0,1,0
2021-01-01,79,509,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,79,509,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,79,509,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,79,509,2020-12-01,2021-01-01,105,108,0,0,0,0
2021-01-01,81,491,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,81,491,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,81,491,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,81,491,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,83,480,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,83,480,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,83,480,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,83,480,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,85,581,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,85,581,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,85,581,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,85,581,2020-12-01,2021-01-01,105,106,0,0,0,0
2021-01-01,86,445,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,86,473,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,86,445,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,86,473,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,86,445,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,86,473,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,86,445,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,86,473,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,87,458,2020-12-01,2021-01-01,104,107,0,0,0,0
2021-01-01,87,558,2021-01-01,2021-01-01,105,107,0,0,0,0
2021-01-01,87,458,2020-12-01,2021-01-01,104,107,0,0,0,0
2021-01-01,87,558,2021-01-01,2021-01-01,105,107,0,0,0,0
2021-01-01,87,458,2020-12-01,2021-01-01,104,107,0,0,0,0
2021-01-01,87,558,2021-01-01,2021-01-01,105,107,0,0,0,0
2021-01-01,87,458,2020-12-01,2021-01-01,104,107,0,0,0,0
2021-01-01,87,558,2021-01-01,2021-01-01,105,107,0,0,0,0
2021-01-01,90,505,2020-12-01,2021-01-01,105,107,0,0,0,0
2021-01-01,90,505,2020-12-01,2021-01-01,105,107,0,0,0,0
2021-01-01,90,505,2020-12-01,2021-01-01,105,107,0,0,0,0
2021-01-01,90,505,2020-12-01,2021-01-01,105,107,0,0,0,0
2021-01-01,91,454,2020-12-01,2021-01-01,103,104,0,0,0,0
2021-01-01,91,478,2021-01-01,2021-01-01,104,104,0,0,1,0
2021-01-01,91,454,2020-12-01,2021-01-01,103,104,0,0,0,0
2021-01-01,91,478,2021-01-01,2021-01-01,104,104,0,0,1,0
2021-01-01,91,454,2020-12-01,2021-01-01,103,104,0,0,0,0
2021-01-01,91,478,2021-01-01,2021-01-01,104,104,0,0,1,0
2021-01-01,91,454,2020-12-01,2021-01-01,103,104,0,0,0,0
2021-01-01,91,478,2021-01-01,2021-01-01,104,104,0,0,1,0
2021-01-01,92,434,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,92,485,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,92,434,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,92,485,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,92,434,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,92,485,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,92,434,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,92,485,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,93,448,2020-12-01,2021-01-01,103,106,0,0,0,0
2021-01-01,93,479,2021-01-01,2021-01-01,104,106,0,0,0,0
2021-01-01,93,448,2020-12-01,2021-01-01,103,106,0,0,0,0
2021-01-01,93,479,2021-01-01,2021-01-01,104,106,0,0,0,0
2021-01-01,93,448,2020-12-01,2021-01-01,103,106,0,0,0,0
2021-01-01,93,479,2021-01-01,2021-01-01,104,106,0,0,0,0
2021-01-01,93,448,2020-12-01,2021-01-01,103,106,0,0,0,0
2021-01-01,93,479,2021-01-01,2021-01-01,104,106,0,0,0,0
2021-01-01,96,447,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,96,481,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,96,447,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,96,481,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,96,447,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,96,481,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,96,447,2020-12-01,2021-01-01,103,108,0,0,0,0
2021-01-01,96,481,2021-01-01,2021-01-01,104,108,0,0,0,0
2021-01-01,97,455,2020-12-01,2021-01-01,102,106,0,0,0,0
2021-01-01,97,498,2021-01-01,2021-01-01,103,106,0,0,0,0
