leads_id,stage_id,funnel_id,first_date,stage_date,stage_time,start_date,stage,days_duration_stage,stage_drop,reason,last_stage_id,last_date,days_duration_pipeline,first_stage_flag,final_stage_flag,deal_won
224,101,913,2021-01-29,2021-01-29,12:54:10,,leads_registered,,0,,101,2021-01-29,0,1,0,0
229,101,925,2021-01-29,2021-01-29,16:39:59,,leads_registered,,0,,105,2021-02-15,17,1,0,0
229,102,1010,2021-01-29,2021-02-05,10:06:59,2021-01-29,leads_qualification,7,0,,105,2021-02-15,17,0,0,0
229,103,1060,2021-01-29,2021-02-08,16:03:31,2021-02-05,initial_communication_success,3,0,,105,2021-02-15,17,0,0,0
229,104,1128,2021-01-29,2021-02-11,17:44:45,2021-02-08,approach_success,3,0,,105,2021-02-15,17,0,0,0
229,105,1155,2021-01-29,2021-02-15,09:16:29,2021-02-11,discussion_success,4,1,not answered,105,2021-02-15,17,0,0,0
235,101,958,2021-02-01,2021-02-01,17:50:44,,leads_registered,,0,,101,2021-02-01,0,1,0,0
237,101,966,2021-02-02,2021-02-02,10:40:46,,leads_registered,,0,,105,2021-02-16,14,1,0,0
237,102,1030,2021-02-02,2021-02-05,14:53:54,2021-02-02,leads_qualification,3,0,,105,2021-02-16,14,0,0,0
237,103,1063,2021-02-02,2021-02-08,16:27:49,2021-02-05,initial_communication_success,3,0,,105,2021-02-16,14,0,0,0
237,104,1075,2021-02-02,2021-02-09,09:38:41,2021-02-08,approach_success,1,0,,105,2021-02-16,14,0,0,0
237,105,1189,2021-02-02,2021-02-16,16:42:03,2021-02-09,discussion_success,7,1,not interested,105,2021-02-16,14,0,0,0
255,101,1011,2021-02-05,2021-02-05,10:27:52,,leads_registered,,0,,104,2021-02-10,5,1,0,0
255,102,1064,2021-02-05,2021-02-08,16:29:37,2021-02-05,leads_qualification,3,0,,104,2021-02-10,5,0,0,0
255,103,1080,2021-02-05,2021-02-09,10:36:01,2021-02-08,initial_communication_success,1,0,,104,2021-02-10,5,0,0,0
255,104,1111,2021-02-05,2021-02-10,17:44:41,2021-02-09,approach_success,1,1,not interested,104,2021-02-10,5,0,0,0
323,101,1360,2021-03-02,2021-03-02,16:07:29,,leads_registered,,0,,108,2021-03-31,29,1,0,0
323,102,1467,2021-03-02,2021-03-08,17:11:52,2021-03-02,leads_qualification,6,0,,108,2021-03-31,29,0,0,0
323,103,1511,2021-03-02,2021-03-10,09:10:29,2021-03-08,initial_communication_success,2,0,,108,2021-03-31,29,0,0,0
323,104,1540,2021-03-02,2021-03-11,11:17:50,2021-03-10,approach_success,1,0,,108,2021-03-31,29,0,0,0
323,105,1637,2021-03-02,2021-03-16,14:33:21,2021-03-11,discussion_success,5,0,,108,2021-03-31,29,0,0,0
323,106,1696,2021-03-02,2021-03-19,15:31:26,2021-03-16,offer_sent,3,0,,108,2021-03-31,29,0,0,0
323,107,1791,2021-03-02,2021-03-26,10:22:47,2021-03-19,quotation_recieved,7,0,,108,2021-03-31,29,0,0,0
323,108,1867,2021-03-02,2021-03-31,13:34:58,2021-03-26,deal_won,5,0,,108,2021-03-31,29,0,1,1
326,101,1370,2021-03-03,2021-03-03,09:34:13,,leads_registered,,0,,107,2021-04-01,29,1,0,0
326,102,1471,2021-03-03,2021-03-08,17:33:16,2021-03-03,leads_qualification,5,0,,107,2021-04-01,29,0,0,0
326,103,1541,2021-03-03,2021-03-11,11:35:42,2021-03-08,initial_communication_success,3,0,,107,2021-04-01,29,0,0,0
326,104,1576,2021-03-03,2021-03-12,15:21:47,2021-03-11,approach_success,1,0,,107,2021-04-01,29,0,0,0
326,105,1701,2021-03-03,2021-03-19,16:02:56,2021-03-12,discussion_success,7,0,,107,2021-04-01,29,0,0,0
326,106,1740,2021-03-03,2021-03-23,14:06:19,2021-03-19,offer_sent,4,0,,107,2021-04-01,29,0,0,0
326,107,1876,2021-03-03,2021-04-01,10:48:08,2021-03-23,quotation_recieved,9,1,price not fit,107,2021-04-01,29,0,0,0
341,101,1400,2021-03-05,2021-03-05,09:27:29,,leads_registered,,0,,102,2021-03-09,4,1,0,0
341,102,1480,2021-03-05,2021-03-09,10:46:46,2021-03-05,leads_qualification,4,1,not selected,102,2021-03-09,4,0,0,0
379,101,1626,2021-03-16,2021-03-16,10:33:37,,leads_registered,,0,,108,2021-04-21,36,1,0,0
379,102,1744,2021-03-16,2021-03-23,16:15:58,2021-03-16,leads_qualification,7,0,,108,2021-04-21,36,0,0,0
379,103,1808,2021-03-16,2021-03-26,17:20:55,2021-03-23,initial_communication_success,3,0,,108,2021-04-21,36,0,0,0
379,104,1833,2021-03-16,2021-03-29,16:48:30,2021-03-26,approach_success,3,0,,108,2021-04-21,36,0,0,0
379,105,1973,2021-03-16,2021-04-06,09:50:41,2021-03-29,discussion_success,8,0,,108,2021-04-21,36,0,0,0
379,106,2059,2021-03-16,2021-04-09,13:19:38,2021-04-06,offer_sent,3,0,,108,2021-04-21,36,0,0,0
379,107,2192,2021-03-16,2021-04-16,12:04:31,2021-04-09,quotation_recieved,7,0,,108,2021-04-21,36,0,0,0
379,108,2260,2021-03-16,2021-04-21,17:21:11,2021-04-16,deal_won,5,0,,108,2021-04-21,36,0,1,1
408,101,1796,2021-03-26,2021-03-26,11:09:28,,leads_registered,,0,,103,2021-04-05,10,1,0,0
408,102,1912,2021-03-26,2021-04-02,12:47:05,2021-03-26,leads_qualification,7,0,,103,2021-04-05,10,0,0,0
408,103,1959,2021-03-26,2021-04-05,15:02:29,2021-04-02,initial_communication_success,3,1,not answered,103,2021-04-05,10,0,0,0
409,101,1798,2021-03-26,2021-03-26,12:19:22,,leads_registered,,0,,108,2021-04-28,33,1,0,0
409,102,1899,2021-03-26,2021-04-02,09:35:05,2021-03-26,leads_qualification,7,0,,108,2021-04-28,33,0,0,0
409,103,1962,2021-03-26,2021-04-05,17:02:09,2021-04-02,initial_communication_success,3,0,,108,2021-04-28,33,0,0,0
409,104,2019,2021-03-26,2021-04-08,09:27:32,2021-04-05,approach_success,3,0,,108,2021-04-28,33,0,0,0
409,105,2132,2021-03-26,2021-04-13,17:02:43,2021-04-08,discussion_success,5,0,,108,2021-04-28,33,0,0,0
409,106,2166,2021-03-26,2021-04-15,11:07:55,2021-04-13,offer_sent,2,0,,108,2021-04-28,33,0,0,0
409,107,2264,2021-03-26,2021-04-22,10:33:12,2021-04-15,quotation_recieved,7,0,,108,2021-04-28,33,0,0,0
409,108,2346,2021-03-26,2021-04-28,15:43:54,2021-04-22,deal_won,6,0,,108,2021-04-28,33,0,1,1
444,101,1903,2021-04-02,2021-04-02,10:03:20,,leads_registered,,0,,108,2021-05-03,31,1,0,0
444,102,2036,2021-04-02,2021-04-08,16:07:59,2021-04-02,leads_qualification,6,0,,108,2021-05-03,31,0,0,0
444,103,2046,2021-04-02,2021-04-09,09:08:50,2021-04-08,initial_communication_success,1,0,,108,2021-05-03,31,0,0,0
444,104,2095,2021-04-02,2021-04-12,12:04:27,2021-04-09,approach_success,3,0,,108,2021-05-03,31,0,0,0
444,105,2190,2021-04-02,2021-04-16,11:14:15,2021-04-12,discussion_success,4,0,,108,2021-05-03,31,0,0,0
444,106,2225,2021-04-02,2021-04-19,16:32:30,2021-04-16,offer_sent,3,0,,108,2021-05-03,31,0,0,0
444,107,2313,2021-04-02,2021-04-26,17:19:36,2021-04-19,quotation_recieved,7,0,,108,2021-05-03,31,0,0,0
444,108,2412,2021-04-02,2021-05-03,14:48:49,2021-04-26,deal_won,7,0,,108,2021-05-03,31,0,1,1
457,101,1955,2021-04-05,2021-04-05,14:04:58,,leads_registered,,0,,104,2021-04-14,9,1,0,0
457,102,2104,2021-04-05,2021-04-12,14:32:49,2021-04-05,leads_qualification,7,0,,104,2021-04-14,9,0,0,0
457,103,2137,2021-04-05,2021-04-13,17:48:17,2021-04-12,initial_communication_success,1,0,,104,2021-04-14,9,0,0,0
457,104,2155,2021-04-05,2021-04-14,14:06:28,2021-04-13,approach_success,1,1,not answered,104,2021-04-14,9,0,0,0
496,101,2204,2021-04-19,2021-04-19,09:09:48,,leads_registered,,0,,104,2021-04-30,11,1,0,0
496,102,2294,2021-04-19,2021-04-26,09:41:04,2021-04-19,leads_qualification,7,0,,104,2021-04-30,11,0,0,0
496,103,2363,2021-04-19,2021-04-29,16:49:36,2021-04-26,initial_communication_success,3,0,,104,2021-04-30,11,0,0,0
496,104,2376,2021-04-19,2021-04-30,10:44:20,2021-04-29,approach_success,1,1,already use other products,104,2021-04-30,11,0,0,0
512,101,2307,2021-04-26,2021-04-26,16:32:19,,leads_registered,,0,,108,2021-06-01,36,1,0,0
512,102,2426,2021-04-26,2021-05-03,17:11:28,2021-04-26,leads_qualification,7,0,,108,2021-06-01,36,0,0,0
512,103,2450,2021-04-26,2021-05-04,13:33:49,2021-05-03,initial_communication_success,1,0,,108,2021-06-01,36,0,0,0
512,104,2520,2021-04-26,2021-05-07,11:14:42,2021-05-04,approach_success,3,0,,108,2021-06-01,36,0,0,0
512,105,2693,2021-04-26,2021-05-14,16:14:09,2021-05-07,discussion_success,7,0,,108,2021-06-01,36,0,0,0
512,106,2738,2021-04-26,2021-05-18,15:19:46,2021-05-14,offer_sent,4,0,,108,2021-06-01,36,0,0,0
512,107,2834,2021-04-26,2021-05-27,09:01:32,2021-05-18,quotation_recieved,9,0,,108,2021-06-01,36,0,0,0
512,108,2908,2021-04-26,2021-06-01,15:01:55,2021-05-27,deal_won,5,0,,108,2021-06-01,36,0,1,1
517,101,2328,2021-04-27,2021-04-27,16:38:18,,leads_registered,,0,,107,2021-05-19,22,1,0,0
517,102,2374,2021-04-27,2021-04-30,10:20:49,2021-04-27,leads_qualification,3,0,,107,2021-05-19,22,0,0,0
517,103,2408,2021-04-27,2021-05-03,13:22:50,2021-04-30,initial_communication_success,3,0,,107,2021-05-19,22,0,0,0
517,104,2441,2021-04-27,2021-05-04,10:50:18,2021-05-03,approach_success,1,0,,107,2021-05-19,22,0,0,0
517,105,2573,2021-04-27,2021-05-10,11:53:21,2021-05-04,discussion_success,6,0,,107,2021-05-19,22,0,0,0
517,106,2650,2021-04-27,2021-05-12,17:47:46,2021-05-10,offer_sent,2,0,,107,2021-05-19,22,0,0,0
517,107,2745,2021-04-27,2021-05-19,10:18:34,2021-05-12,quotation_recieved,7,1,price not fit,107,2021-05-19,22,0,0,0
547,101,2392,2021-04-30,2021-04-30,16:57:06,,leads_registered,,0,,102,2021-05-06,6,1,0,0
547,102,2487,2021-04-30,2021-05-06,09:13:53,2021-04-30,leads_qualification,6,1,not selected,102,2021-05-06,6,0,0,0
557,101,2424,2021-05-03,2021-05-03,16:56:24,,leads_registered,,0,,101,2021-05-03,0,1,0,0
587,101,2530,2021-05-07,2021-05-07,13:16:42,,leads_registered,,0,,103,2021-05-14,7,1,0,0
587,102,2613,2021-05-07,2021-05-11,10:58:31,2021-05-07,leads_qualification,4,0,,103,2021-05-14,7,0,0,0
587,103,2686,2021-05-07,2021-05-14,14:21:05,2021-05-11,initial_communication_success,3,1,not answered,103,2021-05-14,7,0,0,0
602,101,2692,2021-05-14,2021-05-14,16:12:19,,leads_registered,,0,,106,2021-05-26,12,1,0,0
602,102,2706,2021-05-14,2021-05-17,14:04:45,2021-05-14,leads_qualification,3,0,,106,2021-05-26,12,0,0,0
602,103,2726,2021-05-14,2021-05-18,10:04:54,2021-05-17,initial_communication_success,1,0,,106,2021-05-26,12,0,0,0
602,104,2752,2021-05-14,2021-05-19,12:24:43,2021-05-18,approach_success,1,0,,106,2021-05-26,12,0,0,0
602,105,2814,2021-05-14,2021-05-25,10:00:53,2021-05-19,discussion_success,6,0,,106,2021-05-26,12,0,0,0
602,106,2826,2021-05-14,2021-05-26,10:20:33,2021-05-25,offer_sent,1,1,not answered,106,2021-05-26,12,0,0,0
619,101,2806,2021-05-24,2021-05-24,11:44:34,,leads_registered,,0,,101,2021-05-24,0,1,0,0
676,101,2962,2021-06-04,2021-06-04,12:17:13,,leads_registered,,0,,108,2021-07-02,28,1,0,0
676,102,3081,2021-06-04,2021-06-09,16:46:52,2021-06-04,leads_qualification,5,0,,108,2021-07-02,28,0,0,0
676,103,3105,2021-06-04,2021-06-11,10:47:23,2021-06-09,initial_communication_success,2,0,,108,2021-07-02,28,0,0,0
676,104,3132,2021-06-04,2021-06-14,10:16:58,2021-06-11,approach_success,3,0,,108,2021-07-02,28,0,0,0
676,105,3223,2021-06-04,2021-06-18,09:31:46,2021-06-14,discussion_success,4,0,,108,2021-07-02,28,0,0,0
676,106,3281,2021-06-04,2021-06-22,16:42:02,2021-06-18,offer_sent,4,0,,108,2021-07-02,28,0,0,0
676,107,3333,2021-06-04,2021-06-25,15:40:56,2021-06-22,quotation_recieved,3,0,,108,2021-07-02,28,0,0,0
676,108,3457,2021-06-04,2021-07-02,13:27:45,2021-06-25,deal_won,7,0,,108,2021-07-02,28,0,1,1
693,101,3033,2021-06-08,2021-06-08,09:23:25,,leads_registered,,0,,108,2021-07-02,24,1,0,0
693,102,3151,2021-06-08,2021-06-14,13:29:51,2021-06-08,leads_qualification,6,0,,108,2021-07-02,24,0,0,0
693,103,3185,2021-06-08,2021-06-15,14:32:35,2021-06-14,initial_communication_success,1,0,,108,2021-07-02,24,0,0,0
693,104,3201,2021-06-08,2021-06-16,12:13:21,2021-06-15,approach_success,1,0,,108,2021-07-02,24,0,0,0
693,105,3237,2021-06-08,2021-06-18,16:00:09,2021-06-16,discussion_success,2,0,,108,2021-07-02,24,0,0,0
693,106,3283,2021-06-08,2021-06-22,16:48:06,2021-06-18,offer_sent,4,0,,108,2021-07-02,24,0,0,0
693,107,3369,2021-06-08,2021-06-28,17:40:04,2021-06-22,quotation_recieved,6,0,,108,2021-07-02,24,0,0,0
693,108,3451,2021-06-08,2021-07-02,12:13:49,2021-06-28,deal_won,4,0,,108,2021-07-02,24,0,1,1
710,101,3181,2021-06-15,2021-06-15,13:00:00,,leads_registered,,0,,103,2021-06-23,8,1,0,0
710,102,3258,2021-06-15,2021-06-21,16:53:28,2021-06-15,leads_qualification,6,0,,103,2021-06-23,8,0,0,0
710,103,3286,2021-06-15,2021-06-23,10:22:16,2021-06-21,initial_communication_success,2,1,not answered,103,2021-06-23,8,0,0,0
713,101,3216,2021-06-17,2021-06-17,16:47:09,,leads_registered,,0,,105,2021-07-05,18,1,0,0
713,102,3269,2021-06-17,2021-06-22,10:16:42,2021-06-17,leads_qualification,5,0,,105,2021-07-05,18,0,0,0
713,103,3324,2021-06-17,2021-06-25,12:16:34,2021-06-22,initial_communication_success,3,0,,105,2021-07-05,18,0,0,0
713,104,3360,2021-06-17,2021-06-28,14:30:33,2021-06-25,approach_success,3,0,,105,2021-07-05,18,0,0,0
713,105,3516,2021-06-17,2021-07-05,15:47:44,2021-06-28,discussion_success,7,1,not answered,105,2021-07-05,18,0,0,0
715,101,3230,2021-06-18,2021-06-18,13:36:37,,leads_registered,,0,,108,2021-07-21,33,1,0,0
715,102,3291,2021-06-18,2021-06-23,13:49:16,2021-06-18,leads_qualification,5,0,,108,2021-07-21,33,0,0,0
715,103,3312,2021-06-18,2021-06-24,14:37:57,2021-06-23,initial_communication_success,1,0,,108,2021-07-21,33,0,0,0
715,104,3341,2021-06-18,2021-06-25,17:54:10,2021-06-24,approach_success,1,0,,108,2021-07-21,33,0,0,0
715,105,3469,2021-06-18,2021-07-02,16:43:38,2021-06-25,discussion_success,7,0,,108,2021-07-21,33,0,0,0
715,106,3561,2021-06-18,2021-07-06,17:06:10,2021-07-02,offer_sent,4,0,,108,2021-07-21,33,0,0,0
715,107,3777,2021-06-18,2021-07-15,16:41:30,2021-07-06,quotation_recieved,9,0,,108,2021-07-21,33,0,0,0
715,108,3868,2021-06-18,2021-07-21,17:14:42,2021-07-15,deal_won,6,0,,108,2021-07-21,33,0,1,1
719,101,3245,2021-06-21,2021-06-21,09:38:14,,leads_registered,,0,,105,2021-07-07,16,1,0,0
719,102,3347,2021-06-21,2021-06-28,09:51:47,2021-06-21,leads_qualification,7,0,,105,2021-07-07,16,0,0,0
719,103,3397,2021-06-21,2021-06-29,17:46:35,2021-06-28,initial_communication_success,1,0,,105,2021-07-07,16,0,0,0
719,104,3448,2021-06-21,2021-07-02,11:53:50,2021-06-29,approach_success,3,0,,105,2021-07-07,16,0,0,0
719,105,3565,2021-06-21,2021-07-07,09:46:12,2021-07-02,discussion_success,5,1,not interested,105,2021-07-07,16,0,0,0
723,101,3268,2021-06-22,2021-06-22,10:11:44,,leads_registered,,0,,103,2021-06-28,6,1,0,0
723,102,3336,2021-06-22,2021-06-25,17:11:32,2021-06-22,leads_qualification,3,0,,103,2021-06-28,6,0,0,0
723,103,3354,2021-06-22,2021-06-28,10:14:51,2021-06-25,initial_communication_success,3,1,not answered,103,2021-06-28,6,0,0,0
728,101,3288,2021-06-23,2021-06-23,12:02:07,,leads_registered,,0,,103,2021-06-29,6,1,0,0
728,102,3359,2021-06-23,2021-06-28,14:12:43,2021-06-23,leads_qualification,5,0,,103,2021-06-29,6,0,0,0
728,103,3379,2021-06-23,2021-06-29,10:39:29,2021-06-28,initial_communication_success,1,1,not answered,103,2021-06-29,6,0,0,0
760,101,3385,2021-06-29,2021-06-29,12:58:49,,leads_registered,,0,,108,2021-07-29,30,1,0,0
760,102,3474,2021-06-29,2021-07-02,17:16:46,2021-06-29,leads_qualification,3,0,,108,2021-07-29,30,0,0,0
760,103,3524,2021-06-29,2021-07-05,17:31:47,2021-07-02,initial_communication_success,3,0,,108,2021-07-29,30,0,0,0
760,104,3553,2021-06-29,2021-07-06,14:45:26,2021-07-05,approach_success,1,0,,108,2021-07-29,30,0,0,0
760,105,3728,2021-06-29,2021-07-14,10:34:26,2021-07-06,discussion_success,8,0,,108,2021-07-29,30,0,0,0
760,106,3763,2021-06-29,2021-07-15,10:42:19,2021-07-14,offer_sent,1,0,,108,2021-07-29,30,0,0,0
760,107,3880,2021-06-29,2021-07-22,16:21:52,2021-07-15,quotation_recieved,7,0,,108,2021-07-29,30,0,0,0
760,108,3981,2021-06-29,2021-07-29,16:01:14,2021-07-22,deal_won,7,0,,108,2021-07-29,30,0,1,1
772,101,3428,2021-07-01,2021-07-01,16:24:40,,leads_registered,,0,,107,2021-07-30,29,1,0,0
772,102,3539,2021-07-01,2021-07-06,10:33:12,2021-07-01,leads_qualification,5,0,,107,2021-07-30,29,0,0,0
772,103,3613,2021-07-01,2021-07-09,09:43:24,2021-07-06,initial_communication_success,3,0,,107,2021-07-30,29,0,0,0
772,104,3661,2021-07-01,2021-07-12,11:38:01,2021-07-09,approach_success,3,0,,107,2021-07-30,29,0,0,0
772,105,3816,2021-07-01,2021-07-19,13:10:50,2021-07-12,discussion_success,7,0,,107,2021-07-30,29,0,0,0
772,106,3897,2021-07-01,2021-07-23,14:19:30,2021-07-19,offer_sent,4,0,,107,2021-07-30,29,0,0,0
772,107,3996,2021-07-01,2021-07-30,12:37:41,2021-07-23,quotation_recieved,7,1,not answered,107,2021-07-30,29,0,0,0
780,101,3443,2021-07-02,2021-07-02,10:55:19,,leads_registered,,0,,108,2021-08-04,33,1,0,0
780,102,3609,2021-07-02,2021-07-09,09:21:13,2021-07-02,leads_qualification,7,0,,108,2021-08-04,33,0,0,0
780,103,3668,2021-07-02,2021-07-12,13:18:23,2021-07-09,initial_communication_success,3,0,,108,2021-08-04,33,0,0,0
780,104,3737,2021-07-02,2021-07-14,12:21:10,2021-07-12,approach_success,2,0,,108,2021-08-04,33,0,0,0
780,105,3861,2021-07-02,2021-07-21,11:43:23,2021-07-14,discussion_success,7,0,,108,2021-08-04,33,0,0,0
780,106,3872,2021-07-02,2021-07-22,12:41:42,2021-07-21,offer_sent,1,0,,108,2021-08-04,33,0,0,0
780,107,3980,2021-07-02,2021-07-29,15:57:05,2021-07-22,quotation_recieved,7,0,,108,2021-08-04,33,0,0,0
780,108,4069,2021-07-02,2021-08-04,09:11:03,2021-07-29,deal_won,6,0,,108,2021-08-04,33,0,1,1
802,101,3532,2021-07-06,2021-07-06,09:31:51,,leads_registered,,0,,103,2021-07-13,7,1,0,0
802,102,3663,2021-07-06,2021-07-12,12:03:28,2021-07-06,leads_qualification,6,0,,103,2021-07-13,7,0,0,0
802,103,3701,2021-07-06,2021-07-13,11:56:08,2021-07-12,initial_communication_success,1,1,not interested,103,2021-07-13,7,0,0,0
