funnel_id,leads_id,stage,TimeStamp,reason,stage_id
114,56,leads_registered,2020-12-10 17:16:59 UTC,,101
115,57,leads_registered,2020-12-11 09:11:03 UTC,,101
119,58,leads_registered,2020-12-11 09:42:14 UTC,,101
123,59,leads_registered,2020-12-11 10:28:14 UTC,,101
124,60,leads_registered,2020-12-11 10:51:42 UTC,,101
125,61,leads_registered,2020-12-11 11:24:42 UTC,,101
127,62,leads_registered,2020-12-11 13:28:06 UTC,,101
130,63,leads_registered,2020-12-11 13:47:41 UTC,,101
140,64,leads_registered,2020-12-11 16:32:08 UTC,,101
141,65,leads_registered,2020-12-11 16:40:43 UTC,,101
147,66,leads_registered,2020-12-11 17:59:08 UTC,,101
152,67,leads_registered,2020-12-14 09:51:37 UTC,,101
167,68,leads_registered,2020-12-14 15:59:08 UTC,,101
182,69,leads_registered,2020-12-15 12:05:07 UTC,,101
185,70,leads_registered,2020-12-15 15:14:56 UTC,,101
196,71,leads_registered,2020-12-16 09:48:00 UTC,,101
205,72,leads_registered,2020-12-16 15:19:44 UTC,,101
211,73,leads_registered,2020-12-16 17:40:41 UTC,,101
226,74,leads_registered,2020-12-17 14:54:06 UTC,,101
228,75,leads_registered,2020-12-17 15:10:23 UTC,,101
231,76,leads_registered,2020-12-17 17:02:57 UTC,,101
241,77,leads_registered,2020-12-18 11:05:47 UTC,,101
251,78,leads_registered,2020-12-18 16:18:04 UTC,,101
256,79,leads_registered,2020-12-21 09:23:46 UTC,,101
259,80,leads_registered,2020-12-21 10:30:38 UTC,,101
266,81,leads_registered,2020-12-21 12:06:55 UTC,,101
269,82,leads_registered,2020-12-21 12:29:47 UTC,,101
282,83,leads_registered,2020-12-22 10:28:28 UTC,,101
285,84,leads_registered,2020-12-22 10:57:57 UTC,,101
290,85,leads_registered,2020-12-22 14:17:52 UTC,,101
293,86,leads_registered,2020-12-22 16:01:22 UTC,,101
306,87,leads_registered,2020-12-23 12:00:51 UTC,,101
310,88,leads_registered,2020-12-23 14:51:37 UTC,,101
312,89,leads_registered,2020-12-23 15:19:07 UTC,,101
313,90,leads_registered,2020-12-23 15:44:06 UTC,,101
316,91,leads_registered,2020-12-23 16:25:55 UTC,,101
318,92,leads_registered,2020-12-24 09:45:36 UTC,,101
320,93,leads_registered,2020-12-24 11:43:06 UTC,,101
321,94,leads_registered,2020-12-24 11:56:10 UTC,,101
325,95,leads_registered,2020-12-24 14:26:15 UTC,,101
327,96,leads_registered,2020-12-24 17:21:10 UTC,,101
349,97,leads_registered,2020-12-28 09:54:13 UTC,,101
350,98,leads_registered,2020-12-28 10:25:08 UTC,,101
352,99,leads_registered,2020-12-28 10:29:02 UTC,,101
359,100,leads_registered,2020-12-28 13:00:01 UTC,,101
362,101,leads_registered,2020-12-28 15:42:37 UTC,,101
377,102,leads_registered,2020-12-29 10:48:50 UTC,,101
385,103,leads_registered,2020-12-29 13:54:39 UTC,,101
387,104,leads_registered,2020-12-29 14:47:52 UTC,,101
390,105,leads_registered,2020-12-29 15:20:10 UTC,,101
392,106,leads_registered,2020-12-29 16:04:04 UTC,,101
393,107,leads_registered,2020-12-29 16:56:39 UTC,,101
394,108,leads_registered,2020-12-29 17:26:23 UTC,,101
396,109,leads_registered,2020-12-30 09:10:00 UTC,,101
397,110,leads_registered,2020-12-30 10:02:19 UTC,,101
399,111,leads_registered,2020-12-30 10:31:48 UTC,,101
400,112,leads_registered,2020-12-30 10:49:02 UTC,,101
401,113,leads_registered,2020-12-30 11:10:08 UTC,,101
406,114,leads_registered,2020-12-30 14:55:11 UTC,,101
408,115,leads_registered,2020-12-30 15:17:41 UTC,,101
409,116,leads_registered,2020-12-30 15:31:20 UTC,,101
415,117,leads_registered,2020-12-31 10:42:29 UTC,,101
416,118,leads_registered,2020-12-31 11:02:10 UTC,,101
425,119,leads_registered,2020-12-31 15:51:38 UTC,,101
426,120,leads_registered,2020-12-31 16:03:13 UTC,,101
430,121,leads_registered,2020-12-31 17:35:16 UTC,,101
432,122,leads_registered,2021-01-01 09:26:58 UTC,,101
437,123,leads_registered,2021-01-01 10:31:07 UTC,,101
438,124,leads_registered,2021-01-01 10:36:32 UTC,,101
439,125,leads_registered,2021-01-01 10:38:28 UTC,,101
441,126,leads_registered,2021-01-01 11:00:01 UTC,,101
446,127,leads_registered,2021-01-01 12:59:10 UTC,,101
449,128,leads_registered,2021-01-01 14:26:03 UTC,,101
450,129,leads_registered,2021-01-01 14:36:35 UTC,,101
452,130,leads_registered,2021-01-01 15:29:05 UTC,,101
457,131,leads_registered,2021-01-01 16:34:26 UTC,,101
460,132,leads_registered,2021-01-01 17:50:03 UTC,,101
470,133,leads_registered,2021-01-04 10:59:09 UTC,,101
472,134,leads_registered,2021-01-04 11:41:23 UTC,,101
474,135,leads_registered,2021-01-04 11:59:44 UTC,,101
482,136,leads_registered,2021-01-04 13:48:33 UTC,,101
484,137,leads_registered,2021-01-04 14:05:37 UTC,,101
486,138,leads_registered,2021-01-04 14:25:42 UTC,,101
489,139,leads_registered,2021-01-04 14:48:14 UTC,,101
492,140,leads_registered,2021-01-04 15:20:07 UTC,,101
493,141,leads_registered,2021-01-04 15:23:00 UTC,,101
495,142,leads_registered,2021-01-04 15:40:53 UTC,,101
496,143,leads_registered,2021-01-04 15:41:27 UTC,,101
499,144,leads_registered,2021-01-04 16:57:24 UTC,,101
507,145,leads_registered,2021-01-05 10:10:36 UTC,,101
512,146,leads_registered,2021-01-05 10:43:37 UTC,,101
522,147,leads_registered,2021-01-05 15:38:47 UTC,,101
525,148,leads_registered,2021-01-05 16:37:16 UTC,,101
527,149,leads_registered,2021-01-05 16:46:44 UTC,,101
529,150,leads_registered,2021-01-05 17:20:31 UTC,,101
531,151,leads_registered,2021-01-05 17:35:07 UTC,,101
532,152,leads_registered,2021-01-05 17:45:33 UTC,,101
533,153,leads_registered,2021-01-05 17:46:56 UTC,,101
534,154,leads_registered,2021-01-06 09:02:54 UTC,,101
537,155,leads_registered,2021-01-06 11:03:10 UTC,,101
541,156,leads_registered,2021-01-06 12:19:31 UTC,,101
542,157,leads_registered,2021-01-06 12:27:42 UTC,,101
546,158,leads_registered,2021-01-06 13:29:57 UTC,,101
547,159,leads_registered,2021-01-06 13:58:45 UTC,,101
549,160,leads_registered,2021-01-06 14:26:11 UTC,,101
554,161,leads_registered,2021-01-06 15:37:54 UTC,,101
559,162,leads_registered,2021-01-06 17:42:46 UTC,,101
561,163,leads_registered,2021-01-07 09:39:45 UTC,,101
565,164,leads_registered,2021-01-07 10:39:02 UTC,,101
566,165,leads_registered,2021-01-07 10:46:00 UTC,,101
570,166,leads_registered,2021-01-07 11:17:59 UTC,,101
571,167,leads_registered,2021-01-07 11:19:29 UTC,,101
576,168,leads_registered,2021-01-07 14:32:24 UTC,,101
577,169,leads_registered,2021-01-07 15:20:45 UTC,,101
582,170,leads_registered,2021-01-07 17:11:04 UTC,,101
583,171,leads_registered,2021-01-07 17:18:18 UTC,,101
587,172,leads_registered,2021-01-08 09:10:33 UTC,,101
591,173,leads_registered,2021-01-08 09:54:41 UTC,,101
600,174,leads_registered,2021-01-08 11:29:19 UTC,,101
604,175,leads_registered,2021-01-08 12:35:43 UTC,,101
607,176,leads_registered,2021-01-08 13:21:20 UTC,,101
614,177,leads_registered,2021-01-08 16:28:59 UTC,,101
615,178,leads_registered,2021-01-08 16:30:09 UTC,,101
619,179,leads_registered,2021-01-08 17:02:34 UTC,,101
638,180,leads_registered,2021-01-11 10:49:51 UTC,,101
668,181,leads_registered,2021-01-12 11:07:32 UTC,,101
678,182,leads_registered,2021-01-12 14:55:34 UTC,,101
699,183,leads_registered,2021-01-13 14:48:24 UTC,,101
700,184,leads_registered,2021-01-13 15:58:58 UTC,,101
704,185,leads_registered,2021-01-13 16:35:03 UTC,,101
706,186,leads_registered,2021-01-13 16:46:07 UTC,,101
717,187,leads_registered,2021-01-14 12:31:53 UTC,,101
722,188,leads_registered,2021-01-14 14:21:06 UTC,,101
731,189,leads_registered,2021-01-15 09:33:05 UTC,,101
738,190,leads_registered,2021-01-15 12:31:59 UTC,,101
743,191,leads_registered,2021-01-15 14:11:46 UTC,,101
760,192,leads_registered,2021-01-18 10:29:42 UTC,,101
774,193,leads_registered,2021-01-18 16:17:34 UTC,,101
779,194,leads_registered,2021-01-19 09:05:10 UTC,,101
796,195,leads_registered,2021-01-19 17:42:05 UTC,,101
807,196,leads_registered,2021-01-20 12:42:08 UTC,,101
831,197,leads_registered,2021-01-22 09:03:36 UTC,,101
833,198,leads_registered,2021-01-22 09:49:37 UTC,,101
837,199,leads_registered,2021-01-22 11:19:32 UTC,,101
843,200,leads_registered,2021-01-22 16:51:32 UTC,,101
844,201,leads_registered,2021-01-22 16:54:53 UTC,,101
848,202,leads_registered,2021-01-25 09:10:36 UTC,,101
850,203,leads_registered,2021-01-25 09:34:59 UTC,,101
854,204,leads_registered,2021-01-25 10:48:00 UTC,,101
856,205,leads_registered,2021-01-25 12:41:39 UTC,,101
862,206,leads_registered,2021-01-25 17:12:32 UTC,,101
863,207,leads_registered,2021-01-25 17:28:47 UTC,,101
864,208,leads_registered,2021-01-25 17:33:34 UTC,,101
865,209,leads_registered,2021-01-25 17:37:45 UTC,,101
866,210,leads_registered,2021-01-26 09:05:52 UTC,,101
867,211,leads_registered,2021-01-26 09:35:17 UTC,,101
869,212,leads_registered,2021-01-26 10:25:47 UTC,,101
870,213,leads_registered,2021-01-26 10:28:53 UTC,,101
882,214,leads_registered,2021-01-27 10:07:01 UTC,,101
885,215,leads_registered,2021-01-27 10:58:14 UTC,,101
894,216,leads_registered,2021-01-28 12:22:16 UTC,,101
896,217,leads_registered,2021-01-28 13:13:08 UTC,,101
898,218,leads_registered,2021-01-28 16:41:04 UTC,,101
902,219,leads_registered,2021-01-28 17:55:07 UTC,,101
903,220,leads_registered,2021-01-29 09:00:36 UTC,,101
904,221,leads_registered,2021-01-29 09:18:23 UTC,,101
905,222,leads_registered,2021-01-29 10:25:04 UTC,,101
908,223,leads_registered,2021-01-29 10:40:23 UTC,,101
913,224,leads_registered,2021-01-29 12:54:10 UTC,,101
914,225,leads_registered,2021-01-29 13:04:10 UTC,,101
916,226,leads_registered,2021-01-29 13:31:28 UTC,,101
918,227,leads_registered,2021-01-29 13:43:25 UTC,,101
919,228,leads_registered,2021-01-29 14:29:23 UTC,,101
925,229,leads_registered,2021-01-29 16:39:59 UTC,,101
938,230,leads_registered,2021-02-01 10:44:05 UTC,,101
940,231,leads_registered,2021-02-01 11:49:37 UTC,,101
941,232,leads_registered,2021-02-01 11:50:23 UTC,,101
950,233,leads_registered,2021-02-01 16:03:20 UTC,,101
956,234,leads_registered,2021-02-01 17:01:34 UTC,,101
958,235,leads_registered,2021-02-01 17:50:44 UTC,,101
964,236,leads_registered,2021-02-02 09:55:01 UTC,,101
966,237,leads_registered,2021-02-02 10:40:46 UTC,,101
971,238,leads_registered,2021-02-02 13:52:41 UTC,,101
972,239,leads_registered,2021-02-02 15:33:02 UTC,,101
975,240,leads_registered,2021-02-02 16:50:29 UTC,,101
976,241,leads_registered,2021-02-02 17:36:19 UTC,,101
978,242,leads_registered,2021-02-03 11:30:58 UTC,,101
980,243,leads_registered,2021-02-03 11:47:15 UTC,,101
983,244,leads_registered,2021-02-03 14:36:48 UTC,,101
987,245,leads_registered,2021-02-03 16:18:24 UTC,,101
989,246,leads_registered,2021-02-03 16:37:05 UTC,,101
990,247,leads_registered,2021-02-03 16:59:26 UTC,,101
992,248,leads_registered,2021-02-04 09:08:19 UTC,,101
994,249,leads_registered,2021-02-04 09:26:09 UTC,,101
998,250,leads_registered,2021-02-04 12:45:15 UTC,,101
999,251,leads_registered,2021-02-04 12:49:06 UTC,,101
1002,252,leads_registered,2021-02-04 16:10:24 UTC,,101
1003,253,leads_registered,2021-02-04 16:21:47 UTC,,101
1004,254,leads_registered,2021-02-04 16:46:48 UTC,,101
1011,255,leads_registered,2021-02-05 10:27:52 UTC,,101
1013,256,leads_registered,2021-02-05 10:40:32 UTC,,101
1016,257,leads_registered,2021-02-05 11:12:36 UTC,,101
1018,258,leads_registered,2021-02-05 11:42:34 UTC,,101
1033,259,leads_registered,2021-02-05 16:28:07 UTC,,101
1035,260,leads_registered,2021-02-05 17:01:12 UTC,,101
1042,261,leads_registered,2021-02-08 09:39:03 UTC,,101
1056,262,leads_registered,2021-02-08 14:25:53 UTC,,101
1073,263,leads_registered,2021-02-09 09:04:20 UTC,,101
1079,264,leads_registered,2021-02-09 10:33:15 UTC,,101
1085,265,leads_registered,2021-02-09 15:02:34 UTC,,101
1086,266,leads_registered,2021-02-09 15:14:14 UTC,,101
1103,267,leads_registered,2021-02-10 15:38:37 UTC,,101
1114,268,leads_registered,2021-02-11 09:10:27 UTC,,101
1115,269,leads_registered,2021-02-11 09:25:28 UTC,,101
1129,270,leads_registered,2021-02-12 09:30:30 UTC,,101
1130,271,leads_registered,2021-02-12 10:16:58 UTC,,101
1170,272,leads_registered,2021-02-15 17:22:38 UTC,,101
1175,273,leads_registered,2021-02-16 09:58:19 UTC,,101
1177,274,leads_registered,2021-02-16 10:11:24 UTC,,101
1181,275,leads_registered,2021-02-16 14:50:33 UTC,,101
1196,276,leads_registered,2021-02-17 12:51:59 UTC,,101
1209,277,leads_registered,2021-02-18 11:23:06 UTC,,101
1213,278,leads_registered,2021-02-18 16:54:22 UTC,,101
1216,279,leads_registered,2021-02-19 09:04:34 UTC,,101
1217,280,leads_registered,2021-02-19 09:20:52 UTC,,101
1224,281,leads_registered,2021-02-19 12:43:51 UTC,,101
1232,282,leads_registered,2021-02-19 17:44:06 UTC,,101
1237,283,leads_registered,2021-02-22 09:24:43 UTC,,101
1243,284,leads_registered,2021-02-22 12:51:34 UTC,,101
1245,285,leads_registered,2021-02-22 16:00:20 UTC,,101
1247,286,leads_registered,2021-02-22 16:51:18 UTC,,101
1251,287,leads_registered,2021-02-23 09:23:03 UTC,,101
1252,288,leads_registered,2021-02-23 09:54:39 UTC,,101
1254,289,leads_registered,2021-02-23 10:02:45 UTC,,101
1258,290,leads_registered,2021-02-23 14:27:36 UTC,,101
1261,291,leads_registered,2021-02-23 16:37:29 UTC,,101
1268,292,leads_registered,2021-02-23 17:55:09 UTC,,101
1274,293,leads_registered,2021-02-24 17:53:42 UTC,,101
1275,294,leads_registered,2021-02-25 10:00:48 UTC,,101
1278,295,leads_registered,2021-02-25 10:16:30 UTC,,101
1283,296,leads_registered,2021-02-25 14:22:50 UTC,,101
1284,297,leads_registered,2021-02-25 15:01:21 UTC,,101
1290,298,leads_registered,2021-02-26 09:11:11 UTC,,101
1291,299,leads_registered,2021-02-26 09:17:05 UTC,,101
1293,300,leads_registered,2021-02-26 09:34:14 UTC,,101
1295,301,leads_registered,2021-02-26 09:58:07 UTC,,101
1297,302,leads_registered,2021-02-26 10:17:21 UTC,,101
1299,303,leads_registered,2021-02-26 10:45:45 UTC,,101
1301,304,leads_registered,2021-02-26 10:53:02 UTC,,101
1305,305,leads_registered,2021-02-26 12:50:37 UTC,,101
1311,306,leads_registered,2021-02-26 16:10:52 UTC,,101
1312,307,leads_registered,2021-02-26 16:11:33 UTC,,101
1314,308,leads_registered,2021-02-26 16:25:28 UTC,,101
1317,309,leads_registered,2021-03-01 09:58:00 UTC,,101
1322,310,leads_registered,2021-03-01 11:15:07 UTC,,101
1328,311,leads_registered,2021-03-01 14:31:25 UTC,,101
1329,312,leads_registered,2021-03-01 15:05:15 UTC,,101
1330,313,leads_registered,2021-03-01 15:10:30 UTC,,101
1331,314,leads_registered,2021-03-01 15:34:36 UTC,,101
1333,315,leads_registered,2021-03-01 16:12:25 UTC,,101
1339,316,leads_registered,2021-03-01 17:00:45 UTC,,101
1341,317,leads_registered,2021-03-01 17:48:47 UTC,,101
1342,318,leads_registered,2021-03-02 09:21:16 UTC,,101
1344,319,leads_registered,2021-03-02 09:29:01 UTC,,101
1345,320,leads_registered,2021-03-02 09:44:47 UTC,,101
1351,321,leads_registered,2021-03-02 13:18:53 UTC,,101
1352,322,leads_registered,2021-03-02 13:29:50 UTC,,101
1360,323,leads_registered,2021-03-02 16:07:29 UTC,,101
1366,324,leads_registered,2021-03-02 17:29:29 UTC,,101
1369,325,leads_registered,2021-03-03 09:23:05 UTC,,101
1370,326,leads_registered,2021-03-03 09:34:13 UTC,,101
1374,327,leads_registered,2021-03-03 13:41:14 UTC,,101
1375,328,leads_registered,2021-03-03 14:50:06 UTC,,101
1377,329,leads_registered,2021-03-03 16:06:55 UTC,,101
1378,330,leads_registered,2021-03-03 16:32:57 UTC,,101
1383,331,leads_registered,2021-03-03 17:20:36 UTC,,101
1384,332,leads_registered,2021-03-03 17:37:18 UTC,,101
1388,333,leads_registered,2021-03-04 09:42:48 UTC,,101
1389,334,leads_registered,2021-03-04 10:39:55 UTC,,101
1390,335,leads_registered,2021-03-04 10:48:53 UTC,,101
1391,336,leads_registered,2021-03-04 11:22:19 UTC,,101
1393,337,leads_registered,2021-03-04 14:39:00 UTC,,101
1394,338,leads_registered,2021-03-04 14:57:01 UTC,,101
1395,339,leads_registered,2021-03-04 17:50:31 UTC,,101
1399,340,leads_registered,2021-03-05 09:18:25 UTC,,101
1400,341,leads_registered,2021-03-05 09:27:29 UTC,,101
1405,342,leads_registered,2021-03-05 10:18:56 UTC,,101
1408,343,leads_registered,2021-03-05 10:27:32 UTC,,101
1409,344,leads_registered,2021-03-05 10:29:16 UTC,,101
1411,345,leads_registered,2021-03-05 10:59:16 UTC,,101
1412,346,leads_registered,2021-03-05 10:59:23 UTC,,101
1416,347,leads_registered,2021-03-05 12:30:54 UTC,,101
1426,348,leads_registered,2021-03-05 17:23:53 UTC,,101
1429,349,leads_registered,2021-03-08 09:11:34 UTC,,101
1436,350,leads_registered,2021-03-08 10:39:52 UTC,,101
1439,351,leads_registered,2021-03-08 10:59:34 UTC,,101
1442,352,leads_registered,2021-03-08 11:10:15 UTC,,101
1449,353,leads_registered,2021-03-08 13:01:51 UTC,,101
1454,354,leads_registered,2021-03-08 13:50:06 UTC,,101
1459,355,leads_registered,2021-03-08 15:33:28 UTC,,101
1460,356,leads_registered,2021-03-08 16:05:59 UTC,,101
1465,357,leads_registered,2021-03-08 16:45:07 UTC,,101
1469,358,leads_registered,2021-03-08 17:17:20 UTC,,101
1473,359,leads_registered,2021-03-08 17:44:31 UTC,,101
1486,360,leads_registered,2021-03-09 12:27:35 UTC,,101
1491,361,leads_registered,2021-03-09 13:27:53 UTC,,101
1501,362,leads_registered,2021-03-09 17:01:18 UTC,,101
1506,363,leads_registered,2021-03-09 17:34:53 UTC,,101
1507,364,leads_registered,2021-03-09 17:40:38 UTC,,101
1508,365,leads_registered,2021-03-09 17:46:56 UTC,,101
1514,366,leads_registered,2021-03-10 09:40:29 UTC,,101
1518,367,leads_registered,2021-03-10 10:14:46 UTC,,101
1519,368,leads_registered,2021-03-10 10:27:26 UTC,,101
1525,369,leads_registered,2021-03-10 16:36:54 UTC,,101
1532,370,leads_registered,2021-03-11 09:45:55 UTC,,101
1535,371,leads_registered,2021-03-11 10:19:11 UTC,,101
1546,372,leads_registered,2021-03-11 13:17:13 UTC,,101
1548,373,leads_registered,2021-03-11 13:59:08 UTC,,101
1551,374,leads_registered,2021-03-11 15:47:38 UTC,,101
1556,375,leads_registered,2021-03-12 09:00:00 UTC,,101
1579,376,leads_registered,2021-03-12 16:20:13 UTC,,101
1588,377,leads_registered,2021-03-12 17:47:17 UTC,,101
1612,378,leads_registered,2021-03-15 14:24:23 UTC,,101
1626,379,leads_registered,2021-03-16 10:33:37 UTC,,101
1665,380,leads_registered,2021-03-18 10:18:23 UTC,,101
1666,381,leads_registered,2021-03-18 10:29:23 UTC,,101
1673,382,leads_registered,2021-03-18 16:32:18 UTC,,101
1678,383,leads_registered,2021-03-19 09:08:29 UTC,,101
1682,384,leads_registered,2021-03-19 10:41:39 UTC,,101
1683,385,leads_registered,2021-03-19 10:45:52 UTC,,101
1686,386,leads_registered,2021-03-19 11:29:30 UTC,,101
1687,387,leads_registered,2021-03-19 11:34:13 UTC,,101
1693,388,leads_registered,2021-03-19 14:06:34 UTC,,101
1703,389,leads_registered,2021-03-19 16:17:53 UTC,,101
1705,390,leads_registered,2021-03-19 17:10:29 UTC,,101
1710,391,leads_registered,2021-03-22 09:49:35 UTC,,101
1718,392,leads_registered,2021-03-22 12:39:14 UTC,,101
1727,393,leads_registered,2021-03-23 09:19:08 UTC,,101
1736,394,leads_registered,2021-03-23 12:20:11 UTC,,101
1741,395,leads_registered,2021-03-23 14:37:39 UTC,,101
1756,396,leads_registered,2021-03-24 12:18:46 UTC,,101
1764,397,leads_registered,2021-03-24 17:02:39 UTC,,101
1765,398,leads_registered,2021-03-24 17:40:11 UTC,,101
1770,399,leads_registered,2021-03-25 09:22:46 UTC,,101
1771,400,leads_registered,2021-03-25 09:58:33 UTC,,101
1774,401,leads_registered,2021-03-25 10:24:53 UTC,,101
1775,402,leads_registered,2021-03-25 12:55:16 UTC,,101
1776,403,leads_registered,2021-03-25 13:02:51 UTC,,101
1777,404,leads_registered,2021-03-25 13:25:46 UTC,,101
1783,405,leads_registered,2021-03-25 16:25:44 UTC,,101
1784,406,leads_registered,2021-03-25 16:32:34 UTC,,101
1789,407,leads_registered,2021-03-26 09:21:27 UTC,,101
1796,408,leads_registered,2021-03-26 11:09:28 UTC,,101
1798,409,leads_registered,2021-03-26 12:19:22 UTC,,101
1799,410,leads_registered,2021-03-26 12:27:30 UTC,,101
1805,411,leads_registered,2021-03-26 16:04:42 UTC,,101
1809,412,leads_registered,2021-03-26 17:21:32 UTC,,101
1810,413,leads_registered,2021-03-26 17:38:50 UTC,,101
1812,414,leads_registered,2021-03-26 17:51:37 UTC,,101
1817,415,leads_registered,2021-03-29 09:58:20 UTC,,101
1834,416,leads_registered,2021-03-29 16:56:00 UTC,,101
1835,417,leads_registered,2021-03-29 17:20:47 UTC,,101
1837,418,leads_registered,2021-03-29 17:36:51 UTC,,101
1839,419,leads_registered,2021-03-29 17:45:14 UTC,,101
1840,420,leads_registered,2021-03-30 09:29:16 UTC,,101
1841,421,leads_registered,2021-03-30 09:34:41 UTC,,101
1845,422,leads_registered,2021-03-30 10:11:21 UTC,,101
1849,423,leads_registered,2021-03-30 14:51:51 UTC,,101
1850,424,leads_registered,2021-03-30 14:54:00 UTC,,101
1851,425,leads_registered,2021-03-30 15:10:12 UTC,,101
1853,426,leads_registered,2021-03-30 15:43:42 UTC,,101
1854,427,leads_registered,2021-03-30 16:08:30 UTC,,101
1861,428,leads_registered,2021-03-31 09:21:36 UTC,,101
1869,429,leads_registered,2021-03-31 16:05:30 UTC,,101
1870,430,leads_registered,2021-03-31 17:10:59 UTC,,101
1871,431,leads_registered,2021-04-01 09:02:49 UTC,,101
1875,432,leads_registered,2021-04-01 10:12:41 UTC,,101
1877,433,leads_registered,2021-04-01 11:13:41 UTC,,101
1881,434,leads_registered,2021-04-01 12:09:10 UTC,,101
1887,435,leads_registered,2021-04-01 14:39:23 UTC,,101
1888,436,leads_registered,2021-04-01 15:38:48 UTC,,101
1889,437,leads_registered,2021-04-01 15:39:02 UTC,,101
1890,438,leads_registered,2021-04-01 16:07:59 UTC,,101
1891,439,leads_registered,2021-04-01 16:11:55 UTC,,101
1892,440,leads_registered,2021-04-01 16:34:05 UTC,,101
1893,442,leads_registered,2021-04-01 17:23:09 UTC,,101
1894,441,leads_registered,2021-04-01 17:23:09 UTC,,101
1896,443,leads_registered,2021-04-02 09:17:28 UTC,,101
1903,444,leads_registered,2021-04-02 10:03:20 UTC,,101
1904,445,leads_registered,2021-04-02 10:10:18 UTC,,101
1906,446,leads_registered,2021-04-02 10:30:34 UTC,,101
1911,447,leads_registered,2021-04-02 12:42:47 UTC,,101
1918,448,leads_registered,2021-04-02 13:47:32 UTC,,101
1919,449,leads_registered,2021-04-02 14:07:06 UTC,,101
1921,450,leads_registered,2021-04-02 14:46:08 UTC,,101
1924,451,leads_registered,2021-04-02 16:02:45 UTC,,101
1930,452,leads_registered,2021-04-02 17:51:28 UTC,,101
1942,453,leads_registered,2021-04-05 10:59:29 UTC,,101
1943,454,leads_registered,2021-04-05 11:06:10 UTC,,101
1946,455,leads_registered,2021-04-05 11:29:17 UTC,,101
1948,456,leads_registered,2021-04-05 11:37:46 UTC,,101
1955,457,leads_registered,2021-04-05 14:04:58 UTC,,101
