contract_id,discount_type_code,discount_type,month_discount,deal_won,user_price_after,discount_reten_flag
102,D1,2021_quarter_discount,3 month discounts,2021-04-19 13:27:20,22500,0
103,D1,2021_quarter_discount,3 month discounts,2021-04-21 17:21:11,22500,0
106,D1,2021_quarter_discount,3 month discounts,2021-04-27 09:56:16,22500,0
107,D1,2021_quarter_discount,3 month discounts,2021-04-27 10:51:50,22500,0
109,D1,2021_quarter_discount,3 month discounts,2021-04-28 11:31:05,22500,0
111,D1,2021_quarter_discount,3 month discounts,2021-04-28 17:36:04,22500,0
113,D1,2021_quarter_discount,3 month discounts,2021-04-29 15:42:34,22500,0
115,D1,2021_quarter_discount,3 month discounts,2021-04-30 17:55:53,22500,0
166,D1,2021_quarter_discount,3 month discounts,2021-07-01 09:10:13,22500,0
168,D1,2021_quarter_discount,3 month discounts,2021-07-01 11:56:36,22500,0
170,D1,2021_quarter_discount,3 month discounts,2021-07-01 14:27:05,22500,0
172,D1,2021_quarter_discount,3 month discounts,2021-07-02 12:13:49,22500,0
173,D1,2021_quarter_discount,3 month discounts,2021-07-02 13:27:45,22500,0
178,D1,2021_quarter_discount,3 month discounts,2021-07-07 12:04:42,22500,0
181,D1,2021_quarter_discount,3 month discounts,2021-07-13 17:43:47,22500,0
183,D1,2021_quarter_discount,3 month discounts,2021-07-21 17:14:42,22500,0
187,D1,2021_quarter_discount,3 month discounts,2021-07-26 10:53:41,22500,0
188,D1,2021_quarter_discount,3 month discounts,2021-07-26 17:25:06,22500,0
190,D1,2021_quarter_discount,3 month discounts,2021-07-27 15:08:54,22500,0
191,D1,2021_quarter_discount,3 month discounts,2021-07-27 15:43:47,22500,0
193,D1,2021_quarter_discount,3 month discounts,2021-07-29 12:31:35,22500,0
197,D1,2021_quarter_discount,3 month discounts,2021-07-30 11:25:38,22500,0
198,D1,2021_quarter_discount,3 month discounts,2021-07-30 12:37:37,22500,0
262,D1,2021_quarter_discount,3 month discounts,2021-10-04 09:03:35,22500,0
263,D1,2021_quarter_discount,3 month discounts,2021-10-04 10:04:15,22500,0
264,D1,2021_quarter_discount,3 month discounts,2021-10-04 10:22:11,22500,0
266,D1,2021_quarter_discount,3 month discounts,2021-10-05 14:34:07,22500,0
272,D1,2021_quarter_discount,3 month discounts,2021-10-14 17:19:03,22500,0
276,D1,2021_quarter_discount,3 month discounts,2021-10-22 09:11:44,22500,0
280,D1,2021_quarter_discount,3 month discounts,2021-10-26 16:38:17,22500,0
283,D1,2021_quarter_discount,3 month discounts,2021-10-27 12:19:01,22500,0
285,D1,2021_quarter_discount,3 month discounts,2021-10-27 17:46:58,22500,0
287,D1,2021_quarter_discount,3 month discounts,2021-10-29 09:20:34,22500,0
289,D1,2021_quarter_discount,3 month discounts,2021-10-29 10:12:17,22500,0
290,D1,2021_quarter_discount,3 month discounts,2021-10-29 16:32:54,22500,0
293,D1,2021_quarter_discount,3 month discounts,2021-10-29 17:00:53,22500,0
355,D2,2022_quarter_discount,3 month discounts,2022-01-03 11:53:18,20000,0
357,D2,2022_quarter_discount,3 month discounts,2022-01-03 12:45:57,20000,0
369,D2,2022_quarter_discount,3 month discounts,2022-01-04 12:22:28,20000,0
370,D2,2022_quarter_discount,3 month discounts,2022-01-04 14:34:57,20000,0
372,D2,2022_quarter_discount,3 month discounts,2022-01-04 16:38:26,20000,0
377,D2,2022_quarter_discount,3 month discounts,2022-01-05 09:13:35,20000,0
379,D2,2022_quarter_discount,3 month discounts,2022-01-05 09:48:25,20000,0
382,D2,2022_quarter_discount,3 month discounts,2022-01-05 11:28:57,20000,0
386,D2,2022_quarter_discount,3 month discounts,2022-01-06 09:44:44,20000,0
394,D2,2022_quarter_discount,3 month discounts,2022-01-07 10:40:29,20000,0
399,D2,2022_quarter_discount,3 month discounts,2022-01-13 13:13:28,20000,0
400,D2,2022_quarter_discount,3 month discounts,2022-01-13 13:32:13,20000,0
404,D2,2022_quarter_discount,3 month discounts,2022-01-19 16:33:33,20000,0
412,D2,2022_quarter_discount,3 month discounts,2022-01-25 09:21:09,20000,0
422,D2,2022_quarter_discount,3 month discounts,2022-01-27 16:52:32,20000,0
426,D2,2022_quarter_discount,3 month discounts,2022-01-28 13:24:29,20000,0
427,D2,2022_quarter_discount,3 month discounts,2022-01-28 16:59:16,20000,0
429,D2,2022_quarter_discount,3 month discounts,2022-01-31 09:48:05,20000,0
430,D2,2022_quarter_discount,3 month discounts,2022-01-31 10:10:38,20000,0
431,D2,2022_quarter_discount,3 month discounts,2022-01-31 10:38:01,20000,0
433,D2,2022_quarter_discount,3 month discounts,2022-01-31 16:17:40,20000,0
434,D2,2022_quarter_discount,3 month discounts,2022-01-31 16:49:41,20000,0
532,D2,2022_quarter_discount,3 month discounts,2022-04-01 09:09:51,20000,0
533,D2,2022_quarter_discount,3 month discounts,2022-04-01 09:13:51,20000,0
538,D2,2022_quarter_discount,3 month discounts,2022-04-01 15:42:18,20000,0
541,D2,2022_quarter_discount,3 month discounts,2022-04-01 17:33:19,20000,0
548,D2,2022_quarter_discount,3 month discounts,2022-04-04 11:03:50,20000,0
550,D2,2022_quarter_discount,3 month discounts,2022-04-04 12:13:47,20000,0
552,D2,2022_quarter_discount,3 month discounts,2022-04-04 13:20:20,20000,0
556,D2,2022_quarter_discount,3 month discounts,2022-04-04 17:57:21,20000,0
562,D2,2022_quarter_discount,3 month discounts,2022-04-05 09:10:01,20000,0
564,D2,2022_quarter_discount,3 month discounts,2022-04-05 11:40:43,20000,0
566,D2,2022_quarter_discount,3 month discounts,2022-04-05 16:00:35,20000,0
574,D2,2022_quarter_discount,3 month discounts,2022-04-07 09:56:00,20000,0
576,D2,2022_quarter_discount,3 month discounts,2022-04-07 11:55:43,20000,0
577,D2,2022_quarter_discount,3 month discounts,2022-04-07 13:11:15,20000,0
580,D2,2022_quarter_discount,3 month discounts,2022-04-08 16:15:26,20000,0
583,D2,2022_quarter_discount,3 month discounts,2022-04-12 16:08:49,20000,0
584,D2,2022_quarter_discount,3 month discounts,2022-04-13 12:51:51,20000,0
586,D2,2022_quarter_discount,3 month discounts,2022-04-14 10:46:23,20000,0
587,D2,2022_quarter_discount,3 month discounts,2022-04-14 10:47:23,20000,0
588,D2,2022_quarter_discount,3 month discounts,2022-04-14 11:11:16,20000,0
594,D2,2022_quarter_discount,3 month discounts,2022-04-21 10:18:13,20000,0
595,D2,2022_quarter_discount,3 month discounts,2022-04-21 11:48:27,20000,0
597,D2,2022_quarter_discount,3 month discounts,2022-04-22 10:09:53,20000,0
598,D2,2022_quarter_discount,3 month discounts,2022-04-22 11:06:26,20000,0
599,D2,2022_quarter_discount,3 month discounts,2022-04-22 12:58:45,20000,0
605,D2,2022_quarter_discount,3 month discounts,2022-04-25 17:43:23,20000,0
606,D2,2022_quarter_discount,3 month discounts,2022-04-25 17:48:08,20000,0
609,D2,2022_quarter_discount,3 month discounts,2022-04-26 16:21:24,20000,0
614,D2,2022_quarter_discount,3 month discounts,2022-04-27 09:39:28,20000,0
625,D2,2022_quarter_discount,3 month discounts,2022-04-29 16:52:44,20000,0
742,D2,2022_quarter_discount,3 month discounts,2022-07-01 12:42:57,20000,0
743,D2,2022_quarter_discount,3 month discounts,2022-07-01 12:44:18,20000,0
745,D2,2022_quarter_discount,3 month discounts,2022-07-01 15:40:26,20000,0
747,D2,2022_quarter_discount,3 month discounts,2022-07-01 16:03:25,20000,0
756,D2,2022_quarter_discount,3 month discounts,2022-07-04 09:40:02,20000,0
757,D2,2022_quarter_discount,3 month discounts,2022-07-04 13:14:24,20000,0
759,D2,2022_quarter_discount,3 month discounts,2022-07-04 16:21:42,20000,0
761,D2,2022_quarter_discount,3 month discounts,2022-07-04 17:42:29,20000,0
765,D2,2022_quarter_discount,3 month discounts,2022-07-05 12:59:52,20000,0
767,D2,2022_quarter_discount,3 month discounts,2022-07-05 16:09:01,20000,0
769,D2,2022_quarter_discount,3 month discounts,2022-07-05 17:24:34,20000,0
771,D2,2022_quarter_discount,3 month discounts,2022-07-06 10:24:19,20000,0
772,D2,2022_quarter_discount,3 month discounts,2022-07-06 14:19:29,20000,0
777,D2,2022_quarter_discount,3 month discounts,2022-07-07 09:36:53,20000,0
780,D2,2022_quarter_discount,3 month discounts,2022-07-07 16:16:48,20000,0
781,D2,2022_quarter_discount,3 month discounts,2022-07-07 16:17:38,20000,0
788,D2,2022_quarter_discount,3 month discounts,2022-07-08 13:26:06,20000,0
794,D2,2022_quarter_discount,3 month discounts,2022-07-13 17:14:21,20000,0
795,D2,2022_quarter_discount,3 month discounts,2022-07-13 17:41:40,20000,0
797,D2,2022_quarter_discount,3 month discounts,2022-07-18 09:45:15,20000,0
798,D2,2022_quarter_discount,3 month discounts,2022-07-18 11:33:37,20000,0
802,D2,2022_quarter_discount,3 month discounts,2022-07-19 17:52:25,20000,0
803,D2,2022_quarter_discount,3 month discounts,2022-07-20 14:02:36,20000,0
804,D2,2022_quarter_discount,3 month discounts,2022-07-20 16:47:00,20000,0
805,D2,2022_quarter_discount,3 month discounts,2022-07-20 17:30:24,20000,0
807,D2,2022_quarter_discount,3 month discounts,2022-07-21 09:08:05,20000,0
813,D2,2022_quarter_discount,3 month discounts,2022-07-22 14:02:37,20000,0
814,D2,2022_quarter_discount,3 month discounts,2022-07-22 14:34:26,20000,0
815,D2,2022_quarter_discount,3 month discounts,2022-07-22 17:26:42,20000,0
817,D2,2022_quarter_discount,3 month discounts,2022-07-25 09:45:44,20000,0
818,D2,2022_quarter_discount,3 month discounts,2022-07-25 15:22:02,20000,0
819,D2,2022_quarter_discount,3 month discounts,2022-07-25 16:29:58,20000,0
823,D2,2022_quarter_discount,3 month discounts,2022-07-26 10:23:10,20000,0
825,D2,2022_quarter_discount,3 month discounts,2022-07-26 13:54:43,20000,0
826,D2,2022_quarter_discount,3 month discounts,2022-07-26 14:45:30,20000,0
831,D2,2022_quarter_discount,3 month discounts,2022-07-27 14:17:59,20000,0
842,D2,2022_quarter_discount,3 month discounts,2022-07-29 11:19:12,20000,0
843,D2,2022_quarter_discount,3 month discounts,2022-07-29 12:16:49,20000,0
974,D2,2022_quarter_discount,3 month discounts,2022-10-03 11:31:19,20000,0
977,D2,2022_quarter_discount,3 month discounts,2022-10-03 13:45:34,20000,0
979,D2,2022_quarter_discount,3 month discounts,2022-10-03 17:01:11,20000,0
980,D2,2022_quarter_discount,3 month discounts,2022-10-03 17:23:11,20000,0
985,D2,2022_quarter_discount,3 month discounts,2022-10-04 09:28:11,20000,0
987,D2,2022_quarter_discount,3 month discounts,2022-10-04 10:13:52,20000,0
989,D2,2022_quarter_discount,3 month discounts,2022-10-04 11:23:07,20000,0
994,D2,2022_quarter_discount,3 month discounts,2022-10-05 09:25:09,20000,0
997,D2,2022_quarter_discount,3 month discounts,2022-10-05 10:57:01,20000,0
1000,D2,2022_quarter_discount,3 month discounts,2022-10-05 14:04:28,20000,0
1001,D2,2022_quarter_discount,3 month discounts,2022-10-05 16:09:36,20000,0
1002,D2,2022_quarter_discount,3 month discounts,2022-10-05 16:26:53,20000,0
1004,D2,2022_quarter_discount,3 month discounts,2022-10-05 17:52:54,20000,0
1009,D2,2022_quarter_discount,3 month discounts,2022-10-06 15:52:28,20000,0
1013,D2,2022_quarter_discount,3 month discounts,2022-10-07 13:33:06,20000,0
1017,D2,2022_quarter_discount,3 month discounts,2022-10-11 10:17:14,20000,0
1019,D2,2022_quarter_discount,3 month discounts,2022-10-12 09:02:25,20000,0
1021,D2,2022_quarter_discount,3 month discounts,2022-10-12 12:37:13,20000,0
1023,D2,2022_quarter_discount,3 month discounts,2022-10-14 12:41:53,20000,0
1027,D2,2022_quarter_discount,3 month discounts,2022-10-18 11:57:20,20000,0
1032,D2,2022_quarter_discount,3 month discounts,2022-10-19 16:14:32,20000,0
1037,D2,2022_quarter_discount,3 month discounts,2022-10-21 16:15:14,20000,0
1038,D2,2022_quarter_discount,3 month discounts,2022-10-21 17:58:27,20000,0
1045,D2,2022_quarter_discount,3 month discounts,2022-10-25 12:16:50,20000,0
1046,D2,2022_quarter_discount,3 month discounts,2022-10-25 12:51:19,20000,0
1048,D2,2022_quarter_discount,3 month discounts,2022-10-25 17:32:19,20000,0
1052,D2,2022_quarter_discount,3 month discounts,2022-10-26 09:40:11,20000,0
1053,D2,2022_quarter_discount,3 month discounts,2022-10-26 10:11:20,20000,0
1056,D2,2022_quarter_discount,3 month discounts,2022-10-26 13:37:53,20000,0
1058,D2,2022_quarter_discount,3 month discounts,2022-10-26 17:03:44,20000,0
1062,D2,2022_quarter_discount,3 month discounts,2022-10-27 15:12:04,20000,0
1063,D2,2022_quarter_discount,3 month discounts,2022-10-27 15:31:45,20000,0
1064,D2,2022_quarter_discount,3 month discounts,2022-10-27 15:41:02,20000,0
1068,D2,2022_quarter_discount,3 month discounts,2022-10-28 09:29:16,20000,0
1070,D2,2022_quarter_discount,3 month discounts,2022-10-28 09:40:08,20000,0
1071,D2,2022_quarter_discount,3 month discounts,2022-10-28 10:22:56,20000,0
1073,D2,2022_quarter_discount,3 month discounts,2022-10-28 15:19:01,20000,0
1074,D2,2022_quarter_discount,3 month discounts,2022-10-28 15:39:18,20000,0
1075,D2,2022_quarter_discount,3 month discounts,2022-10-28 17:38:05,20000,0
1076,D2,2022_quarter_discount,3 month discounts,2022-10-28 17:39:26,20000,0
1085,D2,2022_quarter_discount,3 month discounts,2022-10-31 09:10:56,20000,0
1086,D2,2022_quarter_discount,3 month discounts,2022-10-31 09:31:28,20000,0
1087,D2,2022_quarter_discount,3 month discounts,2022-10-31 09:52:05,20000,0
1089,D2,2022_quarter_discount,3 month discounts,2022-10-31 10:37:37,20000,0
1092,D2,2022_quarter_discount,3 month discounts,2022-10-31 13:45:04,20000,0
1093,D2,2022_quarter_discount,3 month discounts,2022-10-31 15:25:38,20000,0
1094,D2,2022_quarter_discount,3 month discounts,2022-10-31 16:49:54,20000,0
1096,D2,2022_quarter_discount,3 month discounts,2022-10-31 17:19:14,20000,0
354,D2,2022_quarter_discount,3 month discounts,2022-01-03 09:58:25,16000,0
359,D2,2022_quarter_discount,3 month discounts,2022-01-03 13:56:06,16000,0
360,D2,2022_quarter_discount,3 month discounts,2022-01-03 15:49:12,16000,0
361,D2,2022_quarter_discount,3 month discounts,2022-01-03 17:09:48,16000,0
362,D2,2022_quarter_discount,3 month discounts,2022-01-03 17:32:23,16000,0
367,D2,2022_quarter_discount,3 month discounts,2022-01-04 09:16:01,16000,0
368,D2,2022_quarter_discount,3 month discounts,2022-01-04 12:14:08,16000,0
380,D2,2022_quarter_discount,3 month discounts,2022-01-05 09:48:57,16000,0
381,D2,2022_quarter_discount,3 month discounts,2022-01-05 10:22:56,16000,0
383,D2,2022_quarter_discount,3 month discounts,2022-01-05 14:40:44,16000,0
384,D2,2022_quarter_discount,3 month discounts,2022-01-05 15:53:10,16000,0
387,D2,2022_quarter_discount,3 month discounts,2022-01-06 09:51:33,16000,0
402,D2,2022_quarter_discount,3 month discounts,2022-01-14 17:39:22,16000,0
407,D2,2022_quarter_discount,3 month discounts,2022-01-21 10:35:28,16000,0
408,D2,2022_quarter_discount,3 month discounts,2022-01-21 13:40:20,16000,0
411,D2,2022_quarter_discount,3 month discounts,2022-01-24 10:50:00,16000,0
413,D2,2022_quarter_discount,3 month discounts,2022-01-25 09:29:22,16000,0
414,D2,2022_quarter_discount,3 month discounts,2022-01-25 11:52:40,16000,0
415,D2,2022_quarter_discount,3 month discounts,2022-01-25 16:07:13,16000,0
421,D2,2022_quarter_discount,3 month discounts,2022-01-27 10:02:32,16000,0
428,D2,2022_quarter_discount,3 month discounts,2022-01-28 17:29:23,16000,0
432,D2,2022_quarter_discount,3 month discounts,2022-01-31 14:31:57,16000,0
435,D2,2022_quarter_discount,3 month discounts,2022-01-31 17:08:18,16000,0
534,D2,2022_quarter_discount,3 month discounts,2022-04-01 10:54:11,16000,0
540,D2,2022_quarter_discount,3 month discounts,2022-04-01 16:29:53,16000,0
547,D2,2022_quarter_discount,3 month discounts,2022-04-04 09:51:03,16000,0
551,D2,2022_quarter_discount,3 month discounts,2022-04-04 13:13:26,16000,0
553,D2,2022_quarter_discount,3 month discounts,2022-04-04 14:01:14,16000,0
554,D2,2022_quarter_discount,3 month discounts,2022-04-04 17:33:42,16000,0
555,D2,2022_quarter_discount,3 month discounts,2022-04-04 17:53:19,16000,0
563,D2,2022_quarter_discount,3 month discounts,2022-04-05 10:35:30,16000,0
565,D2,2022_quarter_discount,3 month discounts,2022-04-05 15:20:50,16000,0
575,D2,2022_quarter_discount,3 month discounts,2022-04-07 10:17:08,16000,0
585,D2,2022_quarter_discount,3 month discounts,2022-04-14 10:01:59,16000,0
590,D2,2022_quarter_discount,3 month discounts,2022-04-15 16:16:20,16000,0
596,D2,2022_quarter_discount,3 month discounts,2022-04-21 17:42:22,16000,0
600,D2,2022_quarter_discount,3 month discounts,2022-04-22 17:47:46,16000,0
604,D2,2022_quarter_discount,3 month discounts,2022-04-25 14:32:05,16000,0
607,D2,2022_quarter_discount,3 month discounts,2022-04-26 09:05:05,16000,0
608,D2,2022_quarter_discount,3 month discounts,2022-04-26 14:39:37,16000,0
610,D2,2022_quarter_discount,3 month discounts,2022-04-26 16:32:59,16000,0
616,D2,2022_quarter_discount,3 month discounts,2022-04-27 16:04:47,16000,0
617,D2,2022_quarter_discount,3 month discounts,2022-04-27 17:35:54,16000,0
620,D2,2022_quarter_discount,3 month discounts,2022-04-28 13:43:34,16000,0
621,D2,2022_quarter_discount,3 month discounts,2022-04-28 14:05:31,16000,0
623,D2,2022_quarter_discount,3 month discounts,2022-04-29 14:42:11,16000,0
624,D2,2022_quarter_discount,3 month discounts,2022-04-29 16:02:14,16000,0
740,D2,2022_quarter_discount,3 month discounts,2022-07-01 12:18:17,16000,0
741,D2,2022_quarter_discount,3 month discounts,2022-07-01 12:29:37,16000,0
744,D2,2022_quarter_discount,3 month discounts,2022-07-01 13:03:36,16000,0
746,D2,2022_quarter_discount,3 month discounts,2022-07-01 15:43:24,16000,0
748,D2,2022_quarter_discount,3 month discounts,2022-07-01 16:24:32,16000,0
749,D2,2022_quarter_discount,3 month discounts,2022-07-01 17:02:10,16000,0
751,D2,2022_quarter_discount,3 month discounts,2022-07-01 17:29:00,16000,0
760,D2,2022_quarter_discount,3 month discounts,2022-07-04 16:31:13,16000,0
764,D2,2022_quarter_discount,3 month discounts,2022-07-05 12:50:01,16000,0
766,D2,2022_quarter_discount,3 month discounts,2022-07-05 13:17:35,16000,0
768,D2,2022_quarter_discount,3 month discounts,2022-07-05 16:46:00,16000,0
778,D2,2022_quarter_discount,3 month discounts,2022-07-07 10:28:28,16000,0
779,D2,2022_quarter_discount,3 month discounts,2022-07-07 10:35:48,16000,0
782,D2,2022_quarter_discount,3 month discounts,2022-07-07 17:38:37,16000,0
783,D2,2022_quarter_discount,3 month discounts,2022-07-08 09:17:52,16000,0
787,D2,2022_quarter_discount,3 month discounts,2022-07-08 12:24:32,16000,0
789,D2,2022_quarter_discount,3 month discounts,2022-07-08 15:22:41,16000,0
