leads_id,step_id,start_of_week,month,starting_ts,ending_ts,open_weekly,open_monthly
8,2,2020-12-14,2020-12-01,2020-12-04,2020-12-07,0,1
8,3,2020-12-07,2020-12-01,2020-12-07,2020-12-08,1,1
8,3,2020-12-14,2020-12-01,2020-12-07,2020-12-08,0,1
8,4,2020-12-07,2020-12-01,2020-12-08,2020-12-14,1,1
8,4,2020-12-14,2020-12-01,2020-12-08,2020-12-14,1,1
8,4,2020-12-21,2020-12-01,2020-12-08,2020-12-14,0,1
8,5,2020-12-14,2020-12-01,2020-12-14,2020-12-15,1,1
8,5,2020-12-21,2020-12-01,2020-12-14,2020-12-15,0,1
8,6,2020-12-14,2020-12-01,2020-12-15,2020-12-24,1,1
8,6,2020-12-21,2020-12-01,2020-12-15,2020-12-24,1,1
8,6,2020-12-28,2020-12-01,2020-12-15,2020-12-24,0,1
8,7,2020-12-21,2020-12-01,2020-12-24,2021-01-01,1,1
8,7,2020-12-28,2020-12-01,2020-12-24,2021-01-01,1,1
8,7,2021-01-04,2021-01-01,2020-12-24,2021-01-01,0,1
9,0,2020-11-30,2020-11-01,2020-11-30,2020-11-30,1,1
9,1,2020-11-30,2020-11-01,2020-11-30,2020-12-07,1,1
9,1,2020-12-07,2020-12-01,2020-11-30,2020-12-07,1,1
9,1,2020-12-14,2020-12-01,2020-11-30,2020-12-07,0,1
9,2,2020-12-07,2020-12-01,2020-12-07,2020-12-08,1,1
9,2,2020-12-14,2020-12-01,2020-12-07,2020-12-08,0,1
9,3,2020-12-07,2020-12-01,2020-12-08,2020-12-11,1,1
9,3,2020-12-14,2020-12-01,2020-12-08,2020-12-11,0,1
9,4,2020-12-07,2020-12-01,2020-12-11,2020-12-17,1,1
9,4,2020-12-14,2020-12-01,2020-12-11,2020-12-17,1,1
9,4,2020-12-21,2020-12-01,2020-12-11,2020-12-17,0,1
9,5,2020-12-14,2020-12-01,2020-12-17,2020-12-21,1,1
9,5,2020-12-21,2020-12-01,2020-12-17,2020-12-21,1,1
9,5,2020-12-28,2020-12-01,2020-12-17,2020-12-21,0,1
9,6,2020-12-21,2020-12-01,2020-12-21,2020-12-29,1,1
9,6,2020-12-28,2020-12-01,2020-12-21,2020-12-29,1,1
9,7,2020-12-28,2020-12-01,2020-12-29,2021-01-04,1,1
9,7,2021-01-04,2021-01-01,2020-12-29,2021-01-04,1,1
9,7,2021-01-11,2021-01-01,2020-12-29,2021-01-04,0,1
10,0,2020-11-30,2020-11-01,2020-11-30,2020-11-30,1,1
10,1,2020-11-30,2020-11-01,2020-11-30,2020-12-04,1,1
10,1,2020-12-07,2020-12-01,2020-11-30,2020-12-04,0,1
10,2,2020-11-30,2020-11-01,2020-12-04,2020-12-07,1,0
10,2,2020-12-07,2020-12-01,2020-12-04,2020-12-07,1,1
10,2,2020-12-14,2020-12-01,2020-12-04,2020-12-07,0,1
10,3,2020-12-07,2020-12-01,2020-12-07,2020-12-10,1,1
10,3,2020-12-14,2020-12-01,2020-12-07,2020-12-10,0,1
10,4,2020-12-07,2020-12-01,2020-12-10,2020-12-18,1,1
10,4,2020-12-14,2020-12-01,2020-12-10,2020-12-18,1,1
10,4,2020-12-21,2020-12-01,2020-12-10,2020-12-18,0,1
10,5,2020-12-14,2020-12-01,2020-12-18,2020-12-22,1,1
10,5,2020-12-21,2020-12-01,2020-12-18,2020-12-22,1,1
10,5,2020-12-28,2020-12-01,2020-12-18,2020-12-22,0,1
10,6,2020-12-21,2020-12-01,2020-12-22,2020-12-30,1,1
10,6,2020-12-28,2020-12-01,2020-12-22,2020-12-30,1,1
10,7,2020-12-28,2020-12-01,2020-12-30,2021-01-07,1,1
10,7,2021-01-04,2021-01-01,2020-12-30,2021-01-07,1,1
10,7,2021-01-11,2021-01-01,2020-12-30,2021-01-07,0,1
11,0,2020-11-30,2020-11-01,2020-12-01,2020-12-01,1,0
11,0,2020-12-07,2020-12-01,2020-12-01,2020-12-01,0,1
11,1,2020-11-30,2020-11-01,2020-12-01,2020-12-08,1,0
11,1,2020-12-07,2020-12-01,2020-12-01,2020-12-08,1,1
11,1,2020-12-14,2020-12-01,2020-12-01,2020-12-08,0,1
11,2,2020-12-07,2020-12-01,2020-12-08,2020-12-09,1,1
11,2,2020-12-14,2020-12-01,2020-12-08,2020-12-09,0,1
12,0,2020-11-30,2020-11-01,2020-12-01,2020-12-01,1,0
12,0,2020-12-07,2020-12-01,2020-12-01,2020-12-01,0,1
12,1,2020-11-30,2020-11-01,2020-12-01,2020-12-04,1,0
12,1,2020-12-07,2020-12-01,2020-12-01,2020-12-04,0,1
12,2,2020-11-30,2020-11-01,2020-12-04,2020-12-07,1,0
12,2,2020-12-07,2020-12-01,2020-12-04,2020-12-07,1,1
12,2,2020-12-14,2020-12-01,2020-12-04,2020-12-07,0,1
12,3,2020-12-07,2020-12-01,2020-12-07,2020-12-09,1,1
12,3,2020-12-14,2020-12-01,2020-12-07,2020-12-09,0,1
12,4,2020-12-07,2020-12-01,2020-12-09,2020-12-18,1,1
12,4,2020-12-14,2020-12-01,2020-12-09,2020-12-18,1,1
12,4,2020-12-21,2020-12-01,2020-12-09,2020-12-18,0,1
12,5,2020-12-14,2020-12-01,2020-12-18,2020-12-22,1,1
12,5,2020-12-21,2020-12-01,2020-12-18,2020-12-22,1,1
12,5,2020-12-28,2020-12-01,2020-12-18,2020-12-22,0,1
12,6,2020-12-21,2020-12-01,2020-12-22,2020-12-29,1,1
12,6,2020-12-28,2020-12-01,2020-12-22,2020-12-29,1,1
12,7,2020-12-28,2020-12-01,2020-12-29,2021-01-04,1,1
12,7,2021-01-04,2021-01-01,2020-12-29,2021-01-04,1,1
12,7,2021-01-11,2021-01-01,2020-12-29,2021-01-04,0,1
13,0,2020-11-30,2020-11-01,2020-12-01,2020-12-01,1,0
13,0,2020-12-07,2020-12-01,2020-12-01,2020-12-01,0,1
13,1,2020-11-30,2020-11-01,2020-12-01,2020-12-07,1,0
13,1,2020-12-07,2020-12-01,2020-12-01,2020-12-07,1,1
13,1,2020-12-14,2020-12-01,2020-12-01,2020-12-07,0,1
13,2,2020-12-07,2020-12-01,2020-12-07,2020-12-08,1,1
13,2,2020-12-14,2020-12-01,2020-12-07,2020-12-08,0,1
13,3,2020-12-07,2020-12-01,2020-12-08,2020-12-10,1,1
13,3,2020-12-14,2020-12-01,2020-12-08,2020-12-10,0,1
13,4,2020-12-07,2020-12-01,2020-12-10,2020-12-17,1,1
13,4,2020-12-14,2020-12-01,2020-12-10,2020-12-17,1,1
13,4,2020-12-21,2020-12-01,2020-12-10,2020-12-17,0,1
14,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
14,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
15,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
15,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
15,1,2020-11-30,2020-11-01,2020-12-02,2020-12-07,1,0
15,1,2020-12-07,2020-12-01,2020-12-02,2020-12-07,1,1
15,1,2020-12-14,2020-12-01,2020-12-02,2020-12-07,0,1
15,2,2020-12-07,2020-12-01,2020-12-07,2020-12-08,1,1
15,2,2020-12-14,2020-12-01,2020-12-07,2020-12-08,0,1
15,3,2020-12-07,2020-12-01,2020-12-08,2020-12-09,1,1
15,3,2020-12-14,2020-12-01,2020-12-08,2020-12-09,0,1
15,4,2020-12-07,2020-12-01,2020-12-09,2020-12-17,1,1
15,4,2020-12-14,2020-12-01,2020-12-09,2020-12-17,1,1
15,4,2020-12-21,2020-12-01,2020-12-09,2020-12-17,0,1
15,5,2020-12-14,2020-12-01,2020-12-17,2020-12-21,1,1
15,5,2020-12-21,2020-12-01,2020-12-17,2020-12-21,1,1
15,5,2020-12-28,2020-12-01,2020-12-17,2020-12-21,0,1
15,6,2020-12-21,2020-12-01,2020-12-21,2020-12-28,1,1
15,6,2020-12-28,2020-12-01,2020-12-21,2020-12-28,1,1
15,7,2020-12-28,2020-12-01,2020-12-28,2021-01-07,1,1
15,7,2021-01-04,2021-01-01,2020-12-28,2021-01-07,1,1
15,7,2021-01-11,2021-01-01,2020-12-28,2021-01-07,0,1
16,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
16,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
16,1,2020-11-30,2020-11-01,2020-12-02,2020-12-07,1,0
16,1,2020-12-07,2020-12-01,2020-12-02,2020-12-07,1,1
16,1,2020-12-14,2020-12-01,2020-12-02,2020-12-07,0,1
16,2,2020-12-07,2020-12-01,2020-12-07,2020-12-08,1,1
16,2,2020-12-14,2020-12-01,2020-12-07,2020-12-08,0,1
16,3,2020-12-07,2020-12-01,2020-12-08,2020-12-10,1,1
16,3,2020-12-14,2020-12-01,2020-12-08,2020-12-10,0,1
16,4,2020-12-07,2020-12-01,2020-12-10,2020-12-14,1,1
16,4,2020-12-14,2020-12-01,2020-12-10,2020-12-14,1,1
16,4,2020-12-21,2020-12-01,2020-12-10,2020-12-14,0,1
17,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
17,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
17,1,2020-11-30,2020-11-01,2020-12-02,2020-12-08,1,0
17,1,2020-12-07,2020-12-01,2020-12-02,2020-12-08,1,1
17,1,2020-12-14,2020-12-01,2020-12-02,2020-12-08,0,1
17,2,2020-12-07,2020-12-01,2020-12-08,2020-12-11,1,1
17,2,2020-12-14,2020-12-01,2020-12-08,2020-12-11,0,1
17,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
17,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
17,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
17,4,2020-12-14,2020-12-01,2020-12-14,2020-12-22,1,1
17,4,2020-12-21,2020-12-01,2020-12-14,2020-12-22,1,1
17,4,2020-12-28,2020-12-01,2020-12-14,2020-12-22,0,1
17,5,2020-12-21,2020-12-01,2020-12-22,2020-12-23,1,1
17,5,2020-12-28,2020-12-01,2020-12-22,2020-12-23,0,1
17,6,2020-12-21,2020-12-01,2020-12-23,2020-12-31,1,1
17,6,2020-12-28,2020-12-01,2020-12-23,2020-12-31,1,1
17,7,2020-12-28,2020-12-01,2020-12-31,2021-01-07,1,1
17,7,2021-01-04,2021-01-01,2020-12-31,2021-01-07,1,1
17,7,2021-01-11,2021-01-01,2020-12-31,2021-01-07,0,1
18,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
18,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
18,1,2020-11-30,2020-11-01,2020-12-02,2020-12-09,1,0
18,1,2020-12-07,2020-12-01,2020-12-02,2020-12-09,1,1
18,1,2020-12-14,2020-12-01,2020-12-02,2020-12-09,0,1
18,2,2020-12-07,2020-12-01,2020-12-09,2020-12-10,1,1
18,2,2020-12-14,2020-12-01,2020-12-09,2020-12-10,0,1
18,3,2020-12-07,2020-12-01,2020-12-10,2020-12-11,1,1
18,3,2020-12-14,2020-12-01,2020-12-10,2020-12-11,0,1
18,4,2020-12-07,2020-12-01,2020-12-11,2020-12-18,1,1
18,4,2020-12-14,2020-12-01,2020-12-11,2020-12-18,1,1
18,4,2020-12-21,2020-12-01,2020-12-11,2020-12-18,0,1
18,5,2020-12-14,2020-12-01,2020-12-18,2020-12-21,1,1
18,5,2020-12-21,2020-12-01,2020-12-18,2020-12-21,1,1
18,5,2020-12-28,2020-12-01,2020-12-18,2020-12-21,0,1
18,6,2020-12-21,2020-12-01,2020-12-21,2020-12-30,1,1
18,6,2020-12-28,2020-12-01,2020-12-21,2020-12-30,1,1
18,7,2020-12-28,2020-12-01,2020-12-30,2021-01-05,1,1
18,7,2021-01-04,2021-01-01,2020-12-30,2021-01-05,1,1
18,7,2021-01-11,2021-01-01,2020-12-30,2021-01-05,0,1
19,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
19,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
19,1,2020-11-30,2020-11-01,2020-12-02,2020-12-07,1,0
19,1,2020-12-07,2020-12-01,2020-12-02,2020-12-07,1,1
19,1,2020-12-14,2020-12-01,2020-12-02,2020-12-07,0,1
19,2,2020-12-07,2020-12-01,2020-12-07,2020-12-09,1,1
19,2,2020-12-14,2020-12-01,2020-12-07,2020-12-09,0,1
19,3,2020-12-07,2020-12-01,2020-12-09,2020-12-11,1,1
19,3,2020-12-14,2020-12-01,2020-12-09,2020-12-11,0,1
19,4,2020-12-07,2020-12-01,2020-12-11,2020-12-17,1,1
19,4,2020-12-14,2020-12-01,2020-12-11,2020-12-17,1,1
19,4,2020-12-21,2020-12-01,2020-12-11,2020-12-17,0,1
19,5,2020-12-14,2020-12-01,2020-12-17,2020-12-21,1,1
19,5,2020-12-21,2020-12-01,2020-12-17,2020-12-21,1,1
19,5,2020-12-28,2020-12-01,2020-12-17,2020-12-21,0,1
19,6,2020-12-21,2020-12-01,2020-12-21,2020-12-29,1,1
19,6,2020-12-28,2020-12-01,2020-12-21,2020-12-29,1,1
19,7,2020-12-28,2020-12-01,2020-12-29,2021-01-04,1,1
19,7,2021-01-04,2021-01-01,2020-12-29,2021-01-04,1,1
19,7,2021-01-11,2021-01-01,2020-12-29,2021-01-04,0,1
20,0,2020-11-30,2020-11-01,2020-12-02,2020-12-02,1,0
20,0,2020-12-07,2020-12-01,2020-12-02,2020-12-02,0,1
20,1,2020-11-30,2020-11-01,2020-12-02,2020-12-09,1,0
20,1,2020-12-07,2020-12-01,2020-12-02,2020-12-09,1,1
20,1,2020-12-14,2020-12-01,2020-12-02,2020-12-09,0,1
20,2,2020-12-07,2020-12-01,2020-12-09,2020-12-11,1,1
20,2,2020-12-14,2020-12-01,2020-12-09,2020-12-11,0,1
20,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
20,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
20,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
20,4,2020-12-14,2020-12-01,2020-12-14,2020-12-21,1,1
20,4,2020-12-21,2020-12-01,2020-12-14,2020-12-21,1,1
20,4,2020-12-28,2020-12-01,2020-12-14,2020-12-21,0,1
20,5,2020-12-21,2020-12-01,2020-12-21,2020-12-25,1,1
20,5,2020-12-28,2020-12-01,2020-12-21,2020-12-25,0,1
21,0,2020-11-30,2020-11-01,2020-12-03,2020-12-03,1,0
21,0,2020-12-07,2020-12-01,2020-12-03,2020-12-03,0,1
21,1,2020-11-30,2020-11-01,2020-12-03,2020-12-08,1,0
21,1,2020-12-07,2020-12-01,2020-12-03,2020-12-08,1,1
21,1,2020-12-14,2020-12-01,2020-12-03,2020-12-08,0,1
21,2,2020-12-07,2020-12-01,2020-12-08,2020-12-11,1,1
21,2,2020-12-14,2020-12-01,2020-12-08,2020-12-11,0,1
21,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
21,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
21,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
21,4,2020-12-14,2020-12-01,2020-12-14,2020-12-21,1,1
21,4,2020-12-21,2020-12-01,2020-12-14,2020-12-21,1,1
21,4,2020-12-28,2020-12-01,2020-12-14,2020-12-21,0,1
21,5,2020-12-21,2020-12-01,2020-12-21,2020-12-24,1,1
21,5,2020-12-28,2020-12-01,2020-12-21,2020-12-24,0,1
21,6,2020-12-21,2020-12-01,2020-12-24,2020-12-30,1,1
21,6,2020-12-28,2020-12-01,2020-12-24,2020-12-30,1,1
21,7,2020-12-28,2020-12-01,2020-12-30,2021-01-01,1,1
21,7,2021-01-04,2021-01-01,2020-12-30,2021-01-01,0,1
22,0,2020-11-30,2020-11-01,2020-12-03,2020-12-03,1,0
22,0,2020-12-07,2020-12-01,2020-12-03,2020-12-03,0,1
22,1,2020-11-30,2020-11-01,2020-12-03,2020-12-09,1,0
22,1,2020-12-07,2020-12-01,2020-12-03,2020-12-09,1,1
22,1,2020-12-14,2020-12-01,2020-12-03,2020-12-09,0,1
22,2,2020-12-07,2020-12-01,2020-12-09,2020-12-11,1,1
22,2,2020-12-14,2020-12-01,2020-12-09,2020-12-11,0,1
22,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
22,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
22,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
22,4,2020-12-14,2020-12-01,2020-12-14,2020-12-21,1,1
22,4,2020-12-21,2020-12-01,2020-12-14,2020-12-21,1,1
22,4,2020-12-28,2020-12-01,2020-12-14,2020-12-21,0,1
22,5,2020-12-21,2020-12-01,2020-12-21,2020-12-24,1,1
22,5,2020-12-28,2020-12-01,2020-12-21,2020-12-24,0,1
22,6,2020-12-21,2020-12-01,2020-12-24,2020-12-30,1,1
22,6,2020-12-28,2020-12-01,2020-12-24,2020-12-30,1,1
22,7,2020-12-28,2020-12-01,2020-12-30,2021-01-08,1,1
22,7,2021-01-04,2021-01-01,2020-12-30,2021-01-08,1,1
22,7,2021-01-11,2021-01-01,2020-12-30,2021-01-08,0,1
23,0,2020-11-30,2020-11-01,2020-12-04,2020-12-04,1,0
23,0,2020-12-07,2020-12-01,2020-12-04,2020-12-04,0,1
23,1,2020-11-30,2020-11-01,2020-12-04,2020-12-09,1,0
23,1,2020-12-07,2020-12-01,2020-12-04,2020-12-09,1,1
23,1,2020-12-14,2020-12-01,2020-12-04,2020-12-09,0,1
23,2,2020-12-07,2020-12-01,2020-12-09,2020-12-11,1,1
23,2,2020-12-14,2020-12-01,2020-12-09,2020-12-11,0,1
23,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
23,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
23,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
23,4,2020-12-14,2020-12-01,2020-12-14,2020-12-18,1,1
23,4,2020-12-21,2020-12-01,2020-12-14,2020-12-18,0,1
23,5,2020-12-14,2020-12-01,2020-12-18,2020-12-22,1,1
23,5,2020-12-21,2020-12-01,2020-12-18,2020-12-22,1,1
23,5,2020-12-28,2020-12-01,2020-12-18,2020-12-22,0,1
23,6,2020-12-21,2020-12-01,2020-12-22,2020-12-31,1,1
23,6,2020-12-28,2020-12-01,2020-12-22,2020-12-31,1,1
24,0,2020-11-30,2020-11-01,2020-12-04,2020-12-04,1,0
24,0,2020-12-07,2020-12-01,2020-12-04,2020-12-04,0,1
24,1,2020-11-30,2020-11-01,2020-12-04,2020-12-09,1,0
24,1,2020-12-07,2020-12-01,2020-12-04,2020-12-09,1,1
24,1,2020-12-14,2020-12-01,2020-12-04,2020-12-09,0,1
24,2,2020-12-07,2020-12-01,2020-12-09,2020-12-11,1,1
24,2,2020-12-14,2020-12-01,2020-12-09,2020-12-11,0,1
24,3,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
24,3,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
24,3,2020-12-21,2020-12-01,2020-12-11,2020-12-14,0,1
24,4,2020-12-14,2020-12-01,2020-12-14,2020-12-18,1,1
24,4,2020-12-21,2020-12-01,2020-12-14,2020-12-18,0,1
24,5,2020-12-14,2020-12-01,2020-12-18,2020-12-22,1,1
24,5,2020-12-21,2020-12-01,2020-12-18,2020-12-22,1,1
24,5,2020-12-28,2020-12-01,2020-12-18,2020-12-22,0,1
24,6,2020-12-21,2020-12-01,2020-12-22,2020-12-30,1,1
24,6,2020-12-28,2020-12-01,2020-12-22,2020-12-30,1,1
24,7,2020-12-28,2020-12-01,2020-12-30,2021-01-04,1,1
24,7,2021-01-04,2021-01-01,2020-12-30,2021-01-04,1,1
24,7,2021-01-11,2021-01-01,2020-12-30,2021-01-04,0,1
25,0,2020-11-30,2020-11-01,2020-12-04,2020-12-04,1,0
25,0,2020-12-07,2020-12-01,2020-12-04,2020-12-04,0,1
25,1,2020-11-30,2020-11-01,2020-12-04,2020-12-09,1,0
25,1,2020-12-07,2020-12-01,2020-12-04,2020-12-09,1,1
25,1,2020-12-14,2020-12-01,2020-12-04,2020-12-09,0,1
26,0,2020-11-30,2020-11-01,2020-12-04,2020-12-04,1,0
26,0,2020-12-07,2020-12-01,2020-12-04,2020-12-04,0,1
26,1,2020-11-30,2020-11-01,2020-12-04,2020-12-11,1,0
26,1,2020-12-07,2020-12-01,2020-12-04,2020-12-11,1,1
26,1,2020-12-14,2020-12-01,2020-12-04,2020-12-11,0,1
26,2,2020-12-07,2020-12-01,2020-12-11,2020-12-14,1,1
26,2,2020-12-14,2020-12-01,2020-12-11,2020-12-14,1,1
