contract_id,leads_id,date,subscription_type,no_of_employee,reten_flag,user_price,contract_value,discount_type_code,user_price_after,discount_percent
740,2250,2022-07-01,Startup,100,0,20000,1600000,D2,16000,20
741,2247,2022-07-01,Startup,100,0,20000,1600000,D2,16000,20
789,2237,2022-07-08,Startup,100,0,20000,1600000,D2,16000,20
834,2491,2022-07-28,Startup,100,0,20000,1600000,D2,16000,20
865,794,2022-08-03,Startup,80,1,20000,1600000,D0,20000,0
946,925,2022-09-15,Startup,80,1,20000,1600000,D0,20000,0
963,2722,2022-09-29,Startup,80,0,20000,1600000,D0,20000,0
968,957,2022-10-01,Startup,80,1,20000,1600000,D0,20000,0
975,2818,2022-10-03,Startup,100,0,20000,1600000,D2,16000,20
1008,2870,2022-10-06,Startup,100,0,20000,1600000,D2,16000,20
1012,2846,2022-10-07,Startup,100,0,20000,1600000,D2,16000,20
1033,2911,2022-10-20,Startup,100,0,20000,1600000,D2,16000,20
1121,3100,2022-11-03,Startup,80,0,20000,1600000,D0,20000,0
1146,3194,2022-11-22,Startup,80,0,20000,1600000,D0,20000,0
1246,1391,2023-01-05,Startup,80,1,20000,1600000,D0,20000,0
1293,1598,2023-02-09,Startup,80,1,20000,1600000,D0,20000,0
1319,1671,2023-03-04,Startup,80,1,20000,1600000,D0,20000,0
1383,1921,2023-04-26,Startup,80,1,20000,1600000,D0,20000,0
1418,2049,2023-05-24,Startup,80,1,20000,1600000,D0,20000,0
1434,2092,2023-06-03,Startup,80,1,20000,1600000,D0,20000,0
1588,2722,2023-09-29,Startup,80,1,20000,1600000,D0,20000,0
1688,3100,2023-11-03,Startup,80,1,20000,1600000,D0,20000,0
1706,3194,2023-11-22,Startup,80,1,20000,1600000,D0,20000,0
384,1391,2022-01-05,Startup,80,0,20000,1280000,D2,16000,20
607,1921,2022-04-26,Startup,80,0,20000,1280000,D2,16000,20
154,599,2021-06-16,Startup,120,0,20000,2400000,D0,20000,0
219,838,2021-08-20,Startup,120,0,20000,2400000,D0,20000,0
227,882,2021-08-31,Startup,120,0,20000,2400000,D0,20000,0
294,1116,2021-11-01,Startup,120,0,20000,2400000,D0,20000,0
334,1269,2021-12-22,Startup,120,0,20000,2400000,D0,20000,0
359,1344,2022-01-03,Startup,150,0,20000,2400000,D2,16000,20
361,1381,2022-01-03,Startup,150,0,20000,2400000,D2,16000,20
367,1354,2022-01-04,Startup,150,0,20000,2400000,D2,16000,20
395,22,2022-01-08,Startup,120,1,20000,2400000,D0,20000,0
553,1811,2022-04-04,Startup,150,0,20000,2400000,D2,16000,20
590,1865,2022-04-15,Startup,150,0,20000,2400000,D2,16000,20
596,1872,2022-04-21,Startup,150,0,20000,2400000,D2,16000,20
600,1902,2022-04-22,Startup,150,0,20000,2400000,D2,16000,20
608,1922,2022-04-26,Startup,150,0,20000,2400000,D2,16000,20
620,1932,2022-04-28,Startup,150,0,20000,2400000,D2,16000,20
621,1914,2022-04-28,Startup,150,0,20000,2400000,D2,16000,20
699,2075,2022-06-02,Startup,120,0,20000,2400000,D0,20000,0
764,2278,2022-07-05,Startup,150,0,20000,2400000,D2,16000,20
782,2325,2022-07-07,Startup,150,0,20000,2400000,D2,16000,20
800,2387,2022-07-19,Startup,150,0,20000,2400000,D2,16000,20
841,2494,2022-07-29,Startup,150,0,20000,2400000,D2,16000,20
884,838,2022-08-20,Startup,120,1,20000,2400000,D0,20000,0
903,882,2022-08-31,Startup,120,1,20000,2400000,D0,20000,0
909,2622,2022-08-31,Startup,120,0,20000,2400000,D0,20000,0
973,2796,2022-10-03,Startup,150,0,20000,2400000,D2,16000,20
978,2723,2022-10-03,Startup,150,0,20000,2400000,D2,16000,20
1007,2732,2022-10-06,Startup,150,0,20000,2400000,D2,16000,20
1015,2841,2022-10-07,Startup,150,0,20000,2400000,D2,16000,20
1030,2939,2022-10-19,Startup,150,0,20000,2400000,D2,16000,20
1081,1074,2022-10-29,Startup,120,1,20000,2400000,D0,20000,0
1111,3088,2022-11-02,Startup,120,0,20000,2400000,D0,20000,0
1133,3164,2022-11-08,Startup,120,0,20000,2400000,D0,20000,0
1192,3318,2022-12-15,Startup,120,0,20000,2400000,D0,20000,0
1199,1269,2022-12-22,Startup,120,1,20000,2400000,D0,20000,0
1252,1358,2023-01-06,Startup,120,1,20000,2400000,D0,20000,0
1260,1456,2023-01-21,Startup,120,1,20000,2400000,D0,20000,0
1262,1457,2023-01-24,Startup,120,1,20000,2400000,D0,20000,0
1432,2075,2023-06-02,Startup,120,1,20000,2400000,D0,20000,0
1466,2260,2023-07-04,Startup,120,1,20000,2400000,D0,20000,0
1480,2320,2023-07-07,Startup,120,1,20000,2400000,D0,20000,0
1556,2622,2023-08-31,Startup,120,1,20000,2400000,D0,20000,0
1613,2862,2023-10-05,Startup,120,1,20000,2400000,D0,20000,0
1681,3088,2023-11-02,Startup,120,1,20000,2400000,D0,20000,0
1699,3164,2023-11-08,Startup,120,1,20000,2400000,D0,20000,0
1735,3318,2023-12-15,Startup,120,1,20000,2400000,D0,20000,0
534,1754,2022-04-01,Startup,60,0,20000,960000,D2,16000,20
986,2821,2022-10-04,Startup,60,0,20000,960000,D2,16000,20
991,2750,2022-10-04,Startup,60,0,20000,960000,D2,16000,20
992,2838,2022-10-04,Startup,60,0,20000,960000,D2,16000,20
1043,3002,2022-10-25,Startup,60,0,20000,960000,D2,16000,20
616,1983,2022-04-27,Startup,400,0,20000,6400000,D2,16000,20
623,1925,2022-04-29,Startup,130,0,20000,2080000,D2,16000,20
810,2382,2022-07-22,Startup,130,0,20000,2080000,D2,16000,20
1029,2940,2022-10-19,Startup,130,0,20000,2080000,D2,16000,20
1044,2976,2022-10-25,Startup,130,0,20000,2080000,D2,16000,20
787,2269,2022-07-08,Startup,200,0,20000,3200000,D2,16000,20
1066,2955,2022-10-27,Startup,200,0,20000,3200000,D2,16000,20
383,1319,2022-01-05,Startup,110,0,20000,1760000,D2,16000,20
415,1459,2022-01-25,Startup,110,0,20000,1760000,D2,16000,20
610,1907,2022-04-26,Startup,110,0,20000,1760000,D2,16000,20
751,2205,2022-07-01,Startup,110,0,20000,1760000,D2,16000,20
766,2287,2022-07-05,Startup,110,0,20000,1760000,D2,16000,20
801,2395,2022-07-19,Startup,110,0,20000,1760000,D2,16000,20
1011,2872,2022-10-07,Startup,110,0,20000,1760000,D2,16000,20
89,297,2021-04-05,Startup,400,0,20000,7200000,D1,18000,10
257,957,2021-10-01,Startup,80,0,20000,1440000,D1,18000,10
435,1493,2022-01-31,Startup,90,0,20000,1440000,D2,16000,20
565,1815,2022-04-05,Startup,90,0,20000,1440000,D2,16000,20
575,1820,2022-04-07,Startup,90,0,20000,1440000,D2,16000,20
799,2380,2022-07-18,Startup,90,0,20000,1440000,D2,16000,20
840,2485,2022-07-29,Startup,90,0,20000,1440000,D2,16000,20
1041,2937,2022-10-24,Startup,90,0,20000,1440000,D2,16000,20
23,73,2021-01-08,Startup,45,0,20000,810000,D1,18000,10
82,360,2021-04-01,Startup,45,0,20000,810000,D1,18000,10
325,1210,2021-12-03,Startup,25,0,20000,500000,D0,20000,0
626,438,2022-04-30,Startup,25,1,20000,500000,D0,20000,0
1179,1210,2022-12-03,Startup,25,1,20000,500000,D0,20000,0
19,27,2021-01-07,Startup,250,0,20000,4500000,D1,18000,10
1647,3001,2023-10-26,Startup,225,1,20000,4500000,D0,20000,0
80,339,2021-04-01,Startup,90,0,20000,1620000,D1,18000,10
269,1035,2021-10-08,Startup,90,0,20000,1620000,D1,18000,10
288,1089,2021-10-29,Startup,90,0,20000,1620000,D1,18000,10
316,1185,2021-11-24,Startup,50,0,20000,1000000,D0,20000,0
329,1259,2021-12-07,Startup,50,0,20000,1000000,D0,20000,0
638,1942,2022-05-03,Startup,50,0,20000,1000000,D0,20000,0
860,2503,2022-08-02,Startup,50,0,20000,1000000,D0,20000,0
912,2618,2022-08-31,Startup,50,0,20000,1000000,D0,20000,0
1109,3021,2022-11-02,Startup,50,0,20000,1000000,D0,20000,0
1118,3127,2022-11-03,Startup,50,0,20000,1000000,D0,20000,0
1150,1185,2022-11-24,Startup,50,1,20000,1000000,D0,20000,0
1186,1259,2022-12-07,Startup,50,1,20000,1000000,D0,20000,0
1243,1373,2023-01-05,Startup,50,1,20000,1000000,D0,20000,0
1401,1942,2023-05-03,Startup,50,1,20000,1000000,D0,20000,0
1457,2267,2023-07-01,Startup,50,1,20000,1000000,D0,20000,0
1468,2306,2023-07-05,Startup,50,1,20000,1000000,D0,20000,0
1479,2275,2023-07-07,Startup,50,1,20000,1000000,D0,20000,0
1533,2503,2023-08-02,Startup,50,1,20000,1000000,D0,20000,0
1555,2618,2023-08-31,Startup,50,1,20000,1000000,D0,20000,0
1593,2801,2023-10-03,Startup,50,1,20000,1000000,D0,20000,0
1601,2754,2023-10-04,Startup,50,1,20000,1000000,D0,20000,0
1605,2774,2023-10-05,Startup,50,1,20000,1000000,D0,20000,0
1643,2979,2023-10-25,Startup,50,1,20000,1000000,D0,20000,0
1683,3021,2023-11-02,Startup,50,1,20000,1000000,D0,20000,0
1695,3127,2023-11-03,Startup,50,1,20000,1000000,D0,20000,0
1460,2197,2023-07-01,Startup,250,1,20000,5000000,D0,20000,0
292,1084,2021-10-29,Startup,500,0,20000,9000000,D1,18000,10
943,2682,2022-09-08,Startup,450,0,20000,9000000,D0,20000,0
1581,2682,2023-09-08,Startup,450,1,20000,9000000,D0,20000,0
12,6,2021-01-05,Startup,100,0,20000,1800000,D1,18000,10
20,10,2021-01-07,Startup,100,0,20000,1800000,D1,18000,10
55,199,2021-02-25,Startup,90,0,20000,1800000,D0,20000,0
141,526,2021-05-31,Startup,90,0,20000,1800000,D0,20000,0
189,774,2021-07-27,Startup,100,0,20000,1800000,D1,18000,10
273,1045,2021-10-18,Startup,100,0,20000,1800000,D1,18000,10
472,1621,2022-02-23,Startup,90,0,20000,1800000,D0,20000,0
479,199,2022-02-25,Startup,90,1,20000,1800000,D0,20000,0
498,1627,2022-03-03,Startup,90,0,20000,1800000,D0,20000,0
528,1744,2022-03-30,Startup,90,0,20000,1800000,D0,20000,0
640,1973,2022-05-03,Startup,90,0,20000,1800000,D0,20000,0
682,526,2022-05-31,Startup,90,1,20000,1800000,D0,20000,0
713,2160,2022-06-14,Startup,90,0,20000,1800000,D0,20000,0
862,2515,2022-08-02,Startup,90,0,20000,1800000,D0,20000,0
885,2563,2022-08-22,Startup,90,0,20000,1800000,D0,20000,0
1016,1035,2022-10-08,Startup,90,1,20000,1800000,D0,20000,0
1078,1089,2022-10-29,Startup,90,1,20000,1800000,D0,20000,0
1119,2986,2022-11-03,Startup,90,0,20000,1800000,D0,20000,0
1123,3151,2022-11-03,Startup,90,0,20000,1800000,D0,20000,0
1134,3113,2022-11-08,Startup,90,0,20000,1800000,D0,20000,0
1195,3328,2022-12-20,Startup,90,0,20000,1800000,D0,20000,0
1219,3394,2022-12-30,Startup,90,0,20000,1800000,D0,20000,0
1275,1493,2023-01-31,Startup,90,1,20000,1800000,D0,20000,0
1299,1621,2023-02-23,Startup,90,1,20000,1800000,D0,20000,0
1314,1627,2023-03-03,Startup,90,1,20000,1800000,D0,20000,0
1329,1744,2023-03-30,Startup,90,1,20000,1800000,D0,20000,0
1354,1815,2023-04-05,Startup,90,1,20000,1800000,D0,20000,0
1357,1820,2023-04-07,Startup,90,1,20000,1800000,D0,20000,0
1397,1973,2023-05-03,Startup,90,1,20000,1800000,D0,20000,0
1441,2160,2023-06-14,Startup,90,1,20000,1800000,D0,20000,0
1495,2380,2023-07-18,Startup,90,1,20000,1800000,D0,20000,0
1521,2485,2023-07-29,Startup,90,1,20000,1800000,D0,20000,0
1543,2563,2023-08-22,Startup,90,1,20000,1800000,D0,20000,0
1639,2937,2023-10-24,Startup,90,1,20000,1800000,D0,20000,0
1689,3151,2023-11-03,Startup,90,1,20000,1800000,D0,20000,0
1692,2986,2023-11-03,Startup,90,1,20000,1800000,D0,20000,0
1700,3113,2023-11-08,Startup,90,1,20000,1800000,D0,20000,0
1739,3328,2023-12-20,Startup,90,1,20000,1800000,D0,20000,0
194,767,2021-07-29,Startup,20,0,20000,360000,D1,18000,10
254,972,2021-09-30,Startup,130,0,20000,2600000,D0,20000,0
490,1677,2022-03-01,Startup,130,0,20000,2600000,D0,20000,0
513,1704,2022-03-22,Startup,130,0,20000,2600000,D0,20000,0
629,1971,2022-05-02,Startup,130,0,20000,2600000,D0,20000,0
711,2157,2022-06-09,Startup,130,0,20000,2600000,D0,20000,0
809,736,2022-07-22,Startup,130,1,20000,2600000,D0,20000,0
839,760,2022-07-29,Startup,130,1,20000,2600000,D0,20000,0
926,2644,2022-09-02,Startup,130,0,20000,2600000,D0,20000,0
964,972,2022-09-30,Startup,130,1,20000,2600000,D0,20000,0
1018,1037,2022-10-12,Startup,130,1,20000,2600000,D0,20000,0
1125,3137,2022-11-04,Startup,130,0,20000,2600000,D0,20000,0
1312,1677,2023-03-01,Startup,130,1,20000,2600000,D0,20000,0
1323,1704,2023-03-22,Startup,130,1,20000,2600000,D0,20000,0
1391,1925,2023-04-29,Startup,130,1,20000,2600000,D0,20000,0
1395,1971,2023-05-02,Startup,130,1,20000,2600000,D0,20000,0
1439,2157,2023-06-09,Startup,130,1,20000,2600000,D0,20000,0
1503,2382,2023-07-22,Startup,130,1,20000,2600000,D0,20000,0
1565,2644,2023-09-02,Startup,130,1,20000,2600000,D0,20000,0
1633,2940,2023-10-19,Startup,130,1,20000,2600000,D0,20000,0
1641,2976,2023-10-25,Startup,130,1,20000,2600000,D0,20000,0
1697,3137,2023-11-04,Startup,130,1,20000,2600000,D0,20000,0
33,111,2021-01-28,Startup,110,0,20000,1980000,D1,18000,10
971,992,2022-10-01,Startup,35,1,20000,700000,D0,20000,0
441,1579,2022-02-01,Startup,275,0,20000,5500000,D0,20000,0
886,2579,2022-08-22,Startup,275,0,20000,5500000,D0,20000,0
1283,1579,2023-02-01,Startup,275,1,20000,5500000,D0,20000,0
1486,2351,2023-07-08,Startup,275,1,20000,5500000,D0,20000,0
1542,2579,2023-08-22,Startup,275,1,20000,5500000,D0,20000,0
837,767,2022-07-29,Startup,20,1,20000,400000,D0,20000,0
783,2351,2022-07-08,Startup,275,0,20000,4400000,D2,16000,20
43,126,2021-02-04,Startup,60,0,20000,1200000,D0,20000,0
117,444,2021-05-03,Startup,60,0,20000,1200000,D0,20000,0
222,837,2021-08-23,Startup,60,0,20000,1200000,D0,20000,0
335,1299,2021-12-23,Startup,60,0,20000,1200000,D0,20000,0
444,1555,2022-02-02,Startup,60,0,20000,1200000,D0,20000,0
450,126,2022-02-04,Startup,60,1,20000,1200000,D0,20000,0
486,1639,2022-02-28,Startup,60,0,20000,1200000,D0,20000,0
520,1706,2022-03-25,Startup,60,0,20000,1200000,D0,20000,0
559,333,2022-04-05,Startup,60,1,20000,1200000,D0,20000,0
632,444,2022-05-03,Startup,60,1,20000,1200000,D0,20000,0
653,1984,2022-05-06,Startup,60,0,20000,1200000,D0,20000,0
753,678,2022-07-02,Startup,60,1,20000,1200000,D0,20000,0
890,837,2022-08-23,Startup,60,1,20000,1200000,D0,20000,0
1206,1299,2022-12-23,Startup,60,1,20000,1200000,D0,20000,0
1286,1555,2023-02-02,Startup,60,1,20000,1200000,D0,20000,0
1303,1639,2023-02-28,Startup,60,1,20000,1200000,D0,20000,0
1333,1754,2023-04-01,Startup,60,1,20000,1200000,D0,20000,0
1411,1984,2023-05-06,Startup,60,1,20000,1200000,D0,20000,0
1596,2821,2023-10-04,Startup,60,1,20000,1200000,D0,20000,0
1597,2838,2023-10-04,Startup,60,1,20000,1200000,D0,20000,0
1599,2750,2023-10-04,Startup,60,1,20000,1200000,D0,20000,0
402,1423,2022-01-14,Startup,325,0,20000,5200000,D2,16000,20
249,955,2021-09-27,Startup,100,0,20000,2000000,D0,20000,0
318,1190,2021-11-26,Startup,100,0,20000,2000000,D0,20000,0
339,1295,2021-12-28,Startup,100,0,20000,2000000,D0,20000,0
393,10,2022-01-07,Startup,100,1,20000,2000000,D0,20000,0
448,1503,2022-02-03,Startup,100,0,20000,2000000,D0,20000,0
828,774,2022-07-27,Startup,100,1,20000,2000000,D0,20000,0
954,955,2022-09-27,Startup,100,1,20000,2000000,D0,20000,0
1025,1045,2022-10-18,Startup,100,1,20000,2000000,D0,20000,0
1157,1190,2022-11-26,Startup,100,1,20000,2000000,D0,20000,0
1220,3372,2022-12-30,Startup,100,0,20000,2000000,D0,20000,0
1227,1383,2023-01-03,Startup,100,1,20000,2000000,D0,20000,0
1240,1310,2023-01-04,Startup,100,1,20000,2000000,D0,20000,0
1287,1503,2023-02-03,Startup,100,1,20000,2000000,D0,20000,0
1345,1783,2023-04-04,Startup,100,1,20000,2000000,D0,20000,0
1451,2247,2023-07-01,Startup,100,1,20000,2000000,D0,20000,0
1454,2250,2023-07-01,Startup,100,1,20000,2000000,D0,20000,0
1487,2237,2023-07-08,Startup,100,1,20000,2000000,D0,20000,0
1520,2491,2023-07-28,Startup,100,1,20000,2000000,D0,20000,0
1589,2818,2023-10-03,Startup,100,1,20000,2000000,D0,20000,0
1615,2870,2023-10-06,Startup,100,1,20000,2000000,D0,20000,0
1620,2846,2023-10-07,Startup,100,1,20000,2000000,D0,20000,0
1635,2911,2023-10-20,Startup,100,1,20000,2000000,D0,20000,0
1752,3372,2023-12-30,Startup,100,1,20000,2000000,D0,20000,0
208,780,2021-08-04,Startup,300,0,20000,6000000,D0,20000,0
554,1740,2022-04-04,Startup,375,0,20000,6000000,D2,16000,20
636,1980,2022-05-03,Startup,300,0,20000,6000000,D0,20000,0
869,780,2022-08-04,Startup,300,1,20000,6000000,D0,20000,0
951,2724,2022-09-23,Startup,300,0,20000,6000000,D0,20000,0
1399,1980,2023-05-03,Startup,300,1,20000,6000000,D0,20000,0
1583,2724,2023-09-23,Startup,300,1,20000,6000000,D0,20000,0
48,159,2021-02-05,Startup,140,0,20000,2800000,D0,20000,0
60,205,2021-03-02,Startup,140,0,20000,2800000,D0,20000,0
65,247,2021-03-05,Startup,140,0,20000,2800000,D0,20000,0
126,486,2021-05-10,Startup,140,0,20000,2800000,D0,20000,0
150,545,2021-06-04,Startup,140,0,20000,2800000,D0,20000,0
217,850,2021-08-20,Startup,140,0,20000,2800000,D0,20000,0
224,854,2021-08-25,Startup,140,0,20000,2800000,D0,20000,0
303,1149,2021-11-03,Startup,140,0,20000,2800000,D0,20000,0
307,1131,2021-11-05,Startup,140,0,20000,2800000,D0,20000,0
312,1176,2021-11-12,Startup,140,0,20000,2800000,D0,20000,0
333,1278,2021-12-22,Startup,140,0,20000,2800000,D0,20000,0
340,1292,2021-12-29,Startup,140,0,20000,2800000,D0,20000,0
342,1309,2021-12-30,Startup,140,0,20000,2800000,D0,20000,0
350,28,2022-01-01,Startup,140,1,20000,2800000,D0,20000,0
354,1289,2022-01-03,Startup,175,0,20000,2800000,D2,16000,20
443,1536,2022-02-02,Startup,140,0,20000,2800000,D0,20000,0
455,1551,2022-02-04,Startup,140,0,20000,2800000,D0,20000,0
457,159,2022-02-05,Startup,140,1,20000,2800000,D0,20000,0
473,1623,2022-02-23,Startup,140,0,20000,2800000,D0,20000,0
493,205,2022-03-02,Startup,140,1,20000,2800000,D0,20000,0
504,247,2022-03-05,Startup,140,1,20000,2800000,D0,20000,0
567,318,2022-04-06,Startup,140,1,20000,2800000,D0,20000,0
612,430,2022-04-27,Startup,140,1,20000,2800000,D0,20000,0
645,2005,2022-05-04,Startup,140,0,20000,2800000,D0,20000,0
652,2004,2022-05-06,Startup,140,0,20000,2800000,D0,20000,0
656,486,2022-05-10,Startup,140,1,20000,2800000,D0,20000,0
691,2098,2022-06-01,Startup,140,0,20000,2800000,D0,20000,0
702,545,2022-06-04,Startup,140,1,20000,2800000,D0,20000,0
705,2109,2022-06-06,Startup,140,0,20000,2800000,D0,20000,0
738,654,2022-07-01,Startup,140,1,20000,2800000,D0,20000,0
746,2169,2022-07-01,Startup,175,0,20000,2800000,D2,16000,20
816,714,2022-07-23,Startup,140,1,20000,2800000,D0,20000,0
851,2470,2022-08-01,Startup,140,0,20000,2800000,D0,20000,0
854,2543,2022-08-01,Startup,140,0,20000,2800000,D0,20000,0
878,2565,2022-08-15,Startup,140,0,20000,2800000,D0,20000,0
882,850,2022-08-20,Startup,140,1,20000,2800000,D0,20000,0
895,854,2022-08-25,Startup,140,1,20000,2800000,D0,20000,0
917,2668,2022-09-01,Startup,140,0,20000,2800000,D0,20000,0
941,2689,2022-09-08,Startup,140,0,20000,2800000,D0,20000,0
953,2715,2022-09-26,Startup,140,0,20000,2800000,D0,20000,0
969,990,2022-10-01,Startup,140,1,20000,2800000,D0,20000,0
984,1013,2022-10-04,Startup,140,1,20000,2800000,D0,20000,0
1005,1006,2022-10-06,Startup,140,1,20000,2800000,D0,20000,0
1034,2927,2022-10-21,Startup,175,0,20000,2800000,D2,16000,20
1100,3033,2022-11-01,Startup,140,0,20000,2800000,D0,20000,0
1110,3042,2022-11-02,Startup,140,0,20000,2800000,D0,20000,0
1113,1149,2022-11-03,Startup,140,1,20000,2800000,D0,20000,0
1128,1131,2022-11-05,Startup,140,1,20000,2800000,D0,20000,0
1138,1176,2022-11-12,Startup,140,1,20000,2800000,D0,20000,0
1144,3207,2022-11-21,Startup,140,0,20000,2800000,D0,20000,0
1198,1278,2022-12-22,Startup,140,1,20000,2800000,D0,20000,0
1217,1292,2022-12-29,Startup,140,1,20000,2800000,D0,20000,0
1218,1309,2022-12-30,Startup,140,1,20000,2800000,D0,20000,0
1221,3359,2022-12-30,Startup,140,0,20000,2800000,D0,20000,0
1233,1376,2023-01-03,Startup,140,1,20000,2800000,D0,20000,0
1245,1329,2023-01-05,Startup,140,1,20000,2800000,D0,20000,0
1259,1435,2023-01-21,Startup,140,1,20000,2800000,D0,20000,0
1264,1492,2023-01-25,Startup,140,1,20000,2800000,D0,20000,0
1267,1473,2023-01-25,Startup,140,1,20000,2800000,D0,20000,0
1269,1502,2023-01-27,Startup,140,1,20000,2800000,D0,20000,0
1272,1471,2023-01-28,Startup,140,1,20000,2800000,D0,20000,0
1285,1536,2023-02-02,Startup,140,1,20000,2800000,D0,20000,0
1289,1551,2023-02-04,Startup,140,1,20000,2800000,D0,20000,0
1301,1623,2023-02-23,Startup,140,1,20000,2800000,D0,20000,0
1335,1737,2023-04-01,Startup,140,1,20000,2800000,D0,20000,0
1342,1749,2023-04-04,Startup,140,1,20000,2800000,D0,20000,0
1344,1826,2023-04-04,Startup,140,1,20000,2800000,D0,20000,0
1351,1827,2023-04-05,Startup,140,1,20000,2800000,D0,20000,0
1380,1915,2023-04-25,Startup,140,1,20000,2800000,D0,20000,0
1388,1970,2023-04-27,Startup,140,1,20000,2800000,D0,20000,0
1392,1891,2023-04-29,Startup,140,1,20000,2800000,D0,20000,0
1404,2005,2023-05-04,Startup,140,1,20000,2800000,D0,20000,0
1410,2004,2023-05-06,Startup,140,1,20000,2800000,D0,20000,0
1426,2098,2023-06-01,Startup,140,1,20000,2800000,D0,20000,0
1435,2109,2023-06-06,Startup,140,1,20000,2800000,D0,20000,0
1456,2229,2023-07-01,Startup,140,1,20000,2800000,D0,20000,0
1528,2543,2023-08-01,Startup,140,1,20000,2800000,D0,20000,0
1529,2470,2023-08-01,Startup,140,1,20000,2800000,D0,20000,0
1540,2565,2023-08-15,Startup,140,1,20000,2800000,D0,20000,0
