leads_id,funnel_id,stage,stage_id,timestamp,step_id,prev_funnel_id,starting_ts,duration,drop_flag,reason
8,75,approach_success,104,"2020-12-08 11:30:05",3,52,"2020-12-07 10:00:12",1.06,0,""
8,8,leads_registered,101,"2020-11-30 16:11:03",0,,,,0,""
9,138,approach_success,104,"2020-12-11 15:56:09",3,86,"2020-12-08 17:43:05",2.93,0,""
9,232,discussion_success,105,"2020-12-17 17:41:18",4,138,"2020-12-11 15:56:09",6.07,0,""
9,274,offer_sent,106,"2020-12-21 16:07:43",5,232,"2020-12-17 17:41:18",3.94,0,""
9,389,quotation_recieved,107,"2020-12-29 14:55:50",6,274,"2020-12-21 16:07:43",7.95,0,""
9,476,deal_won,108,"2021-01-04 12:27:39",7,389,"2020-12-29 14:55:50",5.9,0,""
9,68,leads_qualification,102,"2020-12-07 17:06:59",1,9,"2020-11-30 16:34:52",7.02,0,""
9,86,initial_communication_success,103,"2020-12-08 17:43:05",2,68,"2020-12-07 17:06:59",1.03,0,""
9,9,leads_registered,101,"2020-11-30 16:34:52",0,,,,0,""
10,10,leads_registered,101,"2020-11-30 17:53:22",0,,,,0,""
10,111,approach_success,104,"2020-12-10 12:59:02",3,46,"2020-12-07 09:09:17",3.16,0,""
10,237,discussion_success,105,"2020-12-18 10:39:49",4,111,"2020-12-10 12:59:02",7.9,0,""
10,297,offer_sent,106,"2020-12-22 17:34:24",5,237,"2020-12-18 10:39:49",4.29,0,""
10,37,leads_qualification,102,"2020-12-04 13:41:03",1,10,"2020-11-30 17:53:22",3.82,0,""
10,398,quotation_recieved,107,"2020-12-30 10:24:04",6,297,"2020-12-22 17:34:24",7.7,0,""
10,46,initial_communication_success,103,"2020-12-07 09:09:17",2,37,"2020-12-04 13:41:03",2.81,0,""
10,575,deal_won,108,"2021-01-07 13:59:46",7,398,"2020-12-30 10:24:04",8.15,0,""
11,101,initial_communication_success,103,"2020-12-09 17:16:52",2,84,"2020-12-08 17:15:57",1.0,1,"not answered"
11,11,leads_registered,101,"2020-12-01 09:19:58",0,,,,0,""
11,84,leads_qualification,102,"2020-12-08 17:15:57",1,11,"2020-12-01 09:19:58",7.33,0,""
12,12,leads_registered,101,"2020-12-01 10:14:03",0,,,,0,""
12,242,discussion_success,105,"2020-12-18 12:26:56",4,92,"2020-12-09 12:23:05",9.0,0,""
12,289,offer_sent,106,"2020-12-22 13:47:31",5,242,"2020-12-18 12:26:56",4.06,0,""
12,32,leads_qualification,102,"2020-12-04 10:46:10",1,12,"2020-12-01 10:14:03",3.02,0,""
12,374,quotation_recieved,107,"2020-12-29 09:04:27",6,289,"2020-12-22 13:47:31",6.8,0,""
12,488,deal_won,108,"2021-01-04 14:43:29",7,374,"2020-12-29 09:04:27",6.24,0,""
12,54,initial_communication_success,103,"2020-12-07 10:44:19",2,32,"2020-12-04 10:46:10",3.0,0,""
12,92,approach_success,104,"2020-12-09 12:23:05",3,54,"2020-12-07 10:44:19",2.07,0,""
13,103,approach_success,104,"2020-12-10 09:10:39",3,73,"2020-12-08 10:35:15",1.94,0,""
13,13,leads_registered,101,"2020-12-01 11:25:09",0,,,,0,""
13,219,discussion_success,105,"2020-12-17 12:02:32",4,103,"2020-12-10 09:10:39",7.12,1,"price not fit"
13,48,leads_qualification,102,"2020-12-07 09:32:13",1,13,"2020-12-01 11:25:09",5.92,0,""
13,73,initial_communication_success,103,"2020-12-08 10:35:15",2,48,"2020-12-07 09:32:13",1.04,0,""
14,15,leads_registered,101,"2020-12-02 09:18:00",0,,,,0,""
15,17,leads_registered,101,"2020-12-02 10:31:02",0,,,,0,""
15,220,discussion_success,105,"2020-12-17 12:10:07",4,93,"2020-12-09 12:33:19",7.98,0,""
15,263,offer_sent,106,"2020-12-21 11:18:46",5,220,"2020-12-17 12:10:07",3.96,0,""
15,373,quotation_recieved,107,"2020-12-28 17:52:53",6,263,"2020-12-21 11:18:46",7.27,0,""
15,569,deal_won,108,"2021-01-07 11:14:46",7,373,"2020-12-28 17:52:53",9.72,0,""
15,57,leads_qualification,102,"2020-12-07 12:22:57",1,17,"2020-12-02 10:31:02",5.08,0,""
15,80,initial_communication_success,103,"2020-12-08 14:46:06",2,57,"2020-12-07 12:22:57",1.1,0,""
15,93,approach_success,104,"2020-12-09 12:33:19",3,80,"2020-12-08 14:46:06",0.91,0,""
16,108,approach_success,104,"2020-12-10 11:18:27",3,76,"2020-12-08 11:51:56",1.98,0,""
16,149,discussion_success,105,"2020-12-14 09:32:42",4,108,"2020-12-10 11:18:27",3.93,1,"price not fit"
16,18,leads_registered,101,"2020-12-02 12:58:24",0,,,,0,""
16,59,leads_qualification,102,"2020-12-07 12:27:11",1,18,"2020-12-02 12:58:24",4.98,0,""
16,76,initial_communication_success,103,"2020-12-08 11:51:56",2,59,"2020-12-07 12:27:11",0.98,0,""
17,118,initial_communication_success,103,"2020-12-11 09:30:27",2,70,"2020-12-08 09:30:58",3.0,0,""
17,162,approach_success,104,"2020-12-14 13:21:28",3,118,"2020-12-11 09:30:27",3.16,0,""
17,19,leads_registered,101,"2020-12-02 14:27:54",0,,,,0,""
17,286,discussion_success,105,"2020-12-22 11:02:13",4,162,"2020-12-14 13:21:28",7.9,0,""
17,315,offer_sent,106,"2020-12-23 16:20:54",5,286,"2020-12-22 11:02:13",1.22,0,""
17,414,quotation_recieved,107,"2020-12-31 10:29:32",6,315,"2020-12-23 16:20:54",7.76,0,""
17,564,deal_won,108,"2021-01-07 10:18:40",7,414,"2020-12-31 10:29:32",6.99,0,""
17,70,leads_qualification,102,"2020-12-08 09:30:58",1,19,"2020-12-02 14:27:54",5.79,0,""
18,104,initial_communication_success,103,"2020-12-10 09:47:48",2,87,"2020-12-09 09:00:32",1.03,0,""
18,129,approach_success,104,"2020-12-11 13:34:41",3,104,"2020-12-10 09:47:48",1.16,0,""
18,20,leads_registered,101,"2020-12-02 14:47:29",0,,,,0,""
18,248,discussion_success,105,"2020-12-18 15:28:30",4,129,"2020-12-11 13:34:41",7.08,0,""
18,264,offer_sent,106,"2020-12-21 11:47:20",5,248,"2020-12-18 15:28:30",2.85,0,""
18,412,quotation_recieved,107,"2020-12-30 17:13:32",6,264,"2020-12-21 11:47:20",9.23,0,""
18,518,deal_won,108,"2021-01-05 12:21:38",7,412,"2020-12-30 17:13:32",5.8,0,""
18,87,leads_qualification,102,"2020-12-09 09:00:32",1,20,"2020-12-02 14:47:29",6.76,0,""
19,131,approach_success,104,"2020-12-11 13:50:04",3,96,"2020-12-09 13:08:11",2.03,0,""
19,21,leads_registered,101,"2020-12-02 15:09:05",0,,,,0,""
19,214,discussion_success,105,"2020-12-17 09:34:06",4,131,"2020-12-11 13:50:04",5.82,0,""
19,272,offer_sent,106,"2020-12-21 14:56:53",5,214,"2020-12-17 09:34:06",4.22,0,""
19,376,quotation_recieved,107,"2020-12-29 10:24:36",6,272,"2020-12-21 14:56:53",7.81,0,""
19,490,deal_won,108,"2021-01-04 15:01:38",7,376,"2020-12-29 10:24:36",6.19,0,""
19,56,leads_qualification,102,"2020-12-07 11:41:33",1,21,"2020-12-02 15:09:05",4.86,0,""
19,96,initial_communication_success,103,"2020-12-09 13:08:11",2,56,"2020-12-07 11:41:33",2.06,0,""
20,100,leads_qualification,102,"2020-12-09 16:02:22",1,22,"2020-12-02 15:13:48",7.03,0,""
20,120,initial_communication_success,103,"2020-12-11 09:49:17",2,100,"2020-12-09 16:02:22",1.74,0,""
20,164,approach_success,104,"2020-12-14 14:29:35",3,120,"2020-12-11 09:49:17",3.19,0,""
20,22,leads_registered,101,"2020-12-02 15:13:48",0,,,,0,""
20,275,discussion_success,105,"2020-12-21 16:41:32",4,164,"2020-12-14 14:29:35",7.09,0,""
20,338,offer_sent,106,"2020-12-25 10:58:35",5,275,"2020-12-21 16:41:32",3.76,1,"not interested"
21,121,initial_communication_success,103,"2020-12-11 10:14:05",2,71,"2020-12-08 09:49:06",3.02,0,""
21,160,approach_success,104,"2020-12-14 11:51:09",3,121,"2020-12-11 10:14:05",3.07,0,""
21,24,leads_registered,101,"2020-12-03 10:20:02",0,,,,0,""
21,257,discussion_success,105,"2020-12-21 09:43:52",4,160,"2020-12-14 11:51:09",6.91,0,""
21,319,offer_sent,106,"2020-12-24 09:50:34",5,257,"2020-12-21 09:43:52",3.0,0,""
21,411,quotation_recieved,107,"2020-12-30 17:07:12",6,319,"2020-12-24 09:50:34",6.3,0,""
21,433,deal_won,108,"2021-01-01 09:30:30",7,411,"2020-12-30 17:07:12",1.68,0,""
21,71,leads_qualification,102,"2020-12-08 09:49:06",1,24,"2020-12-03 10:20:02",4.98,0,""
22,134,initial_communication_success,103,"2020-12-11 14:32:53",2,99,"2020-12-09 13:40:44",2.04,0,""
22,161,approach_success,104,"2020-12-14 12:59:40",3,134,"2020-12-11 14:32:53",2.94,0,""
22,26,leads_registered,101,"2020-12-03 13:31:39",0,,,,0,""
22,261,discussion_success,105,"2020-12-21 11:06:23",4,161,"2020-12-14 12:59:40",6.92,0,""
22,317,offer_sent,106,"2020-12-24 09:23:32",5,261,"2020-12-21 11:06:23",2.93,0,""
22,405,quotation_recieved,107,"2020-12-30 14:38:20",6,317,"2020-12-24 09:23:32",6.22,0,""
22,595,deal_won,108,"2021-01-08 10:31:05",7,405,"2020-12-30 14:38:20",8.83,0,""
22,99,leads_qualification,102,"2020-12-09 13:40:44",1,26,"2020-12-03 13:31:39",6.01,0,""
23,144,initial_communication_success,103,"2020-12-11 17:31:43",2,88,"2020-12-09 09:34:26",2.33,0,""
23,148,approach_success,104,"2020-12-14 09:13:25",3,144,"2020-12-11 17:31:43",2.65,0,""
23,246,discussion_success,105,"2020-12-18 14:53:15",4,148,"2020-12-14 09:13:25",4.24,0,""
23,292,offer_sent,106,"2020-12-22 16:00:52",5,246,"2020-12-18 14:53:15",4.05,0,""
23,31,leads_registered,101,"2020-12-04 10:32:42",0,,,,0,""
23,428,quotation_recieved,107,"2020-12-31 16:45:12",6,292,"2020-12-22 16:00:52",9.03,1,"price not fit"
23,88,leads_qualification,102,"2020-12-09 09:34:26",1,31,"2020-12-04 10:32:42",4.96,0,""
24,117,initial_communication_success,103,"2020-12-11 09:27:17",2,90,"2020-12-09 10:31:28",1.96,0,""
24,176,approach_success,104,"2020-12-14 17:22:55",3,117,"2020-12-11 09:27:17",3.33,0,""
24,233,discussion_success,105,"2020-12-18 09:34:04",4,176,"2020-12-14 17:22:55",3.67,0,""
24,279,offer_sent,106,"2020-12-22 09:22:32",5,233,"2020-12-18 09:34:04",3.99,0,""
24,33,leads_registered,101,"2020-12-04 11:01:40",0,,,,0,""
24,395,quotation_recieved,107,"2020-12-30 09:03:41",6,279,"2020-12-22 09:22:32",7.99,0,""
24,465,deal_won,108,"2021-01-04 09:28:55",7,395,"2020-12-30 09:03:41",5.02,0,""
24,90,leads_qualification,102,"2020-12-09 10:31:28",1,33,"2020-12-04 11:01:40",4.98,0,""
25,38,leads_registered,101,"2020-12-04 13:50:11",0,,,,0,""
25,97,leads_qualification,102,"2020-12-09 13:24:38",1,38,"2020-12-04 13:50:11",4.98,1,"not selected"
26,133,leads_qualification,102,"2020-12-11 14:29:49",1,39,"2020-12-04 14:59:50",6.98,0,""
26,172,initial_communication_success,103,"2020-12-14 17:02:25",2,133,"2020-12-11 14:29:49",3.11,1,"not answered"
26,39,leads_registered,101,"2020-12-04 14:59:50",0,,,,0,""
27,145,leads_qualification,102,"2020-12-11 17:52:44",1,40,"2020-12-04 15:15:55",7.11,0,""
27,153,initial_communication_success,103,"2020-12-14 09:53:16",2,145,"2020-12-11 17:52:44",2.67,0,""
27,193,approach_success,104,"2020-12-15 17:07:06",3,153,"2020-12-14 09:53:16",1.3,0,""
27,278,discussion_success,105,"2020-12-21 17:54:20",4,193,"2020-12-15 17:07:06",6.03,0,""
27,299,offer_sent,106,"2020-12-22 17:52:59",5,278,"2020-12-21 17:54:20",1.0,0,""
27,40,leads_registered,101,"2020-12-04 15:15:55",0,,,,0,""
27,402,quotation_recieved,107,"2020-12-30 12:11:59",6,299,"2020-12-22 17:52:59",7.76,0,""
27,572,deal_won,108,"2021-01-07 11:34:42",7,402,"2020-12-30 12:11:59",7.97,0,""
28,105,initial_communication_success,103,"2020-12-10 09:50:48",2,94,"2020-12-09 12:42:32",0.88,0,""
28,128,approach_success,104,"2020-12-11 13:31:56",3,105,"2020-12-10 09:50:48",1.15,0,""
28,224,discussion_success,105,"2020-12-17 14:41:16",4,128,"2020-12-11 13:31:56",6.05,0,""
28,236,offer_sent,106,"2020-12-18 10:36:35",5,224,"2020-12-17 14:41:16",0.83,0,""
28,329,quotation_recieved,107,"2020-12-24 17:25:12",6,236,"2020-12-18 10:36:35",6.28,0,""
28,41,leads_registered,101,"2020-12-04 15:48:54",0,,,,0,""
28,440,deal_won,108,"2021-01-01 10:45:45",7,329,"2020-12-24 17:25:12",7.72,0,""
28,94,leads_qualification,102,"2020-12-09 12:42:32",1,41,"2020-12-04 15:48:54",4.87,0,""
29,146,leads_qualification,102,"2020-12-11 17:56:07",1,43,"2020-12-04 16:12:38",7.07,0,""
29,170,initial_communication_success,103,"2020-12-14 16:27:00",2,146,"2020-12-11 17:56:07",2.94,1,"not answered"
29,43,leads_registered,101,"2020-12-04 16:12:38",0,,,,0,""
30,122,initial_communication_success,103,"2020-12-11 10:21:05",2,79,"2020-12-08 12:51:57",2.9,1,"not answered"
30,44,leads_registered,101,"2020-12-04 16:36:34",0,,,,0,""
30,79,leads_qualification,102,"2020-12-08 12:51:57",1,44,"2020-12-04 16:36:34",3.84,0,""
31,109,initial_communication_success,103,"2020-12-10 11:47:51",2,64,"2020-12-07 16:00:43",2.82,0,""
31,132,approach_success,104,"2020-12-11 13:51:58",3,109,"2020-12-10 11:47:51",1.09,0,""
31,234,discussion_success,105,"2020-12-18 09:57:59",4,132,"2020-12-11 13:51:58",6.84,0,""
31,253,offer_sent,106,"2020-12-21 09:04:14",5,234,"2020-12-18 09:57:59",2.96,0,""
31,383,quotation_recieved,107,"2020-12-29 12:21:11",6,253,"2020-12-21 09:04:14",8.14,0,""
31,45,leads_registered,101,"2020-12-04 17:07:02",0,,,,0,""
31,502,deal_won,108,"2021-01-04 17:25:40",7,383,"2020-12-29 12:21:11",6.21,0,""
31,64,leads_qualification,102,"2020-12-07 16:00:43",1,45,"2020-12-04 17:07:02",2.95,0,""
32,142,leads_qualification,102,"2020-12-11 17:10:16",1,47,"2020-12-07 09:18:17",4.33,0,""
32,169,initial_communication_success,103,"2020-12-14 16:19:07",2,142,"2020-12-11 17:10:16",2.96,1,"not answered"
32,47,leads_registered,101,"2020-12-07 09:18:17",0,,,,0,""
33,49,leads_registered,101,"2020-12-07 09:37:27",0,,,,0,""
34,50,leads_registered,101,"2020-12-07 09:46:33",0,,,,0,""
35,139,leads_qualification,102,"2020-12-11 16:16:51",1,51,"2020-12-07 09:52:53",4.27,0,""
35,168,initial_communication_success,103,"2020-12-14 16:02:58",2,139,"2020-12-11 16:16:51",2.99,0,""
35,200,approach_success,104,"2020-12-16 11:22:01",3,168,"2020-12-14 16:02:58",1.8,0,""
35,304,discussion_success,105,"2020-12-23 10:55:40",4,200,"2020-12-16 11:22:01",6.98,0,""
35,348,offer_sent,106,"2020-12-25 17:27:12",5,304,"2020-12-23 10:55:40",2.27,1,"price not fit"
35,51,leads_registered,101,"2020-12-07 09:52:53",0,,,,0,""
36,136,leads_qualification,102,"2020-12-11 15:11:12",1,55,"2020-12-07 11:19:48",4.16,0,""
36,174,initial_communication_success,103,"2020-12-14 17:07:50",2,136,"2020-12-11 15:11:12",3.08,0,""
36,203,approach_success,104,"2020-12-16 13:29:26",3,174,"2020-12-14 17:07:50",1.85,0,""
36,302,discussion_success,105,"2020-12-23 09:51:04",4,203,"2020-12-16 13:29:26",6.85,0,""
36,344,offer_sent,106,"2020-12-25 15:06:42",5,302,"2020-12-23 09:51:04",2.22,0,""
36,379,quotation_recieved,107,"2020-12-29 11:13:06",6,344,"2020-12-25 15:06:42",3.84,0,""
36,435,deal_won,108,"2021-01-01 10:19:43",7,379,"2020-12-29 11:13:06",2.96,0,""
36,55,leads_registered,101,"2020-12-07 11:19:48",0,,,,0,""
37,165,leads_qualification,102,"2020-12-14 15:38:43",1,58,"2020-12-07 12:25:04",7.13,0,""
37,198,initial_communication_success,103,"2020-12-16 10:35:41",2,165,"2020-12-14 15:38:43",1.79,0,""
37,227,approach_success,104,"2020-12-17 14:58:46",3,198,"2020-12-16 10:35:41",1.18,1,"not answered"
37,58,leads_registered,101,"2020-12-07 12:25:04",0,,,,0,""
38,126,leads_qualification,102,"2020-12-11 12:12:38",1,62,"2020-12-07 14:24:19",3.91,0,""
38,178,initial_communication_success,103,"2020-12-14 17:41:51",2,126,"2020-12-11 12:12:38",3.23,0,""
38,208,approach_success,104,"2020-12-16 16:53:08",3,178,"2020-12-14 17:41:51",1.97,1,"not interested"
38,62,leads_registered,101,"2020-12-07 14:24:19",0,,,,0,""
39,116,leads_qualification,102,"2020-12-11 09:19:23",1,65,"2020-12-07 16:32:06",3.7,0,""
39,159,initial_communication_success,103,"2020-12-14 11:25:44",2,116,"2020-12-11 09:19:23",3.09,1,"not answered"
39,65,leads_registered,101,"2020-12-07 16:32:06",0,,,,0,""
40,66,leads_registered,101,"2020-12-07 16:39:49",0,,,,0,""
41,135,leads_qualification,102,"2020-12-11 15:10:32",1,72,"2020-12-08 09:56:50",3.22,1,"not selected"
41,72,leads_registered,101,"2020-12-08 09:56:50",0,,,,0,""
42,175,leads_qualification,102,"2020-12-14 17:20:48",1,74,"2020-12-08 10:53:09",6.27,0,""
42,209,initial_communication_success,103,"2020-12-16 16:57:58",2,175,"2020-12-14 17:20:48",1.98,0,""
42,230,approach_success,104,"2020-12-17 15:39:18",3,209,"2020-12-16 16:57:58",0.95,0,""
42,291,discussion_success,105,"2020-12-22 15:26:42",4,230,"2020-12-17 15:39:18",4.99,0,""
42,311,offer_sent,106,"2020-12-23 14:55:10",5,291,"2020-12-22 15:26:42",0.98,0,""
42,423,quotation_recieved,107,"2020-12-31 14:21:50",6,311,"2020-12-23 14:55:10",7.98,1,"price not fit"
42,74,leads_registered,101,"2020-12-08 10:53:09",0,,,,0,""
43,143,leads_qualification,102,"2020-12-11 17:16:16",1,77,"2020-12-08 12:08:28",3.21,1,"not selected"
43,77,leads_registered,101,"2020-12-08 12:08:28",0,,,,0,""
44,81,leads_registered,101,"2020-12-08 16:06:14",0,,,,0,""
45,137,leads_qualification,102,"2020-12-11 15:33:47",1,82,"2020-12-08 16:08:54",2.98,0,""
45,177,initial_communication_success,103,"2020-12-14 17:23:33",2,137,"2020-12-11 15:33:47",3.08,0,""
45,192,approach_success,104,"2020-12-15 17:03:55",3,177,"2020-12-14 17:23:33",0.99,0,""
45,273,discussion_success,105,"2020-12-21 15:33:44",4,192,"2020-12-15 17:03:55",5.94,0,""
45,298,offer_sent,106,"2020-12-22 17:52:40",5,273,"2020-12-21 15:33:44",1.1,0,""
45,354,quotation_recieved,107,"2020-12-28 10:46:29",6,298,"2020-12-22 17:52:40",5.7,0,""
45,515,deal_won,108,"2021-01-05 11:38:35",7,354,"2020-12-28 10:46:29",8.04,0,""
45,82,leads_registered,101,"2020-12-08 16:08:54",0,,,,0,""
46,158,leads_qualification,102,"2020-12-14 10:39:57",1,83,"2020-12-08 16:52:10",5.74,0,""
46,213,initial_communication_success,103,"2020-12-17 09:18:07",2,158,"2020-12-14 10:39:57",2.94,0,""
46,244,approach_success,104,"2020-12-18 14:09:25",3,213,"2020-12-17 09:18:07",1.2,0,""
46,340,discussion_success,105,"2020-12-25 11:55:41",4,244,"2020-12-18 14:09:25",6.91,0,""
46,384,offer_sent,106,"2020-12-29 13:39:51",5,340,"2020-12-25 11:55:41",4.07,0,""
46,611,quotation_recieved,107,"2021-01-08 15:58:45",6,384,"2020-12-29 13:39:51",10.1,0,""
46,649,deal_won,108,"2021-01-11 15:35:17",7,611,"2021-01-08 15:58:45",2.98,0,""
46,83,leads_registered,101,"2020-12-08 16:52:10",0,,,,0,""
47,85,leads_registered,101,"2020-12-08 17:32:36",0,,,,0,""
48,173,leads_qualification,102,"2020-12-14 17:02:43",1,89,"2020-12-09 10:23:17",5.28,0,""
48,195,initial_communication_success,103,"2020-12-15 17:38:07",2,173,"2020-12-14 17:02:43",1.02,0,""
48,206,approach_success,104,"2020-12-16 15:25:21",3,195,"2020-12-15 17:38:07",0.91,0,""
48,301,discussion_success,105,"2020-12-23 09:34:51",4,206,"2020-12-16 15:25:21",6.76,0,""
48,333,offer_sent,106,"2020-12-25 09:24:07",5,301,"2020-12-23 09:34:51",1.99,0,""
48,431,quotation_recieved,107,"2021-01-01 09:19:13",6,333,"2020-12-25 09:24:07",7.0,0,""
48,511,deal_won,108,"2021-01-05 10:43:36",7,431,"2021-01-01 09:19:13",4.06,0,""
48,89,leads_registered,101,"2020-12-09 10:23:17",0,,,,0,""
49,150,leads_qualification,102,"2020-12-14 09:35:43",1,91,"2020-12-09 11:25:51",4.92,0,""
49,183,initial_communication_success,103,"2020-12-15 13:59:21",2,150,"2020-12-14 09:35:43",1.18,0,""
49,202,approach_success,104,"2020-12-16 12:21:41",3,183,"2020-12-15 13:59:21",0.93,0,""
49,294,discussion_success,105,"2020-12-22 16:52:15",4,202,"2020-12-16 12:21:41",6.19,1,"price not fit"
49,91,leads_registered,101,"2020-12-09 11:25:51",0,,,,0,""
50,156,leads_qualification,102,"2020-12-14 10:23:20",1,95,"2020-12-09 12:46:41",4.9,0,""
50,188,initial_communication_success,103,"2020-12-15 16:24:28",2,156,"2020-12-14 10:23:20",1.25,0,""
50,215,approach_success,104,"2020-12-17 09:39:18",3,188,"2020-12-15 16:24:28",1.72,0,""
50,254,discussion_success,105,"2020-12-21 09:06:45",4,215,"2020-12-17 09:39:18",3.98,0,""
50,280,offer_sent,106,"2020-12-22 09:54:31",5,254,"2020-12-21 09:06:45",1.03,0,""
50,429,quotation_recieved,107,"2020-12-31 16:49:42",6,280,"2020-12-22 09:54:31",9.29,1,"price not fit"
50,95,leads_registered,101,"2020-12-09 12:46:41",0,,,,0,""
51,155,leads_qualification,102,"2020-12-14 10:21:34",1,98,"2020-12-09 13:24:49",4.87,0,""
51,191,initial_communication_success,103,"2020-12-15 16:56:52",2,155,"2020-12-14 10:21:34",1.27,1,"not answered"
51,98,leads_registered,101,"2020-12-09 13:24:49",0,,,,0,""
52,106,leads_registered,101,"2020-12-10 10:48:44",0,,,,0,""
52,180,leads_qualification,102,"2020-12-15 10:29:07",1,106,"2020-12-10 10:48:44",4.99,0,""
52,197,initial_communication_success,103,"2020-12-16 09:56:26",2,180,"2020-12-15 10:29:07",0.98,0,""
52,218,approach_success,104,"2020-12-17 11:03:32",3,197,"2020-12-16 09:56:26",1.05,0,""
52,323,discussion_success,105,"2020-12-24 13:37:50",4,218,"2020-12-17 11:03:32",7.11,1,"not interested"
53,110,leads_registered,101,"2020-12-10 11:56:01",0,,,,0,""
53,171,leads_qualification,102,"2020-12-14 16:48:51",1,110,"2020-12-10 11:56:01",4.2,0,""
53,181,initial_communication_success,103,"2020-12-15 10:41:32",2,171,"2020-12-14 16:48:51",0.74,0,""
