leads_id,month_period,current_contract_id,starting_date,expired_date,active_flag,subscription_type,number_of_employee,reten_flag,user_price,contract_value,prev_subscription_type,changing_flag
1000,2022-12-01,956,2022-09-27,2023-09-27,1,Startup,150,1,20000,3000000,Startup,0
1002,2021-10-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,,
1002,2021-11-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2021-12-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-01-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-02-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-03-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-04-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-05-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-06-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-07-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-08-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-09-01,256,2021-10-01,2022-10-01,1,Startup,150,0,20000,2700000,Startup,0
1002,2022-10-01,972,2022-10-01,2023-10-01,1,Startup,150,1,20000,3000000,Startup,0
1002,2022-11-01,972,2022-10-01,2023-10-01,1,Startup,150,1,20000,3000000,Startup,0
1002,2022-12-01,972,2022-10-01,2023-10-01,1,Startup,150,1,20000,3000000,Startup,0
1005,2021-09-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,,
1005,2021-10-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2021-11-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2021-12-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-01-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-02-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-03-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-04-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-05-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-06-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-07-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-08-01,248,2021-09-27,2022-09-27,1,Business,30,0,25000,750000,Business,0
1005,2022-09-01,955,2022-09-27,2023-09-27,1,Business,30,1,25000,750000,Business,0
1005,2022-10-01,955,2022-09-27,2023-09-27,1,Business,30,1,25000,750000,Business,0
1005,2022-11-01,955,2022-09-27,2023-09-27,1,Business,30,1,25000,750000,Business,0
1005,2022-12-01,955,2022-09-27,2023-09-27,1,Business,30,1,25000,750000,Business,0
1006,2021-10-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,,
1006,2021-11-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2021-12-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-01-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-02-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-03-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-04-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-05-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-06-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-07-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-08-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-09-01,267,2021-10-06,2022-10-06,1,Startup,140,0,20000,2520000,Startup,0
1006,2022-10-01,1005,2022-10-06,2023-10-06,1,Startup,140,1,20000,2800000,Startup,0
1006,2022-11-01,1005,2022-10-06,2023-10-06,1,Startup,140,1,20000,2800000,Startup,0
1006,2022-12-01,1005,2022-10-06,2023-10-06,1,Startup,140,1,20000,2800000,Startup,0
1013,2021-10-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,,
1013,2021-11-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2021-12-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-01-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-02-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-03-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-04-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-05-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-06-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-07-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-08-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-09-01,265,2021-10-04,2022-10-04,1,Startup,140,0,20000,2520000,Startup,0
1013,2022-10-01,984,2022-10-04,2023-10-04,1,Startup,140,1,20000,2800000,Startup,0
1013,2022-11-01,984,2022-10-04,2023-10-04,1,Startup,140,1,20000,2800000,Startup,0
1013,2022-12-01,984,2022-10-04,2023-10-04,1,Startup,140,1,20000,2800000,Startup,0
1015,2021-10-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,,
1015,2021-11-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2021-12-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-01-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-02-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-03-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-04-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-05-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-06-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-07-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-08-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-09-01,258,2021-10-01,2022-10-01,1,Enterprise,110,0,15000,1485000,Enterprise,0
1015,2022-10-01,966,2022-10-01,2023-10-01,1,Enterprise,110,1,15000,1650000,Enterprise,0
1015,2022-11-01,966,2022-10-01,2023-10-01,1,Enterprise,110,1,15000,1650000,Enterprise,0
1015,2022-12-01,966,2022-10-01,2023-10-01,1,Enterprise,110,1,15000,1650000,Enterprise,0
102,2021-01-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,,
102,2021-02-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-03-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-04-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-05-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-06-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-07-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-08-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-09-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-10-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-11-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2021-12-01,31,2021-01-27,2022-01-27,1,Startup,150,0,20000,2700000,Startup,0
102,2022-01-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-02-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-03-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-04-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-05-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-06-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-07-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-08-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-09-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-10-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-11-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
102,2022-12-01,420,2022-01-27,2023-01-27,1,Startup,150,1,20000,3000000,Startup,0
1024,2021-10-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,,
1024,2021-11-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2021-12-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-01-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-02-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-03-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-04-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-05-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-06-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-07-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-08-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-09-01,263,2021-10-04,2022-10-04,1,Business,30,0,25000,675000,Business,0
1024,2022-10-01,982,2022-10-04,2023-10-04,1,Business,30,1,25000,750000,Business,0
1024,2022-11-01,982,2022-10-04,2023-10-04,1,Business,30,1,25000,750000,Business,0
1024,2022-12-01,982,2022-10-04,2023-10-04,1,Business,30,1,25000,750000,Business,0
1035,2021-10-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,,
1035,2021-11-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2021-12-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-01-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-02-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-03-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-04-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-05-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-06-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-07-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-08-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-09-01,269,2021-10-08,2022-10-08,1,Startup,90,0,20000,1620000,Startup,0
1035,2022-10-01,1016,2022-10-08,2023-10-08,1,Startup,90,1,20000,1800000,Startup,0
1035,2022-11-01,1016,2022-10-08,2023-10-08,1,Startup,90,1,20000,1800000,Startup,0
1035,2022-12-01,1016,2022-10-08,2023-10-08,1,Startup,90,1,20000,1800000,Startup,0
1037,2021-10-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,,
1037,2021-11-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2021-12-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-01-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-02-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-03-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-04-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-05-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-06-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-07-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-08-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-09-01,270,2021-10-12,2022-10-12,1,Startup,130,0,20000,2340000,Startup,0
1037,2022-10-01,1018,2022-10-12,2023-10-12,1,Startup,130,1,20000,2600000,Startup,0
1037,2022-11-01,1018,2022-10-12,2023-10-12,1,Startup,130,1,20000,2600000,Startup,0
1037,2022-12-01,1018,2022-10-12,2023-10-12,1,Startup,130,1,20000,2600000,Startup,0
1039,2021-10-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,,
1039,2021-11-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2021-12-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-01-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-02-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-03-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-04-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-05-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-06-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-07-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-08-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-09-01,271,2021-10-13,2022-10-13,1,Enterprise,175,0,15000,2362500,Enterprise,0
1039,2022-10-01,1022,2022-10-13,2023-10-13,1,Enterprise,175,1,15000,2625000,Enterprise,0
1039,2022-11-01,1022,2022-10-13,2023-10-13,1,Enterprise,175,1,15000,2625000,Enterprise,0
1039,2022-12-01,1022,2022-10-13,2023-10-13,1,Enterprise,175,1,15000,2625000,Enterprise,0
1041,2021-10-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,,
1041,2021-11-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2021-12-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-01-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-02-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-03-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-04-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-05-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-06-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-07-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-08-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-09-01,262,2021-10-04,2022-10-04,1,Business,10,0,25000,225000,Business,0
1041,2022-10-01,981,2022-10-04,2023-10-04,1,Business,10,1,25000,250000,Business,0
1041,2022-11-01,981,2022-10-04,2023-10-04,1,Business,10,1,25000,250000,Business,0
1041,2022-12-01,981,2022-10-04,2023-10-04,1,Business,10,1,25000,250000,Business,0
1045,2021-10-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,,
1045,2021-11-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2021-12-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-01-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-02-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-03-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-04-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-05-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-06-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-07-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-08-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-09-01,273,2021-10-18,2022-10-18,1,Startup,100,0,20000,1800000,Startup,0
1045,2022-10-01,1025,2022-10-18,2023-10-18,1,Startup,100,1,20000,2000000,Startup,0
1045,2022-11-01,1025,2022-10-18,2023-10-18,1,Startup,100,1,20000,2000000,Startup,0
1045,2022-12-01,1025,2022-10-18,2023-10-18,1,Startup,100,1,20000,2000000,Startup,0
1049,2021-10-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,,
1049,2021-11-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2021-12-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-01-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-02-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-03-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-04-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-05-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-06-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-07-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-08-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-09-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-10-01,272,2021-10-14,2022-10-14,1,Business,30,0,25000,675000,Business,0
1049,2022-11-01,272,2021-10-14,2022-10-14,0,Business,30,0,25000,675000,Business,0
1052,2021-10-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,,
1052,2021-11-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2021-12-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-01-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-02-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-03-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-04-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-05-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-06-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-07-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-08-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-09-01,277,2021-10-22,2022-10-22,1,Enterprise,150,0,15000,2025000,Enterprise,0
1052,2022-10-01,1040,2022-10-22,2023-10-22,1,Enterprise,150,1,15000,2250000,Enterprise,0
1052,2022-11-01,1040,2022-10-22,2023-10-22,1,Enterprise,150,1,15000,2250000,Enterprise,0
1052,2022-12-01,1040,2022-10-22,2023-10-22,1,Enterprise,150,1,15000,2250000,Enterprise,0
1056,2021-10-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,,
1056,2021-11-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2021-12-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-01-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-02-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-03-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-04-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-05-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-06-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-07-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-08-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-09-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-10-01,275,2021-10-20,2022-10-20,1,Startup,120,0,20000,2160000,Startup,0
1056,2022-11-01,275,2021-10-20,2022-10-20,0,Startup,120,0,20000,2160000,Startup,0
1063,2021-10-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,,
1063,2021-11-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2021-12-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-01-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-02-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-03-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-04-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-05-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-06-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
1063,2022-07-01,279,2021-10-26,2022-10-26,1,Enterprise,150,0,15000,2025000,Enterprise,0
